Stock,Timeframe,EMA Pair,Cross Time,Cross Close,EMA21 @ Cross,EMA50 @ Cross,Touch Time,Touch Open,Touch High,Touch Low,Touch Close,EMA21 @ Touch,EMA50 @ Touch,Touch Zone,Candles After Cross,EMA10 @ Cross,EMA20 @ Cross,EMA10 @ Touch,EMA20 @ Touch,SL Price,SL Hit,SL Hit Time,Max High Before SL,Max Upside %,Trade Duration
HDFCBANK,1h,EMA10/EMA20,2026-01-27 15:15:00,928.0,,,2026-01-28 14:15:00,929.45,933.75,928.45,931.4,,,Between Slow & Fast EMA,6,920.3,919.85,929.21,925.98,928.45,Yes,2026-01-29 09:15:00,933.0,0.17,2h
HDFCBANK,1h,EMA10/EMA20,2026-01-27 15:15:00,928.0,,,2026-01-29 10:15:00,925.9,930.6,925.25,930.2,,,At/Below Slow EMA,9,920.3,919.85,929.3,926.88,925.25,Yes,2026-02-01 12:15:00,939.65,1.02,16h
HDFCBANK,1h,EMA10/EMA20,2026-01-27 15:15:00,928.0,,,2026-01-29 11:15:00,930.15,934.4,927.95,933.9,,,Between Slow & Fast EMA,10,920.3,919.85,930.13,927.55,927.95,Yes,2026-01-30 14:15:00,939.3,0.58,10h
HDFCBANK,1h,EMA10/EMA20,2026-01-27 15:15:00,928.0,,,2026-01-30 09:15:00,930.0,937.9,930.0,936.6,,,At/Below Slow EMA,15,920.3,919.85,933.94,930.94,930.0,Yes,2026-01-30 14:15:00,938.85,0.24,5h
HDFCBANK,1h,EMA10/EMA20,2026-01-27 15:15:00,928.0,,,2026-01-30 11:15:00,934.45,935.8,931.9,935.7,,,Between Slow & Fast EMA,17,920.3,919.85,934.33,931.69,931.9,Yes,2026-01-30 12:15:00,936.4,0.07,1h
HDFCBANK,1h,EMA10/EMA20,2026-01-27 15:15:00,928.0,,,2026-01-30 13:15:00,931.55,934.7,930.1,934.0,,,At/Below Slow EMA,19,920.3,919.85,933.86,931.91,930.1,Yes,2026-01-30 14:15:00,934.55,0.06,1h
HDFCBANK,1h,EMA10/EMA20,2026-01-27 15:15:00,928.0,,,2026-02-01 09:15:00,932.0,936.8,925.25,935.4,,,At/Below Slow EMA,22,920.3,919.85,932.8,931.75,925.25,Yes,2026-02-01 12:15:00,939.65,0.45,3h
HDFCBANK,1h,EMA10/EMA20,2026-02-03 09:15:00,947.6,,,2026-02-05 10:15:00,950.9,951.7,949.05,951.65,,,Between Slow & Fast EMA,15,929.99,929.26,950.64,946.67,949.05,Yes,2026-02-05 11:15:00,952.85,0.13,1h
HDFCBANK,1h,EMA10/EMA20,2026-02-16 15:15:00,925.25,,,2026-02-17 09:15:00,923.0,925.8,918.7,925.65,,,At/Below Slow EMA,1,922.39,922.36,922.98,922.68,918.7,Yes,2026-02-19 11:15:00,929.0,0.36,16h
HDFCBANK,1h,EMA10/EMA20,2026-02-16 15:15:00,925.25,,,2026-02-17 10:15:00,925.6,927.7,923.0,926.2,,,At/Below Slow EMA,2,922.39,922.36,923.57,923.01,923.0,Yes,2026-02-18 09:15:00,928.0,0.19,6h
HDFCBANK,1h,EMA10/EMA20,2026-02-16 15:15:00,925.25,,,2026-02-17 14:15:00,924.35,927.3,923.35,925.7,,,At/Below Slow EMA,6,922.39,922.36,924.32,923.63,923.35,Yes,2026-02-18 09:15:00,926.65,0.1,2h
HDFCBANK,1h,EMA10/EMA20,2026-03-16 14:15:00,842.9,,,2026-03-17 11:15:00,840.15,841.05,835.15,840.6,,,Between Slow & Fast EMA,4,829.65,829.65,835.97,833.43,835.15,Yes,2026-03-18 09:15:00,848.7,0.96,5h
HDFCBANK,1h,EMA10/EMA20,2026-03-16 14:15:00,842.9,,,2026-03-18 11:15:00,838.55,842.1,837.75,840.65,,,Between Slow & Fast EMA,11,829.65,829.65,839.54,837.35,837.75,Yes,2026-03-19 09:15:00,846.8,0.73,5h
HDFCBANK,1h,EMA10/EMA20,2026-03-16 14:15:00,842.9,,,2026-03-18 12:15:00,840.7,841.7,838.75,841.2,,,Between Slow & Fast EMA,12,829.65,829.65,839.84,837.72,838.75,Yes,2026-03-19 09:15:00,846.8,0.67,4h
HDFCBANK,1h,EMA10/EMA20,2026-03-16 14:15:00,842.9,,,2026-03-18 13:15:00,841.05,844.45,840.45,844.3,,,Between Slow & Fast EMA,13,829.65,829.65,840.65,838.35,840.45,Yes,2026-03-19 09:15:00,846.8,0.3,3h
HDFCBANK,1h,EMA10/EMA20,2026-04-06 11:15:00,756.6,,,2026-04-07 09:15:00,766.0,767.95,761.0,767.45,,,Between Slow & Fast EMA,5,748.18,747.69,761.69,756.3,761.0,No,Not Hit,820.0,6.85,153h
HDFCBANK,1h,EMA10/EMA20,2026-04-06 11:15:00,756.6,,,2026-04-07 11:15:00,762.85,769.35,761.95,765.95,,,Between Slow & Fast EMA,7,748.18,747.69,762.62,757.77,761.95,No,Not Hit,820.0,7.06,151h
HDFCBANK,1h,EMA10/EMA20,2026-04-06 11:15:00,756.6,,,2026-04-09 10:15:00,802.85,804.9,801.0,803.2,,,Between Slow & Fast EMA,20,748.18,747.69,801.98,790.01,801.0,Yes,2026-04-09 12:15:00,804.25,0.13,2h
HDFCBANK,1h,EMA10/EMA20,2026-04-06 11:15:00,756.6,,,2026-04-10 09:15:00,804.0,811.7,801.05,810.0,,,Between Slow & Fast EMA,26,748.18,747.69,801.87,795.16,801.05,Yes,2026-04-13 09:15:00,812.25,0.28,7h
ICICIBANK,1h,EMA10/EMA20,2026-01-02 11:15:00,1350.0,,,2026-01-06 09:15:00,1372.0,1410.5,1367.8,1409.7,,,Between Slow & Fast EMA,12,1343.15,1343.09,1373.53,1363.68,1367.8,Yes,2026-01-19 09:15:00,1443.4,2.39,56h
ICICIBANK,1h,EMA10/EMA20,2026-01-12 15:15:00,1420.0,,,2026-01-13 09:15:00,1420.0,1424.9,1411.1,1422.7,,,At/Below Slow EMA,1,1413.35,1412.86,1415.05,1413.8,1411.1,Yes,2026-01-16 09:15:00,1443.4,1.45,14h
ICICIBANK,1h,EMA10/EMA20,2026-01-12 15:15:00,1420.0,,,2026-01-14 11:15:00,1416.5,1431.8,1416.1,1429.2,,,At/Below Slow EMA,10,1413.35,1412.86,1426.64,1423.46,1416.1,Yes,2026-01-14 15:15:00,1431.8,0.18,4h
ICICIBANK,1h,EMA10/EMA20,2026-01-27 15:15:00,1367.1,,,2026-01-29 10:15:00,1363.8,1367.7,1362.2,1365.4,,,Between Slow & Fast EMA,9,1353.93,1352.96,1364.7,1361.45,1362.2,Yes,2026-01-30 11:15:00,1387.7,1.63,8h
ICICIBANK,1h,EMA10/EMA20,2026-01-27 15:15:00,1367.1,,,2026-01-29 11:15:00,1365.3,1369.0,1364.7,1367.5,,,Between Slow & Fast EMA,10,1353.93,1352.96,1365.21,1362.02,1364.7,Yes,2026-01-30 10:15:00,1387.7,1.48,6h
ICICIBANK,1h,EMA10/EMA20,2026-01-27 15:15:00,1367.1,,,2026-01-30 09:15:00,1368.2,1381.9,1368.2,1377.1,,,At/Below Slow EMA,15,1353.93,1352.96,1374.36,1368.89,1368.2,Yes,2026-01-30 10:15:00,1377.2,0.01,1h
ICICIBANK,1h,EMA10/EMA20,2026-02-03 09:15:00,1390.1,,,2026-02-06 09:15:00,1396.7,1406.8,1396.7,1403.6,,,Between Slow & Fast EMA,21,1356.0,1354.98,1401.26,1396.45,1396.7,Yes,2026-02-06 11:15:00,1405.2,0.11,2h
ICICIBANK,1h,EMA10/EMA20,2026-02-03 09:15:00,1390.1,,,2026-02-06 12:15:00,1395.7,1403.0,1395.0,1401.9,,,At/Below Slow EMA,24,1356.0,1354.98,1400.2,1397.06,1395.0,Yes,2026-02-09 12:15:00,1413.5,0.83,7h
ICICIBANK,1h,EMA10/EMA20,2026-02-10 10:15:00,1399.9,,,2026-02-10 12:15:00,1398.5,1406.9,1396.0,1404.9,,,At/Below Slow EMA,2,1397.77,1397.69,1399.16,1398.44,1396.0,Yes,2026-02-17 09:15:00,1433.9,2.06,32h
ICICIBANK,1h,EMA10/EMA20,2026-02-10 10:15:00,1399.9,,,2026-02-11 11:15:00,1402.5,1407.0,1401.7,1403.8,,,Between Slow & Fast EMA,8,1397.77,1397.69,1402.6,1401.01,1401.7,Yes,2026-02-11 12:15:00,1407.7,0.28,1h
ICICIBANK,1h,EMA10/EMA20,2026-02-10 10:15:00,1399.9,,,2026-02-11 12:15:00,1403.7,1407.7,1401.4,1404.7,,,Between Slow & Fast EMA,9,1397.77,1397.69,1402.98,1401.36,1401.4,Yes,2026-02-16 09:15:00,1433.9,2.08,18h
