Stock,Timeframe,EMA Pair,Cross Time,Cross Close,EMA21 @ Cross,EMA50 @ Cross,Touch Time,Touch Open,Touch High,Touch Low,Touch Close,EMA21 @ Touch,EMA50 @ Touch,Touch Zone,Candles After Cross,EMA10 @ Cross,EMA20 @ Cross,EMA10 @ Touch,EMA20 @ Touch,SL Price,SL Hit,SL Hit Time,Max High Before SL,Max Upside %,Trade Duration
HDFCBANK,1d,EMA21/EMA50,2024-04-10 00:00:00,768.17,742.65,742.32,2024-04-16 00:00:00,743.5,756.45,741.12,754.62,745.39,743.61,At/Below Slow EMA,3,,,,,741.12,Yes,2024-04-19 00:00:00,767.48,1.7,2d
HDFCBANK,1d,EMA21/EMA50,2024-04-10 00:00:00,768.17,742.65,742.32,2024-04-19 00:00:00,743.27,767.48,740.12,765.65,747.39,744.62,At/Below Slow EMA,5,,,,,740.12,Yes,2024-05-09 00:00:00,778.7,1.7,13d
HDFCBANK,1d,EMA21/EMA50,2024-05-28 00:00:00,765.25,744.69,744.61,2024-06-05 00:00:00,747.02,779.8,741.17,775.9,753.15,748.7,At/Below Slow EMA,6,,,,,741.17,Yes,2026-03-23 00:00:00,1020.5,31.52,447d
HDFCBANK,1d,EMA21/EMA50,2024-05-28 00:00:00,765.25,744.69,744.61,2024-07-22 00:00:00,808.5,825.5,806.33,821.27,818.11,801.29,Between Slow & Fast EMA,37,,,,,806.33,Yes,2024-07-23 00:00:00,823.9,0.32,1d
HDFCBANK,1d,EMA21/EMA50,2024-05-28 00:00:00,765.25,744.69,744.61,2024-08-01 00:00:00,811.45,825.02,808.98,819.4,813.18,803.27,Between Slow & Fast EMA,45,,,,,808.98,Yes,2024-08-05 00:00:00,835.25,1.93,2d
HDFCBANK,1d,EMA21/EMA50,2024-05-28 00:00:00,765.25,744.69,744.61,2024-08-08 00:00:00,812.0,826.65,809.62,821.35,813.52,805.24,Between Slow & Fast EMA,50,,,,,809.62,Yes,2024-08-13 00:00:00,837.98,2.02,3d
HDFCBANK,1d,EMA21/EMA50,2024-05-28 00:00:00,765.25,744.69,744.61,2024-08-16 00:00:00,814.25,817.08,805.5,816.05,813.91,807.01,At/Below Slow EMA,55,,,,,805.5,Yes,2026-03-19 00:00:00,1020.5,25.05,396d
HDFCBANK,1d,EMA21/EMA50,2024-05-28 00:00:00,765.25,744.69,744.61,2024-08-20 00:00:00,813.73,823.0,813.73,818.85,814.51,807.8,Between Slow & Fast EMA,57,,,,,813.73,Yes,2024-08-21 00:00:00,817.27,-0.19,1d
HDFCBANK,1d,EMA21/EMA50,2024-05-28 00:00:00,765.25,744.69,744.61,2024-09-03 00:00:00,817.0,819.98,812.3,818.67,816.1,810.82,Between Slow & Fast EMA,67,,,,,812.3,Yes,2024-10-07 00:00:00,894.0,9.2,23d
HDFCBANK,1d,EMA21/EMA50,2024-05-28 00:00:00,765.25,744.69,744.61,2024-09-04 00:00:00,819.5,822.4,816.0,820.9,816.53,811.21,Between Slow & Fast EMA,68,,,,,816.0,Yes,2024-09-09 00:00:00,824.95,0.49,3d
