SL %,Target %,R:R,Signals,Target Hit,SL Hit,Open,Win Rate %,Avg PnL %,Total PnL %,Avg Win %,Avg Loss %,Expectancy %,Profit Factor,Max Drawdown %,Calmar
2.5,4.5,1.8,141,55,86,0,39.0,0.23,32.5,4.5,-2.5,0.23,1.15,-77.0,0.42
2.5,5.0,2.0,141,50,91,0,35.5,0.16,22.5,5.0,-2.5,0.16,1.1,-82.5,0.27
2.5,5.5,2.2,141,47,94,0,33.3,0.167,23.5,5.5,-2.5,0.167,1.1,-89.0,0.26
2.5,6.0,2.4,141,44,97,0,31.2,0.152,21.5,6.0,-2.5,0.152,1.09,-93.0,0.23
2.5,6.5,2.6,141,41,100,0,29.1,0.117,16.5,6.5,-2.5,0.117,1.07,-92.0,0.18
2.5,7.0,2.8,141,39,102,0,27.7,0.128,18.0,7.0,-2.5,0.128,1.07,-91.0,0.2
2.5,7.5,3.0,141,39,102,0,27.7,0.266,37.5,7.5,-2.5,0.266,1.15,-90.0,0.42
2.5,8.0,3.2,141,34,107,0,24.1,0.032,4.5,8.0,-2.5,0.032,1.02,-95.0,0.05
2.5,8.5,3.4,141,32,109,0,22.7,-0.004,-0.5,8.5,-2.5,-0.004,1.0,-112.0,-0.0
2.5,9.0,3.6,141,29,112,0,20.6,-0.135,-19.0,9.0,-2.5,-0.135,0.93,-131.0,-0.15
2.5,9.5,3.8,141,28,113,0,19.9,-0.117,-16.5,9.5,-2.5,-0.117,0.94,-128.0,-0.13
2.5,10.0,4.0,141,27,114,0,19.1,-0.106,-15.0,10.0,-2.5,-0.106,0.95,-137.5,-0.11
2.5,10.5,4.2,141,25,116,0,17.7,-0.195,-27.5,10.5,-2.5,-0.195,0.91,-135.0,-0.2
2.5,11.0,4.4,141,24,117,0,17.0,-0.202,-28.5,11.0,-2.5,-0.202,0.9,-132.5,-0.22
2.5,11.5,4.6,141,23,118,0,16.3,-0.216,-30.5,11.5,-2.5,-0.216,0.9,-144.0,-0.21
2.5,12.0,4.8,141,22,119,0,15.6,-0.238,-33.5,12.0,-2.5,-0.238,0.89,-156.5,-0.21
2.5,12.5,5.0,141,21,120,0,14.9,-0.266,-37.5,12.5,-2.5,-0.266,0.88,-170.0,-0.22
2.5,13.0,5.2,141,21,120,0,14.9,-0.191,-27.0,13.0,-2.5,-0.191,0.91,-169.0,-0.16
2.5,13.5,5.4,141,21,120,0,14.9,-0.117,-16.5,13.5,-2.5,-0.117,0.94,-168.0,-0.1
2.5,14.0,5.6,141,21,120,0,14.9,-0.043,-6.0,14.0,-2.5,-0.043,0.98,-167.0,-0.04
2.5,14.5,5.8,141,21,120,0,14.9,0.032,4.5,14.5,-2.5,0.032,1.01,-166.0,0.03
2.5,15.0,6.0,141,20,121,0,14.2,-0.018,-2.5,15.0,-2.5,-0.018,0.99,-182.5,-0.01
2.75,3.0,1.09,141,72,69,0,51.1,0.186,26.25,3.0,-2.75,0.186,1.14,-64.75,0.41
2.75,3.5,1.27,141,68,73,0,48.2,0.264,37.25,3.5,-2.75,0.264,1.19,-62.25,0.6
2.75,4.0,1.45,141,64,77,0,45.4,0.314,44.25,4.0,-2.75,0.314,1.21,-60.75,0.73
2.75,4.5,1.64,141,58,83,0,41.1,0.232,32.75,4.5,-2.75,0.232,1.14,-86.5,0.38
2.75,5.0,1.82,141,53,88,0,37.6,0.163,23.0,5.0,-2.75,0.163,1.1,-92.25,0.25
2.75,5.5,2.0,141,50,91,0,35.5,0.176,24.75,5.5,-2.75,0.176,1.1,-99.0,0.25
2.75,6.0,2.18,141,48,93,0,34.0,0.229,32.25,6.0,-2.75,0.229,1.13,-103.5,0.31
2.75,6.5,2.36,141,45,96,0,31.9,0.202,28.5,6.5,-2.75,0.202,1.11,-102.5,0.28
2.75,7.0,2.55,141,42,99,0,29.8,0.154,21.75,7.0,-2.75,0.154,1.08,-101.5,0.21
2.75,7.5,2.73,141,42,99,0,29.8,0.303,42.75,7.5,-2.75,0.303,1.16,-100.5,0.43
2.75,8.0,2.91,141,37,104,0,26.2,0.071,10.0,8.0,-2.75,0.071,1.03,-103.75,0.1
2.75,8.5,3.09,141,35,106,0,24.8,0.043,6.0,8.5,-2.75,0.043,1.02,-122.25,0.05
2.75,9.0,3.27,141,32,109,0,22.7,-0.083,-11.75,9.0,-2.75,-0.083,0.96,-142.75,-0.08
2.75,9.5,3.45,141,31,110,0,22.0,-0.057,-8.0,9.5,-2.75,-0.057,0.97,-140.75,-0.06
2.75,10.0,3.64,141,30,111,0,21.3,-0.037,-5.25,10.0,-2.75,-0.037,0.98,-151.5,-0.03
2.75,10.5,3.82,141,28,113,0,19.9,-0.119,-16.75,10.5,-2.75,-0.119,0.95,-150.0,-0.11
2.75,11.0,4.0,141,26,115,0,18.4,-0.215,-30.25,11.0,-2.75,-0.215,0.9,-151.25,-0.2
2.75,11.5,4.18,141,25,116,0,17.7,-0.223,-31.5,11.5,-2.75,-0.223,0.9,-163.0,-0.19
2.75,12.0,4.36,141,24,117,0,17.0,-0.239,-33.75,12.0,-2.75,-0.239,0.9,-175.75,-0.19
2.75,12.5,4.55,141,23,118,0,16.3,-0.262,-37.0,12.5,-2.75,-0.262,0.89,-189.5,-0.2
2.75,13.0,4.73,141,23,118,0,16.3,-0.181,-25.5,13.0,-2.75,-0.181,0.92,-188.5,-0.14
2.75,13.5,4.91,141,23,118,0,16.3,-0.099,-14.0,13.5,-2.75,-0.099,0.96,-187.5,-0.07
2.75,14.0,5.09,141,23,118,0,16.3,-0.018,-2.5,14.0,-2.75,-0.018,0.99,-186.5,-0.01
2.75,14.5,5.27,141,23,118,0,16.3,0.064,9.0,14.5,-2.75,0.064,1.03,-185.5,0.05
2.75,15.0,5.45,141,22,119,0,15.6,0.02,2.75,15.0,-2.75,0.02,1.01,-202.25,0.01
3.0,3.5,1.17,141,71,70,0,50.4,0.273,38.5,3.5,-3.0,0.273,1.18,-63.0,0.61
3.0,4.0,1.33,141,66,75,0,46.8,0.277,39.0,4.0,-3.0,0.277,1.17,-67.0,0.58
3.0,4.5,1.5,141,60,81,0,42.6,0.191,27.0,4.5,-3.0,0.191,1.11,-88.5,0.31
3.0,5.0,1.67,141,55,86,0,39.0,0.121,17.0,5.0,-3.0,0.121,1.07,-94.0,0.18
3.0,5.5,1.83,141,54,87,0,38.3,0.255,36.0,5.5,-3.0,0.255,1.14,-100.5,0.36
3.0,6.0,2.0,141,50,91,0,35.5,0.191,27.0,6.0,-3.0,0.191,1.1,-105.0,0.26
3.0,6.5,2.17,141,46,95,0,32.6,0.099,14.0,6.5,-3.0,0.099,1.05,-113.0,0.12
3.0,7.0,2.33,141,43,98,0,30.5,0.05,7.0,7.0,-3.0,0.05,1.02,-112.0,0.06
3.0,7.5,2.5,141,43,98,0,30.5,0.202,28.5,7.5,-3.0,0.202,1.1,-111.0,0.26
3.0,8.0,2.67,141,38,103,0,27.0,-0.035,-5.0,8.0,-3.0,-0.035,0.98,-119.0,-0.04
3.0,8.5,2.83,141,36,105,0,25.5,-0.064,-9.0,8.5,-3.0,-0.064,0.97,-138.0,-0.07
3.0,9.0,3.0,141,33,108,0,23.4,-0.191,-27.0,9.0,-3.0,-0.191,0.92,-159.0,-0.17
3.0,9.5,3.17,141,32,109,0,22.7,-0.163,-23.0,9.5,-3.0,-0.163,0.93,-157.0,-0.15
3.0,10.0,3.33,141,31,110,0,22.0,-0.142,-20.0,10.0,-3.0,-0.142,0.94,-168.0,-0.12
3.0,10.5,3.5,141,29,112,0,20.6,-0.223,-31.5,10.5,-3.0,-0.223,0.91,-166.5,-0.19
3.0,11.0,3.67,141,27,114,0,19.1,-0.319,-45.0,11.0,-3.0,-0.319,0.87,-170.0,-0.26
3.0,11.5,3.83,141,26,115,0,18.4,-0.326,-46.0,11.5,-3.0,-0.326,0.87,-182.0,-0.25
3.0,12.0,4.0,141,25,116,0,17.7,-0.34,-48.0,12.0,-3.0,-0.34,0.86,-195.0,-0.25
3.0,12.5,4.17,141,24,117,0,17.0,-0.362,-51.0,12.5,-3.0,-0.362,0.85,-209.0,-0.24
3.0,13.0,4.33,141,24,117,0,17.0,-0.277,-39.0,13.0,-3.0,-0.277,0.89,-208.0,-0.19
3.0,13.5,4.5,141,24,117,0,17.0,-0.191,-27.0,13.5,-3.0,-0.191,0.92,-207.0,-0.13
3.0,14.0,4.67,141,24,117,0,17.0,-0.106,-15.0,14.0,-3.0,-0.106,0.96,-206.0,-0.07
3.0,14.5,4.83,141,24,117,0,17.0,-0.021,-3.0,14.5,-3.0,-0.021,0.99,-205.0,-0.01
3.0,15.0,5.0,141,23,118,0,16.3,-0.064,-9.0,15.0,-3.0,-0.064,0.97,-222.0,-0.04
3.25,3.5,1.08,141,73,68,0,51.8,0.245,34.5,3.5,-3.25,0.245,1.16,-70.0,0.49
3.25,4.0,1.23,141,68,73,0,48.2,0.246,34.75,4.0,-3.25,0.246,1.15,-67.0,0.52
3.25,4.5,1.38,141,61,80,0,43.3,0.103,14.5,4.5,-3.25,0.103,1.06,-97.75,0.15
3.25,5.0,1.54,141,57,84,0,40.4,0.085,12.0,5.0,-3.25,0.085,1.04,-103.5,0.12
3.25,5.5,1.69,141,55,86,0,39.0,0.163,23.0,5.5,-3.25,0.163,1.08,-110.25,0.21
3.25,6.0,1.85,141,51,90,0,36.2,0.096,13.5,6.0,-3.25,0.096,1.05,-115.25,0.12
3.25,6.5,2.0,141,47,94,0,33.3,0.0,0.0,6.5,-3.25,-0.0,1.0,-123.5,0.0
3.25,7.0,2.15,141,44,97,0,31.2,-0.051,-7.25,7.0,-3.25,-0.051,0.98,-122.5,-0.06
3.25,7.5,2.31,141,44,97,0,31.2,0.105,14.75,7.5,-3.25,0.105,1.05,-121.5,0.12
3.25,8.0,2.46,141,39,102,0,27.7,-0.138,-19.5,8.0,-3.25,-0.138,0.94,-136.25,-0.14
3.25,8.5,2.62,141,37,104,0,26.2,-0.167,-23.5,8.5,-3.25,-0.167,0.93,-154.25,-0.15
3.25,9.0,2.77,141,34,107,0,24.1,-0.296,-41.75,9.0,-3.25,-0.296,0.88,-175.25,-0.24
3.25,9.5,2.92,141,33,108,0,23.4,-0.266,-37.5,9.5,-3.25,-0.266,0.89,-173.25,-0.22
3.25,10.0,3.08,141,32,109,0,22.7,-0.243,-34.25,10.0,-3.25,-0.243,0.9,-184.5,-0.19
3.25,10.5,3.23,141,30,111,0,21.3,-0.324,-45.75,10.5,-3.25,-0.324,0.87,-183.0,-0.25
3.25,11.0,3.38,141,28,113,0,19.9,-0.42,-59.25,11.0,-3.25,-0.42,0.84,-188.75,-0.31
3.25,11.5,3.54,141,27,114,0,19.1,-0.426,-60.0,11.5,-3.25,-0.426,0.84,-201.0,-0.3
3.25,12.0,3.69,141,26,115,0,18.4,-0.438,-61.75,12.0,-3.25,-0.438,0.83,-214.25,-0.29
3.25,12.5,3.85,141,25,116,0,17.7,-0.457,-64.5,12.5,-3.25,-0.457,0.83,-228.5,-0.28
3.25,13.0,4.0,141,25,116,0,17.7,-0.369,-52.0,13.0,-3.25,-0.369,0.86,-227.5,-0.23
3.25,13.5,4.15,141,25,116,0,17.7,-0.28,-39.5,13.5,-3.25,-0.28,0.9,-226.5,-0.17
3.25,14.0,4.31,141,25,116,0,17.7,-0.191,-27.0,14.0,-3.25,-0.191,0.93,-225.5,-0.12
3.25,14.5,4.46,141,25,116,0,17.7,-0.103,-14.5,14.5,-3.25,-0.103,0.96,-224.5,-0.06
3.25,15.0,4.62,141,24,117,0,17.0,-0.144,-20.25,15.0,-3.25,-0.144,0.95,-241.75,-0.08
3.5,4.0,1.14,141,74,67,0,52.5,0.436,61.5,4.0,-3.5,0.436,1.26,-59.5,1.03
3.5,4.5,1.29,141,66,75,0,46.8,0.245,34.5,4.5,-3.5,0.245,1.13,-91.0,0.38
3.5,5.0,1.43,141,61,80,0,43.3,0.177,25.0,5.0,-3.5,0.177,1.09,-104.5,0.24
3.5,5.5,1.57,141,58,83,0,41.1,0.202,28.5,5.5,-3.5,0.202,1.1,-120.0,0.24
3.5,6.0,1.71,141,54,87,0,38.3,0.138,19.5,6.0,-3.5,0.138,1.06,-125.5,0.16
3.5,6.5,1.86,141,50,91,0,35.5,0.046,6.5,6.5,-3.5,0.046,1.02,-134.0,0.05
3.5,7.0,2.0,141,47,94,0,33.3,0.0,0.0,7.0,-3.5,-0.0,1.0,-133.0,0.0
3.5,7.5,2.14,141,47,94,0,33.3,0.167,23.5,7.5,-3.5,0.167,1.07,-132.0,0.18
3.5,8.0,2.29,141,43,98,0,30.5,0.007,1.0,8.0,-3.5,0.007,1.0,-153.5,0.01
3.5,8.5,2.43,141,41,100,0,29.1,-0.011,-1.5,8.5,-3.5,-0.011,1.0,-172.0,-0.01
3.5,9.0,2.57,141,38,103,0,27.0,-0.131,-18.5,9.0,-3.5,-0.131,0.95,-192.5,-0.1
3.5,9.5,2.71,141,37,104,0,26.2,-0.089,-12.5,9.5,-3.5,-0.089,0.97,-189.5,-0.07
3.5,10.0,2.86,141,36,105,0,25.5,-0.053,-7.5,10.0,-3.5,-0.053,0.98,-201.0,-0.04
3.5,10.5,3.0,141,34,107,0,24.1,-0.124,-17.5,10.5,-3.5,-0.124,0.95,-199.5,-0.09
3.5,11.0,3.14,141,32,109,0,22.7,-0.209,-29.5,11.0,-3.5,-0.209,0.92,-207.5,-0.14
3.5,11.5,3.29,141,31,110,0,22.0,-0.202,-28.5,11.5,-3.5,-0.202,0.93,-220.0,-0.13
3.5,12.0,3.43,141,31,110,0,22.0,-0.092,-13.0,12.0,-3.5,-0.092,0.97,-218.0,-0.06
3.5,12.5,3.57,141,30,111,0,21.3,-0.096,-13.5,12.5,-3.5,-0.096,0.97,-232.0,-0.06
3.5,13.0,3.71,141,30,111,0,21.3,0.011,1.5,13.0,-3.5,0.011,1.0,-230.5,0.01
3.5,13.5,3.86,141,30,111,0,21.3,0.117,16.5,13.5,-3.5,0.117,1.04,-229.0,0.07
3.5,14.0,4.0,141,30,111,0,21.3,0.223,31.5,14.0,-3.5,0.223,1.08,-227.5,0.14
3.5,14.5,4.14,141,30,111,0,21.3,0.33,46.5,14.5,-3.5,0.33,1.12,-226.0,0.21
3.5,15.0,4.29,141,29,112,0,20.6,0.305,43.0,15.0,-3.5,0.305,1.11,-243.0,0.18
3.75,4.0,1.07,141,75,66,0,53.2,0.372,52.5,4.0,-3.75,0.372,1.21,-65.75,0.8
3.75,4.5,1.2,141,67,74,0,47.5,0.17,24.0,4.5,-3.75,0.17,1.09,-99.75,0.24
3.75,5.0,1.33,141,62,79,0,44.0,0.098,13.75,5.0,-3.75,0.098,1.05,-113.75,0.12
3.75,5.5,1.47,141,59,82,0,41.8,0.121,17.0,5.5,-3.75,0.121,1.06,-129.75,0.13
3.75,6.0,1.6,141,55,86,0,39.0,0.053,7.5,6.0,-3.75,0.053,1.02,-135.75,0.06
3.75,6.5,1.73,141,51,90,0,36.2,-0.043,-6.0,6.5,-3.75,-0.043,0.98,-144.5,-0.04
3.75,7.0,1.87,141,48,93,0,34.0,-0.09,-12.75,7.0,-3.75,-0.09,0.96,-147.5,-0.09
3.75,7.5,2.0,141,48,93,0,34.0,0.08,11.25,7.5,-3.75,0.08,1.03,-142.5,0.08
3.75,8.0,2.13,141,44,97,0,31.2,-0.083,-11.75,8.0,-3.75,-0.083,0.97,-170.75,-0.07
3.75,8.5,2.27,141,42,99,0,29.8,-0.101,-14.25,8.5,-3.75,-0.101,0.96,-189.75,-0.08
3.75,9.0,2.4,141,39,102,0,27.7,-0.223,-31.5,9.0,-3.75,-0.223,0.92,-210.75,-0.15
3.75,9.5,2.53,141,38,103,0,27.0,-0.179,-25.25,9.5,-3.75,-0.179,0.93,-207.25,-0.12
3.75,10.0,2.67,141,37,104,0,26.2,-0.142,-20.0,10.0,-3.75,-0.142,0.95,-217.5,-0.09
3.75,10.5,2.8,141,35,106,0,24.8,-0.213,-30.0,10.5,-3.75,-0.213,0.92,-216.0,-0.14
3.75,11.0,2.93,141,33,108,0,23.4,-0.298,-42.0,11.0,-3.75,-0.298,0.9,-226.25,-0.19
3.75,11.5,3.07,141,32,109,0,22.7,-0.289,-40.75,11.5,-3.75,-0.289,0.9,-239.0,-0.17
3.75,12.0,3.2,141,32,109,0,22.7,-0.176,-24.75,12.0,-3.75,-0.176,0.94,-237.0,-0.1
3.75,12.5,3.33,141,31,110,0,22.0,-0.177,-25.0,12.5,-3.75,-0.177,0.94,-251.25,-0.1
3.75,13.0,3.47,141,31,110,0,22.0,-0.067,-9.5,13.0,-3.75,-0.067,0.98,-249.75,-0.04
3.75,13.5,3.6,141,31,110,0,22.0,0.043,6.0,13.5,-3.75,0.043,1.01,-248.25,0.02
3.75,14.0,3.73,141,31,110,0,22.0,0.152,21.5,14.0,-3.75,0.152,1.05,-246.75,0.09
3.75,14.5,3.87,141,31,110,0,22.0,0.262,37.0,14.5,-3.75,0.262,1.09,-245.25,0.15
3.75,15.0,4.0,141,30,111,0,21.3,0.239,33.75,15.0,-3.75,0.239,1.08,-262.5,0.13
4.0,4.5,1.12,141,67,74,0,47.5,0.039,5.5,4.5,-4.0,0.039,1.02,-108.5,0.05
4.0,5.0,1.25,141,62,79,0,44.0,-0.043,-6.0,5.0,-4.0,-0.043,0.98,-123.0,-0.05
4.0,5.5,1.38,141,59,82,0,41.8,-0.025,-3.5,5.5,-4.0,-0.025,0.99,-139.5,-0.03
4.0,6.0,1.5,141,55,86,0,39.0,-0.099,-14.0,6.0,-4.0,-0.099,0.96,-146.0,-0.1
4.0,6.5,1.62,141,51,90,0,36.2,-0.202,-28.5,6.5,-4.0,-0.202,0.92,-157.5,-0.18
4.0,7.0,1.75,141,48,93,0,34.0,-0.255,-36.0,7.0,-4.0,-0.255,0.9,-162.0,-0.22
4.0,7.5,1.88,141,48,93,0,34.0,-0.085,-12.0,7.5,-4.0,-0.085,0.97,-157.0,-0.08
4.0,8.0,2.0,141,44,97,0,31.2,-0.255,-36.0,8.0,-4.0,-0.255,0.91,-188.0,-0.19
4.0,8.5,2.12,141,42,99,0,29.8,-0.277,-39.0,8.5,-4.0,-0.277,0.9,-207.5,-0.19
4.0,9.0,2.25,141,39,102,0,27.7,-0.404,-57.0,9.0,-4.0,-0.404,0.86,-229.0,-0.25
4.0,9.5,2.38,141,38,103,0,27.0,-0.362,-51.0,9.5,-4.0,-0.362,0.88,-225.5,-0.23
4.0,10.0,2.5,141,37,104,0,26.2,-0.326,-46.0,10.0,-4.0,-0.326,0.89,-236.0,-0.19
4.0,10.5,2.62,141,36,105,0,25.5,-0.298,-42.0,10.5,-4.0,-0.298,0.9,-233.0,-0.18
4.0,11.0,2.75,141,34,107,0,24.1,-0.383,-54.0,11.0,-4.0,-0.383,0.87,-245.0,-0.22
4.0,11.5,2.88,141,34,107,0,24.1,-0.262,-37.0,11.5,-4.0,-0.262,0.91,-242.5,-0.15
4.0,12.0,3.0,141,34,107,0,24.1,-0.142,-20.0,12.0,-4.0,-0.142,0.95,-240.0,-0.08
4.0,12.5,3.12,141,33,108,0,23.4,-0.138,-19.5,12.5,-4.0,-0.138,0.95,-254.0,-0.08
4.0,13.0,3.25,141,33,108,0,23.4,-0.021,-3.0,13.0,-4.0,-0.021,0.99,-252.0,-0.01
4.0,13.5,3.38,141,33,108,0,23.4,0.096,13.5,13.5,-4.0,0.096,1.03,-250.0,0.05
4.0,14.0,3.5,141,33,108,0,23.4,0.213,30.0,14.0,-4.0,0.213,1.07,-248.0,0.12
4.0,14.5,3.62,141,33,108,0,23.4,0.33,46.5,14.5,-4.0,0.33,1.11,-246.0,0.19
4.0,15.0,3.75,141,32,109,0,22.7,0.312,44.0,15.0,-4.0,0.312,1.1,-263.0,0.17
4.25,4.5,1.06,141,67,74,0,47.5,-0.092,-13.0,4.5,-4.25,-0.092,0.96,-117.25,-0.11
4.25,5.0,1.18,141,62,79,0,44.0,-0.183,-25.75,5.0,-4.25,-0.183,0.92,-132.25,-0.19
4.25,5.5,1.29,141,59,82,0,41.8,-0.17,-24.0,5.5,-4.25,-0.17,0.93,-149.25,-0.16
4.25,6.0,1.41,141,55,86,0,39.0,-0.252,-35.5,6.0,-4.25,-0.252,0.9,-156.25,-0.23
4.25,6.5,1.53,141,51,90,0,36.2,-0.362,-51.0,6.5,-4.25,-0.362,0.87,-171.0,-0.3
4.25,7.0,1.65,141,48,93,0,34.0,-0.42,-59.25,7.0,-4.25,-0.42,0.85,-176.5,-0.34
4.25,7.5,1.76,141,48,93,0,34.0,-0.25,-35.25,7.5,-4.25,-0.25,0.91,-171.5,-0.21
4.25,8.0,1.88,141,44,97,0,31.2,-0.427,-60.25,8.0,-4.25,-0.427,0.85,-205.25,-0.29
4.25,8.5,2.0,141,42,99,0,29.8,-0.452,-63.75,8.5,-4.25,-0.452,0.85,-225.25,-0.28
4.25,9.0,2.12,141,39,102,0,27.7,-0.585,-82.5,9.0,-4.25,-0.585,0.81,-247.25,-0.33
4.25,9.5,2.24,141,38,103,0,27.0,-0.544,-76.75,9.5,-4.25,-0.544,0.82,-243.75,-0.31
4.25,10.0,2.35,141,37,104,0,26.2,-0.511,-72.0,10.0,-4.25,-0.511,0.84,-254.5,-0.28
4.25,10.5,2.47,141,36,105,0,25.5,-0.484,-68.25,10.5,-4.25,-0.484,0.85,-251.5,-0.27
4.25,11.0,2.59,141,34,107,0,24.1,-0.573,-80.75,11.0,-4.25,-0.573,0.82,-263.75,-0.31
4.25,11.5,2.71,141,34,107,0,24.1,-0.452,-63.75,11.5,-4.25,-0.452,0.86,-261.25,-0.24
4.25,12.0,2.82,141,34,107,0,24.1,-0.332,-46.75,12.0,-4.25,-0.332,0.9,-258.75,-0.18
4.25,12.5,2.94,141,33,108,0,23.4,-0.33,-46.5,12.5,-4.25,-0.33,0.9,-273.0,-0.17
4.25,13.0,3.06,141,33,108,0,23.4,-0.213,-30.0,13.0,-4.25,-0.213,0.93,-271.0,-0.11
4.25,13.5,3.18,141,33,108,0,23.4,-0.096,-13.5,13.5,-4.25,-0.096,0.97,-269.0,-0.05
4.25,14.0,3.29,141,33,108,0,23.4,0.021,3.0,14.0,-4.25,0.021,1.01,-267.0,0.01
4.25,14.5,3.41,141,33,108,0,23.4,0.138,19.5,14.5,-4.25,0.138,1.04,-265.0,0.07
4.25,15.0,3.53,141,32,109,0,22.7,0.119,16.75,15.0,-4.25,0.119,1.04,-282.25,0.06
4.5,5.0,1.11,141,62,79,0,44.0,-0.323,-45.5,5.0,-4.5,-0.323,0.87,-141.5,-0.32
4.5,5.5,1.22,141,59,82,0,41.8,-0.316,-44.5,5.5,-4.5,-0.316,0.88,-159.0,-0.28
4.5,6.0,1.33,141,55,86,0,39.0,-0.404,-57.0,6.0,-4.5,-0.404,0.85,-166.5,-0.34
4.5,6.5,1.44,141,51,90,0,36.2,-0.521,-73.5,6.5,-4.5,-0.521,0.82,-185.0,-0.4
4.5,7.0,1.56,141,48,93,0,34.0,-0.585,-82.5,7.0,-4.5,-0.585,0.8,-191.0,-0.43
4.5,7.5,1.67,141,48,93,0,34.0,-0.415,-58.5,7.5,-4.5,-0.415,0.86,-186.0,-0.31
4.5,8.0,1.78,141,44,97,0,31.2,-0.599,-84.5,8.0,-4.5,-0.599,0.81,-222.5,-0.38
4.5,8.5,1.89,141,42,99,0,29.8,-0.628,-88.5,8.5,-4.5,-0.628,0.8,-243.0,-0.36
4.5,9.0,2.0,141,39,102,0,27.7,-0.766,-108.0,9.0,-4.5,-0.766,0.76,-265.5,-0.41
4.5,9.5,2.11,141,38,103,0,27.0,-0.727,-102.5,9.5,-4.5,-0.727,0.78,-262.0,-0.39
4.5,10.0,2.22,141,37,104,0,26.2,-0.695,-98.0,10.0,-4.5,-0.695,0.79,-273.0,-0.36
4.5,10.5,2.33,141,36,105,0,25.5,-0.67,-94.5,10.5,-4.5,-0.67,0.8,-270.0,-0.35
4.5,11.0,2.44,141,36,105,0,25.5,-0.543,-76.5,11.0,-4.5,-0.543,0.84,-267.0,-0.29
4.5,11.5,2.56,141,36,105,0,25.5,-0.415,-58.5,11.5,-4.5,-0.415,0.88,-264.0,-0.22
4.5,12.0,2.67,141,35,106,0,24.8,-0.404,-57.0,12.0,-4.5,-0.404,0.88,-261.0,-0.22
4.5,12.5,2.78,141,34,107,0,24.1,-0.401,-56.5,12.5,-4.5,-0.401,0.88,-276.5,-0.2
4.5,13.0,2.89,141,34,107,0,24.1,-0.28,-39.5,13.0,-4.5,-0.28,0.92,-275.5,-0.14
4.5,13.5,3.0,141,34,107,0,24.1,-0.16,-22.5,13.5,-4.5,-0.16,0.95,-274.5,-0.08
4.5,14.0,3.11,141,34,107,0,24.1,-0.039,-5.5,14.0,-4.5,-0.039,0.99,-273.5,-0.02
4.5,14.5,3.22,141,34,107,0,24.1,0.082,11.5,14.5,-4.5,0.082,1.02,-272.5,0.04
4.5,15.0,3.33,141,33,108,0,23.4,0.064,9.0,15.0,-4.5,0.064,1.02,-291.0,0.03
4.75,5.0,1.05,141,62,79,0,44.0,-0.463,-65.25,5.0,-4.75,-0.463,0.83,-150.75,-0.43
4.75,5.5,1.16,141,59,82,0,41.8,-0.461,-65.0,5.5,-4.75,-0.461,0.83,-168.75,-0.39
4.75,6.0,1.26,141,55,86,0,39.0,-0.557,-78.5,6.0,-4.75,-0.557,0.81,-176.75,-0.44
4.75,6.5,1.37,141,51,90,0,36.2,-0.681,-96.0,6.5,-4.75,-0.681,0.78,-199.25,-0.48
4.75,7.0,1.47,141,48,93,0,34.0,-0.75,-105.75,7.0,-4.75,-0.75,0.76,-205.5,-0.51
4.75,7.5,1.58,141,48,93,0,34.0,-0.58,-81.75,7.5,-4.75,-0.58,0.81,-200.5,-0.41
4.75,8.0,1.68,141,44,97,0,31.2,-0.771,-108.75,8.0,-4.75,-0.771,0.76,-239.75,-0.45
4.75,8.5,1.79,141,42,99,0,29.8,-0.803,-113.25,8.5,-4.75,-0.803,0.76,-260.75,-0.43
4.75,9.0,1.89,141,39,102,0,27.7,-0.947,-133.5,9.0,-4.75,-0.947,0.72,-283.75,-0.47
4.75,9.5,2.0,141,38,103,0,27.0,-0.91,-128.25,9.5,-4.75,-0.91,0.74,-280.25,-0.46
4.75,10.0,2.11,141,37,104,0,26.2,-0.879,-124.0,10.0,-4.75,-0.879,0.75,-291.5,-0.43
4.75,10.5,2.21,141,36,105,0,25.5,-0.856,-120.75,10.5,-4.75,-0.856,0.76,-288.5,-0.42
4.75,11.0,2.32,141,36,105,0,25.5,-0.729,-102.75,11.0,-4.75,-0.729,0.79,-285.5,-0.36
4.75,11.5,2.42,141,36,105,0,25.5,-0.601,-84.75,11.5,-4.75,-0.601,0.83,-282.5,-0.3
4.75,12.0,2.53,141,35,106,0,24.8,-0.592,-83.5,12.0,-4.75,-0.592,0.83,-279.5,-0.3
4.75,12.5,2.63,141,34,107,0,24.1,-0.59,-83.25,12.5,-4.75,-0.59,0.84,-293.75,-0.28
4.75,13.0,2.74,141,34,107,0,24.1,-0.47,-66.25,13.0,-4.75,-0.47,0.87,-292.25,-0.23
4.75,13.5,2.84,141,34,107,0,24.1,-0.349,-49.25,13.5,-4.75,-0.349,0.9,-291.25,-0.17
4.75,14.0,2.95,141,34,107,0,24.1,-0.229,-32.25,14.0,-4.75,-0.229,0.94,-290.25,-0.11
4.75,14.5,3.05,141,34,107,0,24.1,-0.108,-15.25,14.5,-4.75,-0.108,0.97,-289.25,-0.05
4.75,15.0,3.16,141,33,108,0,23.4,-0.128,-18.0,15.0,-4.75,-0.128,0.96,-308.0,-0.06
5.0,5.5,1.1,141,60,81,0,42.6,-0.532,-75.0,5.5,-5.0,-0.532,0.81,-178.5,-0.42
5.0,6.0,1.2,141,56,85,0,39.7,-0.631,-89.0,6.0,-5.0,-0.631,0.79,-187.0,-0.48
