Stock,Timeframe,EMA Pair,Cross Time,Touch Time,Touch Open,Touch High,Touch Low,Touch Close,EMA21 @ Touch,EMA50 @ Touch,Touch Zone,Candles After Cross,EMA10 @ Touch,EMA20 @ Touch,Entry,SL Price,Target Price,Outcome,SL Hit Time,Target Hit Time,Max High Seen,PnL %,Duration
HDFCBANK,1h,EMA10/EMA20,2026-01-27 15:15:00,2026-01-28 14:15:00,929.45,933.75,928.45,931.4,,,Between Slow & Fast EMA,6,929.21,925.98,931.4,924.88,965.86,SL HIT,2026-01-29 09:15:00,Not Hit,933.0,-0.7,2h
HDFCBANK,1h,EMA10/EMA20,2026-01-27 15:15:00,2026-01-29 10:15:00,925.9,930.6,925.25,930.2,,,At/Below Slow EMA,9,929.3,926.88,930.2,923.69,964.62,SL HIT,2026-02-01 12:15:00,Not Hit,939.65,-0.7,16h
HDFCBANK,1h,EMA10/EMA20,2026-01-27 15:15:00,2026-01-29 11:15:00,930.15,934.4,927.95,933.9,,,Between Slow & Fast EMA,10,930.13,927.55,933.9,927.36,968.45,SL HIT,2026-02-01 09:15:00,Not Hit,939.3,-0.7,12h
HDFCBANK,1h,EMA10/EMA20,2026-01-27 15:15:00,2026-01-30 09:15:00,930.0,937.9,930.0,936.6,,,At/Below Slow EMA,15,933.94,930.94,936.6,930.04,971.25,SL HIT,2026-01-30 14:15:00,Not Hit,938.85,-0.7,5h
HDFCBANK,1h,EMA10/EMA20,2026-01-27 15:15:00,2026-01-30 11:15:00,934.45,935.8,931.9,935.7,,,Between Slow & Fast EMA,17,934.33,931.69,935.7,929.15,970.32,SL HIT,2026-01-30 14:15:00,Not Hit,936.4,-0.7,3h
HDFCBANK,1h,EMA10/EMA20,2026-01-27 15:15:00,2026-01-30 13:15:00,931.55,934.7,930.1,934.0,,,At/Below Slow EMA,19,933.86,931.91,934.0,927.46,968.56,SL HIT,2026-02-01 09:15:00,Not Hit,936.8,-0.7,3h
HDFCBANK,1h,EMA10/EMA20,2026-01-27 15:15:00,2026-02-01 09:15:00,932.0,936.8,925.25,935.4,,,At/Below Slow EMA,22,932.8,931.75,935.4,928.85,970.01,SL HIT,2026-02-01 12:15:00,Not Hit,939.65,-0.7,3h
HDFCBANK,1h,EMA10/EMA20,2026-02-03 09:15:00,2026-02-05 10:15:00,950.9,951.7,949.05,951.65,,,Between Slow & Fast EMA,15,950.64,946.67,951.65,944.99,986.86,SL HIT,2026-02-06 09:15:00,Not Hit,952.85,-0.7,6h
HDFCBANK,1h,EMA10/EMA20,2026-02-16 15:15:00,2026-02-17 09:15:00,923.0,925.8,918.7,925.65,,,At/Below Slow EMA,1,922.98,922.68,925.65,919.17,959.9,SL HIT,2026-02-19 11:15:00,Not Hit,929.0,-0.7,16h
HDFCBANK,1h,EMA10/EMA20,2026-02-16 15:15:00,2026-02-17 10:15:00,925.6,927.7,923.0,926.2,,,At/Below Slow EMA,2,923.57,923.01,926.2,919.72,960.47,SL HIT,2026-02-18 13:15:00,Not Hit,928.0,-0.7,10h
HDFCBANK,1h,EMA10/EMA20,2026-02-16 15:15:00,2026-02-17 14:15:00,924.35,927.3,923.35,925.7,,,At/Below Slow EMA,6,924.32,923.63,925.7,919.22,959.95,SL HIT,2026-02-19 11:15:00,Not Hit,929.0,-0.7,11h
HDFCBANK,1h,EMA10/EMA20,2026-03-16 14:15:00,2026-03-17 11:15:00,840.15,841.05,835.15,840.6,,,Between Slow & Fast EMA,4,835.97,833.43,840.6,834.72,871.7,SL HIT,2026-03-18 09:15:00,Not Hit,848.7,-0.7,5h
HDFCBANK,1h,EMA10/EMA20,2026-03-16 14:15:00,2026-03-18 11:15:00,838.55,842.1,837.75,840.65,,,Between Slow & Fast EMA,11,839.54,837.35,840.65,834.77,871.75,SL HIT,2026-03-19 09:15:00,Not Hit,846.8,-0.7,5h
HDFCBANK,1h,EMA10/EMA20,2026-03-16 14:15:00,2026-03-18 12:15:00,840.7,841.7,838.75,841.2,,,Between Slow & Fast EMA,12,839.84,837.72,841.2,835.31,872.32,SL HIT,2026-03-19 09:15:00,Not Hit,846.8,-0.7,4h
HDFCBANK,1h,EMA10/EMA20,2026-03-16 14:15:00,2026-03-18 13:15:00,841.05,844.45,840.45,844.3,,,Between Slow & Fast EMA,13,840.65,838.35,844.3,838.39,875.54,SL HIT,2026-03-19 09:15:00,Not Hit,846.8,-0.7,3h
HDFCBANK,1h,EMA10/EMA20,2026-04-06 11:15:00,2026-04-07 09:15:00,766.0,767.95,761.0,767.45,,,Between Slow & Fast EMA,5,761.69,756.3,767.45,762.08,795.85,SL HIT,2026-04-07 10:15:00,Not Hit,769.5,-0.7,1h
HDFCBANK,1h,EMA10/EMA20,2026-04-06 11:15:00,2026-04-07 11:15:00,762.85,769.35,761.95,765.95,,,Between Slow & Fast EMA,7,762.62,757.77,765.95,760.59,794.29,TARGET HIT,Not Hit,2026-04-08 09:15:00,815.0,3.7,5h
HDFCBANK,1h,EMA10/EMA20,2026-04-06 11:15:00,2026-04-09 10:15:00,802.85,804.9,801.0,803.2,,,Between Slow & Fast EMA,20,801.98,790.01,803.2,797.58,832.92,SL HIT,2026-04-09 13:15:00,Not Hit,804.25,-0.7,3h
