Stock,Timeframe,EMA Pair,Cross Time,Cross Close,EMA21 @ Cross,EMA50 @ Cross,Touch Time,Touch Open,Touch High,Touch Low,Touch Close,EMA21 @ Touch,EMA50 @ Touch,Touch Zone,Candles After Cross,EMA9 @ Cross,EMA9 @ Touch
RELIANCE,1h,EMA9/EMA21,2026-03-17 10:15:00,1397.9,1390.73,,2026-03-19 09:15:00,1388.0,1408.0,1388.0,1406.5,1401.58,,At/Below Slow EMA,13,1391.03,1406.14
RELIANCE,1h,EMA9/EMA21,2026-03-24 09:15:00,1413.8,1407.11,,2026-03-24 10:15:00,1413.3,1415.9,1406.7,1413.7,1407.71,,At/Below Slow EMA,1,1407.71,1408.91
RELIANCE,1h,EMA9/EMA21,2026-03-24 09:15:00,1413.8,1407.11,,2026-03-24 12:15:00,1411.4,1420.1,1408.5,1416.3,1408.8,,At/Below Slow EMA,3,1407.71,1410.8
RELIANCE,1h,EMA9/EMA21,2026-03-24 09:15:00,1413.8,1407.11,,2026-03-24 15:15:00,1411.5,1414.6,1408.2,1414.0,1409.76,,At/Below Slow EMA,6,1407.71,1411.73
RELIANCE,1h,EMA9/EMA21,2026-04-08 11:15:00,1345.0,1323.45,,2026-04-10 09:15:00,1337.0,1350.9,1333.1,1347.2,1333.41,,At/Below Slow EMA,12,1323.67,1336.35
RELIANCE,1h,EMA9/EMA21,2026-04-08 11:15:00,1345.0,1323.45,,2026-04-10 14:15:00,1348.0,1352.3,1342.5,1349.9,1339.12,,Between Slow & Fast EMA,17,1323.67,1344.54
RELIANCE,1h,EMA9/EMA21,2026-04-15 12:15:00,1339.4,1331.66,,2026-04-16 10:15:00,1334.1,1340.6,1333.5,1338.5,1334.63,,At/Below Slow EMA,5,1331.87,1336.8
RELIANCE,1h,EMA9/EMA21,2026-04-15 12:15:00,1339.4,1331.66,,2026-04-16 13:15:00,1331.8,1337.5,1331.3,1336.8,1334.69,,At/Below Slow EMA,8,1331.87,1335.9
RELIANCE,1h,EMA9/EMA21,2026-04-15 12:15:00,1339.4,1331.66,,2026-04-16 14:15:00,1337.0,1345.8,1336.5,1343.1,1335.46,,Between Slow & Fast EMA,9,1331.87,1337.34
RELIANCE,1h,EMA9/EMA21,2026-04-15 12:15:00,1339.4,1331.66,,2026-04-17 09:15:00,1340.0,1351.8,1340.0,1349.7,1337.62,,Between Slow & Fast EMA,11,1331.87,1341.18
RELIANCE,1h,EMA9/EMA21,2026-04-15 12:15:00,1339.4,1331.66,,2026-04-21 10:15:00,1363.5,1369.8,1360.4,1367.0,1358.48,,Between Slow & Fast EMA,26,1331.87,1364.38
RELIANCE,1h,EMA9/EMA21,2026-04-15 12:15:00,1339.4,1331.66,,2026-04-22 10:15:00,1355.9,1365.3,1355.9,1363.9,1357.55,,At/Below Slow EMA,33,1331.87,1358.65
RELIANCE,1h,EMA9/EMA21,2026-04-15 12:15:00,1339.4,1331.66,,2026-04-22 14:15:00,1360.6,1363.5,1358.6,1363.4,1359.18,,At/Below Slow EMA,37,1331.87,1361.01
RELIANCE,1h,EMA9/EMA21,2026-04-27 14:15:00,1365.0,1345.48,,2026-04-30 11:15:00,1400.0,1412.7,1399.7,1411.6,1395.24,,Between Slow & Fast EMA,18,1346.91,1408.83
RELIANCE,1h,EMA9/EMA21,2026-04-27 14:15:00,1365.0,1345.48,,2026-04-30 12:15:00,1411.5,1421.5,1410.3,1420.5,1397.54,,Between Slow & Fast EMA,19,1346.91,1411.17
RELIANCE,1h,EMA9/EMA21,2026-04-27 14:15:00,1365.0,1345.48,,2026-05-05 11:15:00,1452.8,1460.9,1450.0,1460.1,1437.65,,Between Slow & Fast EMA,32,1346.91,1454.79
TCS,1h,EMA9/EMA21,2026-01-01 10:15:00,3221.0,3211.0,,2026-01-02 09:15:00,3234.0,3239.9,3219.5,3234.7,3218.34,,Between Slow & Fast EMA,6,3212.2,3224.12
TCS,1h,EMA9/EMA21,2026-01-01 10:15:00,3221.0,3211.0,,2026-01-02 14:15:00,3243.6,3252.8,3234.1,3250.4,3228.18,,Between Slow & Fast EMA,11,3212.2,3238.11
TCS,1h,EMA9/EMA21,2026-01-06 09:15:00,3238.1,3226.07,,2026-01-07 09:15:00,3242.9,3280.5,3236.7,3276.3,3238.25,,At/Below Slow EMA,7,3226.35,3248.58
TCS,1h,EMA9/EMA21,2026-02-01 13:15:00,3199.8,3148.02,,2026-02-02 11:15:00,3145.9,3166.0,3134.1,3165.9,3155.98,,At/Below Slow EMA,5,3154.23,3162.85
TCS,1h,EMA9/EMA21,2026-02-01 13:15:00,3199.8,3148.02,,2026-02-02 12:15:00,3165.8,3175.4,3152.6,3172.2,3157.46,,At/Below Slow EMA,6,3154.23,3164.72
TCS,1h,EMA9/EMA21,2026-02-01 13:15:00,3199.8,3148.02,,2026-02-02 14:15:00,3149.6,3175.4,3148.6,3172.2,3158.16,,At/Below Slow EMA,8,3154.23,3163.81
TCS,1h,EMA9/EMA21,2026-02-26 11:15:00,2651.8,2639.01,,2026-02-26 13:15:00,2641.4,2647.0,2635.8,2646.4,2639.87,,At/Below Slow EMA,2,2639.1,2640.91
TCS,1h,EMA9/EMA21,2026-02-26 11:15:00,2651.8,2639.01,,2026-02-26 14:15:00,2646.3,2654.8,2641.0,2648.1,2640.62,,Between Slow & Fast EMA,3,2639.1,2642.35
TCS,1h,EMA9/EMA21,2026-03-24 11:15:00,2424.3,2393.25,,2026-03-25 09:15:00,2400.9,2417.4,2390.6,2413.0,2398.88,,At/Below Slow EMA,5,2395.27,2403.72
TCS,1h,EMA9/EMA21,2026-03-27 10:15:00,2413.7,2400.43,,2026-03-27 11:15:00,2413.5,2415.9,2402.5,2415.5,2401.8,,Between Slow & Fast EMA,1,2401.86,2404.59
TCS,1h,EMA9/EMA21,2026-04-01 10:15:00,2446.5,2397.41,,2026-04-02 12:15:00,2407.1,2420.4,2403.0,2419.8,2407.79,,At/Below Slow EMA,9,2403.01,2412.16
