SL %,Target %,R:R,Signals,Target Hit,SL Hit,Open,Win Rate %,Avg PnL %,Total PnL %,Avg Win %,Avg Loss %,Expectancy %,Profit Factor,Max Drawdown %,Calmar
2.25,13.5,6.0,128,2,117,9,1.7,-1.644,-210.47,6.08,-2.23,-1.644,0.21,-208.22,-1.01
2.25,14.0,6.22,128,0,117,11,0.0,-1.803,-230.74,3.83,-2.23,-1.803,0.13,-228.49,-1.01
2.25,14.5,6.44,128,0,117,11,0.0,-1.803,-230.74,3.83,-2.23,-1.803,0.13,-228.49,-1.01
2.25,15.0,6.67,128,0,117,11,0.0,-1.803,-230.74,3.83,-2.23,-1.803,0.13,-228.49,-1.01
2.5,3.0,1.2,128,33,93,2,26.2,-1.05,-134.43,2.91,-2.48,-1.05,0.42,-131.93,-1.02
2.5,3.5,1.4,128,31,95,2,24.6,-1.015,-129.93,3.39,-2.48,-1.015,0.46,-127.43,-1.02
2.5,4.0,1.6,128,31,95,2,24.6,-0.894,-114.43,3.88,-2.48,-0.894,0.52,-112.93,-1.01
2.5,4.5,1.8,128,29,96,3,23.2,-0.849,-108.7,4.27,-2.48,-0.849,0.55,-111.7,-0.97
2.5,5.0,2.0,128,27,98,3,21.6,-0.853,-109.2,4.72,-2.48,-0.853,0.56,-116.7,-0.94
2.5,5.5,2.2,128,22,103,3,17.6,-1.06,-135.7,5.12,-2.49,-1.06,0.48,-133.2,-1.02
2.5,6.0,2.4,128,16,109,3,12.8,-1.373,-175.7,5.43,-2.49,-1.373,0.36,-173.2,-1.01
2.5,6.5,2.6,128,16,109,3,12.8,-1.31,-167.7,5.88,-2.49,-1.31,0.39,-165.2,-1.02
2.5,7.0,2.8,128,14,110,4,11.3,-1.362,-174.4,5.98,-2.49,-1.362,0.37,-171.9,-1.01
2.5,7.5,3.0,128,13,110,5,10.6,-1.351,-172.9,6.06,-2.49,-1.351,0.37,-170.4,-1.01
2.5,8.0,3.2,128,11,112,5,8.9,-1.464,-187.4,6.24,-2.49,-1.464,0.33,-184.9,-1.01
2.5,8.5,3.4,128,10,112,6,8.2,-1.495,-191.33,6.47,-2.47,-1.495,0.32,-188.83,-1.01
2.5,9.0,3.6,128,9,112,7,7.4,-1.527,-195.48,6.66,-2.45,-1.527,0.31,-192.98,-1.01
2.5,9.5,3.8,128,9,112,7,7.4,-1.492,-190.98,7.01,-2.45,-1.492,0.32,-188.48,-1.01
2.5,10.0,4.0,128,6,114,8,5.0,-1.676,-214.56,6.59,-2.45,-1.676,0.25,-212.06,-1.01
2.5,10.5,4.2,128,2,115,11,1.7,-1.828,-233.95,5.56,-2.45,-1.828,0.19,-231.45,-1.01
2.5,11.0,4.4,128,2,115,11,1.7,-1.82,-232.95,5.66,-2.45,-1.82,0.2,-230.45,-1.01
2.5,11.5,4.6,128,2,115,11,1.7,-1.812,-231.95,5.76,-2.45,-1.812,0.2,-229.45,-1.01
2.5,12.0,4.8,128,2,115,11,1.7,-1.804,-230.95,5.86,-2.45,-1.804,0.2,-228.45,-1.01
2.5,12.5,5.0,128,2,115,11,1.7,-1.796,-229.95,5.96,-2.45,-1.796,0.21,-227.45,-1.01
2.5,13.0,5.2,128,2,115,11,1.7,-1.789,-228.95,6.06,-2.45,-1.789,0.21,-226.45,-1.01
2.5,13.5,5.4,128,2,115,11,1.7,-1.781,-227.95,6.16,-2.45,-1.781,0.21,-225.45,-1.01
2.5,14.0,5.6,128,0,115,13,0.0,-1.939,-248.22,4.14,-2.45,-1.939,0.14,-245.72,-1.01
2.5,14.5,5.8,128,0,115,13,0.0,-1.939,-248.22,4.14,-2.45,-1.939,0.14,-245.72,-1.01
2.5,15.0,6.0,128,0,115,13,0.0,-1.939,-248.22,4.14,-2.45,-1.939,0.14,-245.72,-1.01
2.75,3.0,1.09,128,35,91,2,27.8,-1.142,-146.18,2.92,-2.73,-1.142,0.42,-143.43,-1.02
2.75,3.5,1.27,128,33,93,2,26.2,-1.103,-141.18,3.4,-2.73,-1.103,0.45,-143.93,-0.98
2.75,4.0,1.45,128,33,93,2,26.2,-0.974,-124.68,3.88,-2.73,-0.974,0.51,-132.93,-0.94
2.75,4.5,1.64,128,31,94,3,24.8,-0.923,-118.2,4.28,-2.73,-0.923,0.54,-131.95,-0.9
2.75,5.0,1.82,128,29,96,3,23.2,-0.923,-118.2,4.74,-2.73,-0.923,0.55,-137.45,-0.86
2.75,5.5,2.0,128,22,103,3,17.6,-1.261,-161.45,5.12,-2.73,-1.261,0.43,-158.7,-1.02
2.75,6.0,2.18,128,16,109,3,12.8,-1.586,-202.95,5.43,-2.73,-1.586,0.33,-200.2,-1.01
2.75,6.5,2.36,128,16,109,3,12.8,-1.523,-194.95,5.88,-2.73,-1.523,0.35,-192.2,-1.01
2.75,7.0,2.55,128,14,110,4,11.3,-1.577,-201.9,5.98,-2.73,-1.577,0.33,-199.15,-1.01
2.75,7.5,2.73,128,13,110,5,10.6,-1.566,-200.4,6.06,-2.73,-1.566,0.34,-197.65,-1.01
2.75,8.0,2.91,128,11,112,5,8.9,-1.683,-215.4,6.24,-2.73,-1.683,0.3,-212.65,-1.01
2.75,8.5,3.09,128,10,112,6,8.2,-1.714,-219.33,6.47,-2.72,-1.714,0.29,-216.58,-1.01
2.75,9.0,3.27,128,9,112,7,7.4,-1.746,-223.48,6.66,-2.7,-1.746,0.28,-220.73,-1.01
2.75,9.5,3.45,128,9,112,7,7.4,-1.711,-218.98,7.01,-2.7,-1.711,0.29,-216.23,-1.01
2.75,10.0,3.64,128,6,114,8,5.0,-1.899,-243.06,6.59,-2.7,-1.899,0.23,-240.31,-1.01
2.75,10.5,3.82,128,2,115,11,1.7,-2.052,-262.7,5.56,-2.7,-2.052,0.17,-259.95,-1.01
2.75,11.0,4.0,128,2,115,11,1.7,-2.045,-261.7,5.66,-2.7,-2.045,0.18,-258.95,-1.01
2.75,11.5,4.18,128,2,115,11,1.7,-2.037,-260.7,5.76,-2.7,-2.037,0.18,-257.95,-1.01
2.75,12.0,4.36,128,2,115,11,1.7,-2.029,-259.7,5.86,-2.7,-2.029,0.18,-256.95,-1.01
2.75,12.5,4.55,128,2,115,11,1.7,-2.021,-258.7,5.96,-2.7,-2.021,0.19,-255.95,-1.01
2.75,13.0,4.73,128,2,115,11,1.7,-2.013,-257.7,6.06,-2.7,-2.013,0.19,-254.95,-1.01
2.75,13.5,4.91,128,2,115,11,1.7,-2.005,-256.7,6.16,-2.7,-2.005,0.19,-253.95,-1.01
2.75,14.0,5.09,128,0,115,13,0.0,-2.164,-276.97,4.14,-2.7,-2.164,0.13,-274.22,-1.01
2.75,14.5,5.27,128,0,115,13,0.0,-2.164,-276.97,4.14,-2.7,-2.164,0.13,-274.22,-1.01
2.75,15.0,5.45,128,0,115,13,0.0,-2.164,-276.97,4.14,-2.7,-2.164,0.13,-274.22,-1.01
3.0,3.5,1.17,128,42,83,3,33.6,-0.817,-104.58,3.42,-2.96,-0.817,0.58,-123.0,-0.85
3.0,4.0,1.33,128,42,83,3,33.6,-0.653,-83.58,3.91,-2.96,-0.653,0.67,-123.0,-0.68
3.0,4.5,1.5,128,40,84,4,32.3,-0.569,-72.85,4.33,-2.96,-0.569,0.71,-123.0,-0.59
3.0,5.0,1.67,128,37,87,4,29.8,-0.6,-76.85,4.79,-2.96,-0.6,0.71,-123.0,-0.62
3.0,5.5,1.83,128,30,94,4,24.2,-0.921,-117.85,5.21,-2.96,-0.921,0.59,-146.5,-0.8
3.0,6.0,2.0,128,23,101,4,18.5,-1.296,-165.85,5.59,-2.97,-1.296,0.46,-192.0,-0.86
3.0,6.5,2.17,128,23,101,4,18.5,-1.206,-154.35,6.05,-2.97,-1.206,0.49,-192.0,-0.8
3.0,7.0,2.33,128,21,102,5,17.1,-1.235,-158.05,6.27,-2.97,-1.235,0.49,-192.0,-0.82
3.0,7.5,2.5,128,19,103,6,15.6,-1.278,-163.55,6.44,-2.97,-1.278,0.48,-192.0,-0.85
3.0,8.0,2.67,128,16,106,6,13.1,-1.461,-187.05,6.68,-2.97,-1.461,0.42,-192.0,-0.97
3.0,8.5,2.83,128,13,106,9,10.9,-1.616,-206.89,6.83,-2.91,-1.616,0.36,-203.89,-1.01
3.0,9.0,3.0,128,12,106,10,10.2,-1.637,-209.54,7.1,-2.89,-1.637,0.35,-206.54,-1.01
3.0,9.5,3.17,128,9,106,13,7.8,-1.662,-212.68,6.9,-2.89,-1.662,0.34,-209.68,-1.01
3.0,10.0,3.33,128,6,108,14,5.3,-1.854,-237.26,6.56,-2.89,-1.854,0.28,-234.26,-1.01
3.0,10.5,3.5,128,2,109,17,1.8,-2.009,-257.15,5.77,-2.89,-2.009,0.23,-254.15,-1.01
3.0,11.0,3.67,128,2,109,17,1.8,-2.001,-256.15,5.84,-2.89,-2.001,0.23,-253.15,-1.01
3.0,11.5,3.83,128,2,109,17,1.8,-1.993,-255.15,5.92,-2.89,-1.993,0.23,-252.15,-1.01
3.0,12.0,4.0,128,2,109,17,1.8,-1.986,-254.15,6.0,-2.89,-1.986,0.23,-251.15,-1.01
3.0,12.5,4.17,128,2,109,17,1.8,-1.978,-253.15,6.08,-2.89,-1.978,0.24,-250.15,-1.01
3.0,13.0,4.33,128,2,109,17,1.8,-1.97,-252.15,6.15,-2.89,-1.97,0.24,-249.15,-1.01
3.0,13.5,4.5,128,2,109,17,1.8,-1.962,-251.15,6.23,-2.89,-1.962,0.24,-248.15,-1.01
3.0,14.0,4.67,128,0,109,19,0.0,-2.12,-271.42,4.67,-2.89,-2.12,0.18,-268.42,-1.01
3.0,14.5,4.83,128,0,109,19,0.0,-2.12,-271.42,4.67,-2.89,-2.12,0.18,-268.42,-1.01
3.0,15.0,5.0,128,0,109,19,0.0,-2.12,-271.42,4.67,-2.89,-2.12,0.18,-268.42,-1.01
3.25,3.5,1.08,128,43,82,3,34.4,-0.926,-118.58,3.42,-3.2,-0.926,0.56,-135.08,-0.88
3.25,4.0,1.23,128,43,82,3,34.4,-0.758,-97.08,3.91,-3.2,-0.758,0.64,-133.25,-0.73
3.25,4.5,1.38,128,41,83,4,33.1,-0.673,-86.1,4.33,-3.2,-0.673,0.68,-133.25,-0.65
3.25,5.0,1.54,128,38,86,4,30.6,-0.706,-90.35,4.79,-3.21,-0.706,0.68,-133.25,-0.68
3.25,5.5,1.69,128,31,93,4,25.0,-1.036,-132.6,5.22,-3.21,-1.036,0.57,-161.0,-0.82
3.25,6.0,1.85,128,23,101,4,18.5,-1.493,-191.1,5.59,-3.21,-1.493,0.42,-208.0,-0.92
3.25,6.5,2.0,128,23,101,4,18.5,-1.403,-179.6,6.05,-3.21,-1.403,0.46,-208.0,-0.86
3.25,7.0,2.15,128,21,101,6,17.2,-1.426,-182.59,6.27,-3.2,-1.426,0.45,-208.0,-0.88
3.25,7.5,2.31,128,19,102,7,15.7,-1.471,-188.34,6.44,-3.2,-1.471,0.44,-208.0,-0.91
3.25,8.0,2.46,128,16,105,7,13.2,-1.661,-212.59,6.68,-3.21,-1.661,0.39,-209.34,-1.02
3.25,8.5,2.62,128,13,105,10,11.0,-1.816,-232.43,6.83,-3.14,-1.816,0.33,-229.18,-1.01
3.25,9.0,2.77,128,12,105,11,10.3,-1.837,-235.08,7.1,-3.11,-1.837,0.33,-231.83,-1.01
3.25,9.5,2.92,128,9,105,14,7.9,-1.861,-238.22,6.9,-3.11,-1.861,0.32,-234.97,-1.01
3.25,10.0,3.08,128,6,107,15,5.3,-2.057,-263.3,6.56,-3.12,-2.057,0.26,-260.05,-1.01
3.25,10.5,3.23,128,2,108,18,1.8,-2.214,-283.44,5.77,-3.12,-2.214,0.21,-280.19,-1.01
3.25,11.0,3.38,128,2,108,18,1.8,-2.207,-282.44,5.84,-3.12,-2.207,0.21,-279.19,-1.01
3.25,11.5,3.54,128,2,108,18,1.8,-2.199,-281.44,5.92,-3.12,-2.199,0.21,-278.19,-1.01
3.25,12.0,3.69,128,2,108,18,1.8,-2.191,-280.44,6.0,-3.12,-2.191,0.22,-277.19,-1.01
3.25,12.5,3.85,128,2,108,18,1.8,-2.183,-279.44,6.08,-3.12,-2.183,0.22,-276.19,-1.01
3.25,13.0,4.0,128,2,108,18,1.8,-2.175,-278.44,6.15,-3.12,-2.175,0.22,-275.19,-1.01
3.25,13.5,4.15,128,2,108,18,1.8,-2.168,-277.44,6.23,-3.12,-2.168,0.23,-274.19,-1.01
3.25,14.0,4.31,128,0,108,20,0.0,-2.326,-297.71,4.67,-3.12,-2.326,0.17,-294.46,-1.01
3.25,14.5,4.46,128,0,108,20,0.0,-2.326,-297.71,4.67,-3.12,-2.326,0.17,-294.46,-1.01
3.25,15.0,4.62,128,0,108,20,0.0,-2.326,-297.71,4.67,-3.12,-2.326,0.17,-294.46,-1.01
3.5,4.0,1.14,128,44,81,3,35.2,-0.86,-110.08,3.91,-3.45,-0.86,0.62,-143.5,-0.77
3.5,4.5,1.29,128,41,83,4,33.1,-0.835,-106.85,4.33,-3.45,-0.835,0.64,-143.5,-0.74
3.5,5.0,1.43,128,38,86,4,30.6,-0.874,-111.85,4.79,-3.45,-0.874,0.63,-143.5,-0.78
3.5,5.5,1.57,128,31,93,4,25.0,-1.218,-155.85,5.22,-3.45,-1.218,0.53,-175.5,-0.89
3.5,6.0,1.71,128,23,101,4,18.5,-1.69,-216.35,5.59,-3.46,-1.69,0.39,-224.0,-0.97
3.5,6.5,1.86,128,23,101,4,18.5,-1.6,-204.85,6.05,-3.46,-1.6,0.42,-224.0,-0.91
3.5,7.0,2.0,128,21,101,6,17.2,-1.624,-207.84,6.27,-3.45,-1.624,0.42,-224.0,-0.93
3.5,7.5,2.14,128,19,102,7,15.7,-1.671,-213.84,6.44,-3.45,-1.671,0.41,-224.0,-0.95
3.5,8.0,2.29,128,16,105,7,13.2,-1.866,-238.84,6.68,-3.45,-1.866,0.36,-235.34,-1.01
3.5,8.5,2.43,128,13,105,10,11.0,-2.021,-258.68,6.83,-3.38,-2.021,0.31,-255.18,-1.01
3.5,9.0,2.57,128,12,105,11,10.3,-2.042,-261.33,7.1,-3.35,-2.042,0.3,-257.83,-1.01
3.5,9.5,2.71,128,9,105,14,7.9,-2.066,-264.47,6.9,-3.35,-2.066,0.29,-260.97,-1.01
3.5,10.0,2.86,128,6,107,15,5.3,-2.266,-290.05,6.56,-3.35,-2.266,0.24,-286.55,-1.01
3.5,10.5,3.0,128,2,108,18,1.8,-2.425,-310.44,5.77,-3.35,-2.425,0.19,-306.94,-1.01
3.5,11.0,3.14,128,2,108,18,1.8,-2.418,-309.44,5.84,-3.35,-2.417,0.2,-305.94,-1.01
3.5,11.5,3.29,128,2,108,18,1.8,-2.41,-308.44,5.92,-3.35,-2.41,0.2,-304.94,-1.01
3.5,12.0,3.43,128,2,108,18,1.8,-2.402,-307.44,6.0,-3.35,-2.402,0.2,-303.94,-1.01
3.5,12.5,3.57,128,2,108,18,1.8,-2.394,-306.44,6.08,-3.35,-2.394,0.2,-302.94,-1.01
3.5,13.0,3.71,128,2,108,18,1.8,-2.386,-305.44,6.15,-3.35,-2.386,0.21,-301.94,-1.01
3.5,13.5,3.86,128,2,108,18,1.8,-2.378,-304.44,6.23,-3.35,-2.378,0.21,-300.94,-1.01
3.5,14.0,4.0,128,0,108,20,0.0,-2.537,-324.71,4.67,-3.35,-2.537,0.16,-321.21,-1.01
3.5,14.5,4.14,128,0,108,20,0.0,-2.537,-324.71,4.67,-3.35,-2.537,0.16,-321.21,-1.01
3.5,15.0,4.29,128,0,108,20,0.0,-2.537,-324.71,4.67,-3.35,-2.537,0.16,-321.21,-1.01
3.75,4.0,1.07,128,44,81,3,35.2,-1.018,-130.33,3.91,-3.69,-1.018,0.57,-156.58,-0.83
3.75,4.5,1.2,128,41,83,4,33.1,-0.997,-127.6,4.33,-3.69,-0.997,0.59,-153.75,-0.83
3.75,5.0,1.33,128,38,86,4,30.6,-1.042,-133.35,4.79,-3.69,-1.042,0.59,-157.1,-0.85
3.75,5.5,1.47,128,31,93,4,25.0,-1.399,-179.1,5.22,-3.7,-1.399,0.49,-190.1,-0.94
3.75,6.0,1.6,128,23,101,4,18.5,-1.888,-241.6,5.59,-3.7,-1.887,0.37,-240.0,-1.01
3.75,6.5,1.73,128,23,101,4,18.5,-1.798,-230.1,6.05,-3.7,-1.798,0.4,-240.0,-0.96
3.75,7.0,1.87,128,21,101,6,17.2,-1.821,-233.09,6.27,-3.69,-1.821,0.39,-240.0,-0.97
3.75,7.5,2.0,128,19,102,7,15.7,-1.87,-239.34,6.44,-3.69,-1.87,0.38,-240.0,-1.0
3.75,8.0,2.13,128,16,105,7,13.2,-2.071,-265.09,6.68,-3.69,-2.071,0.34,-261.34,-1.01
3.75,8.5,2.27,128,13,105,10,11.0,-2.226,-284.93,6.83,-3.61,-2.226,0.29,-281.18,-1.01
3.75,9.0,2.4,128,12,105,11,10.3,-2.247,-287.58,7.1,-3.58,-2.247,0.28,-283.83,-1.01
3.75,9.5,2.53,128,9,105,14,7.9,-2.271,-290.72,6.9,-3.58,-2.271,0.28,-286.97,-1.01
3.75,10.0,2.67,128,6,107,15,5.3,-2.475,-316.8,6.56,-3.58,-2.475,0.22,-313.05,-1.01
3.75,10.5,2.8,128,2,108,18,1.8,-2.636,-337.44,5.77,-3.59,-2.636,0.18,-333.69,-1.01
3.75,11.0,2.93,128,2,108,18,1.8,-2.628,-336.44,5.84,-3.59,-2.628,0.18,-332.69,-1.01
3.75,11.5,3.07,128,2,108,18,1.8,-2.621,-335.44,5.92,-3.59,-2.621,0.19,-331.69,-1.01
3.75,12.0,3.2,128,2,108,18,1.8,-2.613,-334.44,6.0,-3.59,-2.613,0.19,-330.69,-1.01
3.75,12.5,3.33,128,2,108,18,1.8,-2.605,-333.44,6.08,-3.59,-2.605,0.19,-329.69,-1.01
3.75,13.0,3.47,128,2,108,18,1.8,-2.597,-332.44,6.15,-3.59,-2.597,0.19,-328.69,-1.01
3.75,13.5,3.6,128,2,108,18,1.8,-2.589,-331.44,6.23,-3.59,-2.589,0.2,-327.69,-1.01
3.75,14.0,3.73,128,0,108,20,0.0,-2.748,-351.71,4.67,-3.59,-2.748,0.15,-347.96,-1.01
3.75,14.5,3.87,128,0,108,20,0.0,-2.748,-351.71,4.67,-3.59,-2.748,0.15,-347.96,-1.01
3.75,15.0,4.0,128,0,108,20,0.0,-2.748,-351.71,4.67,-3.59,-2.748,0.15,-347.96,-1.01
4.0,4.5,1.12,128,43,80,5,35.0,-1.019,-130.43,4.34,-3.92,-1.019,0.6,-164.0,-0.8
4.0,5.0,1.25,128,40,83,5,32.5,-1.062,-135.93,4.8,-3.93,-1.062,0.6,-164.0,-0.83
4.0,5.5,1.38,128,33,90,5,26.8,-1.425,-182.43,5.24,-3.93,-1.425,0.5,-204.5,-0.89
4.0,6.0,1.5,128,25,98,5,20.3,-1.921,-245.93,5.62,-3.94,-1.921,0.38,-256.0,-0.96
4.0,6.5,1.62,128,25,98,5,20.3,-1.824,-233.43,6.08,-3.94,-1.824,0.41,-256.0,-0.91
4.0,7.0,1.75,128,23,98,7,19.0,-1.839,-235.42,6.33,-3.92,-1.839,0.41,-256.0,-0.92
4.0,7.5,1.88,128,21,99,8,17.5,-1.882,-240.92,6.52,-3.92,-1.882,0.4,-256.0,-0.94
4.0,8.0,2.0,128,18,101,9,15.1,-2.067,-264.62,6.8,-3.91,-2.067,0.36,-268.69,-0.98
4.0,8.5,2.12,128,13,101,14,11.4,-2.264,-289.85,6.67,-3.82,-2.264,0.3,-288.53,-1.0
4.0,9.0,2.25,128,12,101,15,10.6,-2.285,-292.5,6.9,-3.79,-2.285,0.3,-291.18,-1.0
4.0,9.5,2.38,128,9,101,18,8.2,-2.31,-295.64,6.73,-3.79,-2.31,0.29,-294.32,-1.0
4.0,10.0,2.5,128,6,103,19,5.5,-2.517,-322.22,6.4,-3.79,-2.517,0.24,-320.9,-1.0
4.0,10.5,2.62,128,2,104,22,1.9,-2.681,-343.11,5.71,-3.79,-2.681,0.2,-341.79,-1.0
4.0,11.0,2.75,128,2,104,22,1.9,-2.673,-342.11,5.77,-3.79,-2.673,0.2,-340.79,-1.0
4.0,11.5,2.88,128,2,104,22,1.9,-2.665,-341.11,5.84,-3.79,-2.665,0.2,-339.79,-1.0
4.0,12.0,3.0,128,2,104,22,1.9,-2.657,-340.11,5.91,-3.79,-2.657,0.21,-338.79,-1.0
4.0,12.5,3.12,128,2,104,22,1.9,-2.649,-339.11,5.97,-3.79,-2.649,0.21,-337.79,-1.0
4.0,13.0,3.25,128,2,104,22,1.9,-2.641,-338.11,6.04,-3.79,-2.641,0.21,-336.79,-1.0
4.0,13.5,3.38,128,2,104,22,1.9,-2.634,-337.11,6.11,-3.79,-2.634,0.21,-335.79,-1.0
4.0,14.0,3.5,128,0,104,24,0.0,-2.792,-357.38,4.75,-3.79,-2.792,0.17,-356.06,-1.0
4.0,14.5,3.62,128,0,104,24,0.0,-2.792,-357.38,4.75,-3.79,-2.792,0.17,-356.06,-1.0
4.0,15.0,3.75,128,0,104,24,0.0,-2.792,-357.38,4.75,-3.79,-2.792,0.17,-356.06,-1.0
4.25,4.5,1.06,128,44,78,6,36.1,-1.1,-140.78,4.34,-4.15,-1.1,0.59,-174.25,-0.81
4.25,5.0,1.18,128,41,81,6,33.6,-1.145,-146.53,4.81,-4.16,-1.145,0.59,-174.25,-0.84
4.25,5.5,1.29,128,34,88,6,27.9,-1.518,-194.28,5.24,-4.16,-1.518,0.49,-219.0,-0.89
4.25,6.0,1.41,128,26,96,6,21.3,-2.026,-259.28,5.64,-4.17,-2.026,0.38,-272.0,-0.95
4.25,6.5,1.53,128,26,96,6,21.3,-1.924,-246.28,6.1,-4.17,-1.924,0.41,-272.0,-0.91
4.25,7.0,1.65,128,24,96,8,20.0,-1.936,-247.77,6.36,-4.15,-1.936,0.41,-272.0,-0.91
4.25,7.5,1.76,128,22,97,9,18.5,-1.977,-253.02,6.56,-4.15,-1.977,0.4,-272.0,-0.93
4.25,8.0,1.88,128,18,99,11,15.4,-2.185,-279.67,6.72,-4.14,-2.185,0.36,-284.14,-0.98
4.25,8.5,2.0,128,13,99,16,11.6,-2.382,-304.9,6.59,-4.04,-2.382,0.3,-303.98,-1.0
4.25,9.0,2.12,128,12,99,17,10.8,-2.403,-307.55,6.8,-4.01,-2.403,0.3,-306.63,-1.0
4.25,9.5,2.24,128,9,99,20,8.3,-2.427,-310.69,6.64,-4.01,-2.427,0.29,-309.77,-1.0
4.25,10.0,2.35,128,6,101,21,5.6,-2.639,-337.77,6.33,-4.01,-2.639,0.24,-336.85,-1.0
4.25,10.5,2.47,128,2,102,24,1.9,-2.804,-358.91,5.66,-4.01,-2.804,0.2,-357.99,-1.0
4.25,11.0,2.59,128,2,102,24,1.9,-2.796,-357.91,5.73,-4.01,-2.796,0.2,-356.99,-1.0
4.25,11.5,2.71,128,2,102,24,1.9,-2.788,-356.91,5.79,-4.01,-2.788,0.21,-355.99,-1.0
4.25,12.0,2.82,128,2,102,24,1.9,-2.781,-355.91,5.85,-4.01,-2.781,0.21,-354.99,-1.0
4.25,12.5,2.94,128,2,102,24,1.9,-2.773,-354.91,5.92,-4.01,-2.773,0.21,-353.99,-1.0
4.25,13.0,3.06,128,2,102,24,1.9,-2.765,-353.91,5.98,-4.01,-2.765,0.21,-352.99,-1.0
4.25,13.5,3.18,128,2,102,24,1.9,-2.757,-352.91,6.04,-4.01,-2.757,0.21,-351.99,-1.0
4.25,14.0,3.29,128,0,102,26,0.0,-2.915,-373.18,4.77,-4.01,-2.915,0.17,-372.26,-1.0
4.25,14.5,3.41,128,0,102,26,0.0,-2.915,-373.18,4.77,-4.01,-2.915,0.17,-372.26,-1.0
4.25,15.0,3.53,128,0,102,26,0.0,-2.915,-373.18,4.77,-4.01,-2.915,0.17,-372.26,-1.0
4.5,5.0,1.11,128,41,81,6,33.6,-1.303,-166.78,4.81,-4.39,-1.303,0.55,-185.0,-0.9
4.5,5.5,1.22,128,34,88,6,27.9,-1.69,-216.28,5.24,-4.4,-1.69,0.47,-233.5,-0.93
4.5,6.0,1.33,128,26,96,6,21.3,-2.213,-283.28,5.64,-4.41,-2.213,0.36,-288.0,-0.98
4.5,6.5,1.44,128,26,96,6,21.3,-2.112,-270.28,6.1,-4.41,-2.112,0.39,-288.0,-0.94
4.5,7.0,1.56,128,24,96,8,20.0,-2.123,-271.77,6.36,-4.39,-2.123,0.39,-288.0,-0.94
4.5,7.5,1.67,128,22,97,9,18.5,-2.166,-277.27,6.56,-4.39,-2.166,0.38,-288.0,-0.96
4.5,8.0,1.78,128,18,99,11,15.4,-2.378,-304.42,6.72,-4.37,-2.378,0.34,-308.64,-0.99
4.5,8.5,1.89,128,13,99,16,11.6,-2.575,-329.65,6.59,-4.27,-2.575,0.29,-328.48,-1.0
4.5,9.0,2.0,128,12,99,17,10.8,-2.596,-332.3,6.8,-4.23,-2.596,0.28,-331.13,-1.0
4.5,9.5,2.11,128,9,99,20,8.3,-2.621,-335.44,6.64,-4.23,-2.621,0.27,-334.27,-1.0
4.5,10.0,2.22,128,6,101,21,5.6,-2.836,-363.02,6.33,-4.24,-2.836,0.23,-361.85,-1.0
4.5,10.5,2.33,128,2,102,24,1.9,-3.003,-384.41,5.66,-4.24,-3.003,0.19,-383.24,-1.0
4.5,11.0,2.44,128,2,102,24,1.9,-2.995,-383.41,5.73,-4.24,-2.995,0.19,-382.24,-1.0
4.5,11.5,2.56,128,2,102,24,1.9,-2.988,-382.41,5.79,-4.24,-2.988,0.2,-381.24,-1.0
4.5,12.0,2.67,128,2,102,24,1.9,-2.98,-381.41,5.85,-4.24,-2.98,0.2,-380.24,-1.0
4.5,12.5,2.78,128,2,102,24,1.9,-2.972,-380.41,5.92,-4.24,-2.972,0.2,-379.24,-1.0
4.5,13.0,2.89,128,2,102,24,1.9,-2.964,-379.41,5.98,-4.24,-2.964,0.2,-378.24,-1.0
4.5,13.5,3.0,128,2,102,24,1.9,-2.956,-378.41,6.04,-4.24,-2.956,0.2,-377.24,-1.0
4.5,14.0,3.11,128,0,102,26,0.0,-3.115,-398.68,4.77,-4.24,-3.115,0.16,-397.51,-1.0
4.5,14.5,3.22,128,0,102,26,0.0,-3.115,-398.68,4.77,-4.24,-3.115,0.16,-397.51,-1.0
4.5,15.0,3.33,128,0,102,26,0.0,-3.115,-398.68,4.77,-4.24,-3.115,0.16,-397.51,-1.0
4.75,5.0,1.05,128,42,80,6,34.4,-1.385,-177.28,4.81,-4.63,-1.385,0.54,-202.5,-0.88
4.75,5.5,1.16,128,34,88,6,27.9,-1.862,-238.28,5.24,-4.64,-1.862,0.44,-253.0,-0.94
4.75,6.0,1.26,128,26,96,6,21.3,-2.401,-307.28,5.64,-4.65,-2.401,0.34,-307.25,-1.0
4.75,6.5,1.37,128,26,96,6,21.3,-2.299,-294.28,6.1,-4.65,-2.299,0.37,-304.0,-0.97
4.75,7.0,1.47,128,24,96,8,20.0,-2.311,-295.77,6.36,-4.63,-2.311,0.37,-304.0,-0.97
4.75,7.5,1.58,128,22,97,9,18.5,-2.356,-301.52,6.56,-4.63,-2.356,0.36,-304.49,-0.99
4.75,8.0,1.68,128,18,99,11,15.4,-2.572,-329.17,6.72,-4.61,-2.572,0.32,-333.14,-0.99
4.75,8.5,1.79,128,13,99,16,11.6,-2.769,-354.4,6.59,-4.5,-2.769,0.27,-352.98,-1.0
4.75,9.0,1.89,128,12,99,17,10.8,-2.789,-357.05,6.8,-4.46,-2.789,0.27,-355.63,-1.0
4.75,9.5,2.0,128,9,99,20,8.3,-2.814,-360.19,6.64,-4.46,-2.814,0.26,-358.77,-1.0
4.75,10.0,2.11,128,6,101,21,5.6,-3.033,-388.27,6.33,-4.47,-3.033,0.22,-386.85,-1.0
