SL %,Target %,R:R,Signals,Target Hit,SL Hit,Open,Win Rate %,Avg PnL %,Total PnL %,Avg Win %,Avg Loss %,Expectancy %,Profit Factor,Max Drawdown %,Calmar
0.75,6.0,8.0,61,5,54,2,8.5,-0.13,-7.94,5.43,-0.75,-0.142,0.8,-25.5,-0.31
0.75,6.5,8.67,61,3,56,2,5.1,-0.327,-19.94,5.52,-0.75,-0.339,0.53,-25.5,-0.78
0.75,7.0,9.33,61,3,56,2,5.1,-0.302,-18.44,5.89,-0.75,-0.315,0.56,-25.5,-0.72
0.75,7.5,10.0,61,3,56,2,5.1,-0.278,-16.94,6.26,-0.75,-0.29,0.6,-25.5,-0.66
0.75,8.0,10.67,61,3,56,2,5.1,-0.253,-15.44,6.64,-0.75,-0.265,0.63,-25.5,-0.61
0.75,8.5,11.33,61,1,58,2,1.7,-0.532,-32.44,5.53,-0.75,-0.544,0.25,-34.25,-0.95
0.75,9.0,12.0,61,0,59,2,0.0,-0.683,-41.69,2.56,-0.75,-0.696,0.06,-43.5,-0.96
0.75,9.5,12.67,61,0,59,2,0.0,-0.683,-41.69,2.56,-0.75,-0.696,0.06,-43.5,-0.96
0.75,10.0,13.33,61,0,59,2,0.0,-0.683,-41.69,2.56,-0.75,-0.696,0.06,-43.5,-0.96
0.75,10.5,14.0,61,0,59,2,0.0,-0.683,-41.69,2.56,-0.75,-0.696,0.06,-43.5,-0.96
0.75,11.0,14.67,61,0,59,2,0.0,-0.683,-41.69,2.56,-0.75,-0.696,0.06,-43.5,-0.96
0.75,11.5,15.33,61,0,59,2,0.0,-0.683,-41.69,2.56,-0.75,-0.696,0.06,-43.5,-0.96
0.75,12.0,16.0,61,0,59,2,0.0,-0.683,-41.69,2.56,-0.75,-0.696,0.06,-43.5,-0.96
0.75,12.5,16.67,61,0,59,2,0.0,-0.683,-41.69,2.56,-0.75,-0.696,0.06,-43.5,-0.96
0.75,13.0,17.33,61,0,59,2,0.0,-0.683,-41.69,2.56,-0.75,-0.696,0.06,-43.5,-0.96
0.75,13.5,18.0,61,0,59,2,0.0,-0.683,-41.69,2.56,-0.75,-0.696,0.06,-43.5,-0.96
0.75,14.0,18.67,61,0,59,2,0.0,-0.683,-41.69,2.56,-0.75,-0.696,0.06,-43.5,-0.96
0.75,14.5,19.33,61,0,59,2,0.0,-0.683,-41.69,2.56,-0.75,-0.696,0.06,-43.5,-0.96
0.75,15.0,20.0,61,0,59,2,0.0,-0.683,-41.69,2.56,-0.75,-0.696,0.06,-43.5,-0.96
1.0,1.5,1.5,61,26,33,1,44.1,0.128,7.78,1.51,-1.0,0.111,1.24,-8.22,0.95
1.0,2.0,2.0,61,17,43,1,28.3,-0.148,-9.0,2.0,-1.0,-0.164,0.79,-19.0,-0.47
1.0,2.5,2.5,61,11,49,1,18.3,-0.352,-21.5,2.5,-1.0,-0.369,0.56,-34.0,-0.63
1.0,3.0,3.0,61,10,50,1,16.7,-0.328,-20.0,3.0,-1.0,-0.344,0.6,-34.0,-0.59
1.0,3.5,3.5,61,9,51,1,15.0,-0.32,-19.5,3.5,-1.0,-0.336,0.62,-34.0,-0.57
1.0,4.0,4.0,61,8,52,1,13.3,-0.328,-20.0,4.0,-1.0,-0.344,0.62,-34.0,-0.59
1.0,4.5,4.5,61,6,54,1,10.0,-0.443,-27.0,4.5,-1.0,-0.459,0.5,-34.0,-0.79
1.0,5.0,5.0,61,6,54,1,10.0,-0.393,-24.0,5.0,-1.0,-0.41,0.56,-34.0,-0.71
1.0,5.5,5.5,61,5,54,2,8.5,-0.392,-23.94,5.01,-1.0,-0.409,0.56,-34.0,-0.7
1.0,6.0,6.0,61,5,54,2,8.5,-0.351,-21.44,5.43,-1.0,-0.368,0.6,-34.0,-0.63
1.0,6.5,6.5,61,3,56,2,5.1,-0.556,-33.94,5.52,-1.0,-0.573,0.39,-35.5,-0.96
1.0,7.0,7.0,61,3,56,2,5.1,-0.532,-32.44,5.89,-1.0,-0.548,0.42,-34.0,-0.95
1.0,7.5,7.5,61,3,56,2,5.1,-0.507,-30.94,6.26,-1.0,-0.524,0.45,-34.0,-0.91
1.0,8.0,8.0,61,3,56,2,5.1,-0.483,-29.44,6.64,-1.0,-0.499,0.47,-34.0,-0.87
1.0,8.5,8.5,61,1,58,2,1.7,-0.77,-46.94,5.53,-1.0,-0.786,0.19,-48.5,-0.97
1.0,9.0,9.0,61,0,59,2,0.0,-0.925,-56.44,2.56,-1.0,-0.942,0.04,-58.0,-0.97
1.0,9.5,9.5,61,0,59,2,0.0,-0.925,-56.44,2.56,-1.0,-0.942,0.04,-58.0,-0.97
1.0,10.0,10.0,61,0,59,2,0.0,-0.925,-56.44,2.56,-1.0,-0.942,0.04,-58.0,-0.97
1.0,10.5,10.5,61,0,59,2,0.0,-0.925,-56.44,2.56,-1.0,-0.942,0.04,-58.0,-0.97
1.0,11.0,11.0,61,0,59,2,0.0,-0.925,-56.44,2.56,-1.0,-0.942,0.04,-58.0,-0.97
1.0,11.5,11.5,61,0,59,2,0.0,-0.925,-56.44,2.56,-1.0,-0.942,0.04,-58.0,-0.97
1.0,12.0,12.0,61,0,59,2,0.0,-0.925,-56.44,2.56,-1.0,-0.942,0.04,-58.0,-0.97
1.0,12.5,12.5,61,0,59,2,0.0,-0.925,-56.44,2.56,-1.0,-0.942,0.04,-58.0,-0.97
1.0,13.0,13.0,61,0,59,2,0.0,-0.925,-56.44,2.56,-1.0,-0.942,0.04,-58.0,-0.97
1.0,13.5,13.5,61,0,59,2,0.0,-0.925,-56.44,2.56,-1.0,-0.942,0.04,-58.0,-0.97
1.0,14.0,14.0,61,0,59,2,0.0,-0.925,-56.44,2.56,-1.0,-0.942,0.04,-58.0,-0.97
1.0,14.5,14.5,61,0,59,2,0.0,-0.925,-56.44,2.56,-1.0,-0.942,0.04,-58.0,-0.97
1.0,15.0,15.0,61,0,59,2,0.0,-0.925,-56.44,2.56,-1.0,-0.942,0.04,-58.0,-0.97
1.25,1.5,1.2,61,28,32,1,46.7,0.033,2.0,1.5,-1.25,0.012,1.05,-10.5,0.19
1.25,2.0,1.6,61,18,42,1,30.0,-0.27,-16.5,2.0,-1.25,-0.291,0.69,-25.0,-0.66
1.25,2.5,2.0,61,12,48,1,20.0,-0.492,-30.0,2.5,-1.25,-0.512,0.5,-41.25,-0.73
1.25,3.0,2.4,61,11,49,1,18.3,-0.463,-28.25,3.0,-1.25,-0.484,0.54,-41.25,-0.68
1.25,3.5,2.8,61,10,50,1,16.7,-0.451,-27.5,3.5,-1.25,-0.471,0.56,-41.25,-0.67
1.25,4.0,3.2,61,9,51,1,15.0,-0.455,-27.75,4.0,-1.25,-0.475,0.56,-41.25,-0.67
1.25,4.5,3.6,61,8,52,1,13.3,-0.475,-29.0,4.5,-1.25,-0.496,0.55,-41.25,-0.7
1.25,5.0,4.0,61,7,53,1,11.7,-0.512,-31.25,5.0,-1.25,-0.533,0.53,-41.25,-0.76
1.25,5.5,4.4,61,6,53,2,10.2,-0.503,-30.69,5.08,-1.25,-0.524,0.54,-41.25,-0.74
1.25,6.0,4.8,61,6,53,2,10.2,-0.454,-27.69,5.51,-1.25,-0.474,0.58,-41.25,-0.67
1.25,6.5,5.2,61,4,55,2,6.8,-0.659,-40.19,5.71,-1.25,-0.679,0.42,-41.5,-0.97
1.25,7.0,5.6,61,4,55,2,6.8,-0.626,-38.19,6.11,-1.25,-0.647,0.44,-41.25,-0.93
1.25,7.5,6.0,61,4,55,2,6.8,-0.593,-36.19,6.51,-1.25,-0.614,0.47,-41.25,-0.88
1.25,8.0,6.4,61,4,55,2,6.8,-0.56,-34.19,6.91,-1.25,-0.581,0.5,-41.25,-0.83
1.25,8.5,6.8,61,1,58,2,1.7,-1.007,-61.44,5.53,-1.25,-1.028,0.15,-62.75,-0.98
1.25,9.0,7.2,61,0,59,2,0.0,-1.167,-71.19,2.56,-1.25,-1.188,0.03,-72.5,-0.98
1.25,9.5,7.6,61,0,59,2,0.0,-1.167,-71.19,2.56,-1.25,-1.188,0.03,-72.5,-0.98
1.25,10.0,8.0,61,0,59,2,0.0,-1.167,-71.19,2.56,-1.25,-1.188,0.03,-72.5,-0.98
1.25,10.5,8.4,61,0,59,2,0.0,-1.167,-71.19,2.56,-1.25,-1.188,0.03,-72.5,-0.98
1.25,11.0,8.8,61,0,59,2,0.0,-1.167,-71.19,2.56,-1.25,-1.188,0.03,-72.5,-0.98
1.25,11.5,9.2,61,0,59,2,0.0,-1.167,-71.19,2.56,-1.25,-1.188,0.03,-72.5,-0.98
1.25,12.0,9.6,61,0,59,2,0.0,-1.167,-71.19,2.56,-1.25,-1.188,0.03,-72.5,-0.98
1.25,12.5,10.0,61,0,59,2,0.0,-1.167,-71.19,2.56,-1.25,-1.188,0.03,-72.5,-0.98
1.25,13.0,10.4,61,0,59,2,0.0,-1.167,-71.19,2.56,-1.25,-1.188,0.03,-72.5,-0.98
1.25,13.5,10.8,61,0,59,2,0.0,-1.167,-71.19,2.56,-1.25,-1.188,0.03,-72.5,-0.98
1.25,14.0,11.2,61,0,59,2,0.0,-1.167,-71.19,2.56,-1.25,-1.188,0.03,-72.5,-0.98
1.25,14.5,11.6,61,0,59,2,0.0,-1.167,-71.19,2.56,-1.25,-1.188,0.03,-72.5,-0.98
1.25,15.0,12.0,61,0,59,2,0.0,-1.167,-71.19,2.56,-1.25,-1.188,0.03,-72.5,-0.98
1.5,2.0,1.33,61,18,42,1,30.0,-0.443,-27.0,2.0,-1.5,-0.467,0.57,-32.0,-0.84
1.5,2.5,1.67,61,12,48,1,20.0,-0.689,-42.0,2.5,-1.5,-0.713,0.42,-49.5,-0.85
1.5,3.0,2.0,61,11,49,1,18.3,-0.664,-40.5,3.0,-1.5,-0.689,0.45,-49.5,-0.82
1.5,3.5,2.33,61,10,50,1,16.7,-0.656,-40.0,3.5,-1.5,-0.68,0.47,-49.5,-0.81
1.5,4.0,2.67,61,9,51,1,15.0,-0.664,-40.5,4.0,-1.5,-0.689,0.47,-49.5,-0.82
1.5,4.5,3.0,61,8,52,1,13.3,-0.689,-42.0,4.5,-1.5,-0.713,0.46,-49.5,-0.85
1.5,5.0,3.33,61,7,53,1,11.7,-0.73,-44.5,5.0,-1.5,-0.754,0.44,-49.5,-0.9
1.5,5.5,3.67,61,6,53,2,10.2,-0.72,-43.94,5.08,-1.5,-0.745,0.45,-49.5,-0.89
1.5,6.0,4.0,61,6,53,2,10.2,-0.671,-40.94,5.51,-1.5,-0.696,0.49,-49.5,-0.83
1.5,6.5,4.33,61,4,55,2,6.8,-0.884,-53.94,5.71,-1.5,-0.909,0.35,-55.0,-0.98
1.5,7.0,4.67,61,4,55,2,6.8,-0.851,-51.94,6.11,-1.5,-0.876,0.37,-53.0,-0.98
1.5,7.5,5.0,61,4,55,2,6.8,-0.819,-49.94,6.51,-1.5,-0.843,0.39,-51.0,-0.98
1.5,8.0,5.33,61,4,55,2,6.8,-0.786,-47.94,6.91,-1.5,-0.81,0.42,-49.5,-0.97
1.5,8.5,5.67,61,1,57,3,1.7,-1.23,-75.01,5.53,-1.48,-1.254,0.13,-76.07,-0.99
1.5,9.0,6.0,61,0,57,4,0.0,-1.375,-83.9,2.56,-1.47,-1.399,0.03,-84.96,-0.99
1.5,9.5,6.33,61,0,57,4,0.0,-1.375,-83.9,2.56,-1.47,-1.399,0.03,-84.96,-0.99
1.5,10.0,6.67,61,0,57,4,0.0,-1.375,-83.9,2.56,-1.47,-1.399,0.03,-84.96,-0.99
1.5,10.5,7.0,61,0,57,4,0.0,-1.375,-83.9,2.56,-1.47,-1.399,0.03,-84.96,-0.99
1.5,11.0,7.33,61,0,57,4,0.0,-1.375,-83.9,2.56,-1.47,-1.399,0.03,-84.96,-0.99
1.5,11.5,7.67,61,0,57,4,0.0,-1.375,-83.9,2.56,-1.47,-1.399,0.03,-84.96,-0.99
1.5,12.0,8.0,61,0,57,4,0.0,-1.375,-83.9,2.56,-1.47,-1.399,0.03,-84.96,-0.99
1.5,12.5,8.33,61,0,57,4,0.0,-1.375,-83.9,2.56,-1.47,-1.399,0.03,-84.96,-0.99
1.5,13.0,8.67,61,0,57,4,0.0,-1.375,-83.9,2.56,-1.47,-1.399,0.03,-84.96,-0.99
1.5,13.5,9.0,61,0,57,4,0.0,-1.375,-83.9,2.56,-1.47,-1.399,0.03,-84.96,-0.99
1.5,14.0,9.33,61,0,57,4,0.0,-1.375,-83.9,2.56,-1.47,-1.399,0.03,-84.96,-0.99
1.5,14.5,9.67,61,0,57,4,0.0,-1.375,-83.9,2.56,-1.47,-1.399,0.03,-84.96,-0.99
1.5,15.0,10.0,61,0,57,4,0.0,-1.375,-83.9,2.56,-1.47,-1.399,0.03,-84.96,-0.99
1.75,2.0,1.14,61,18,42,1,30.0,-0.615,-37.5,2.0,-1.75,-0.643,0.49,-41.5,-0.9
1.75,2.5,1.43,61,12,48,1,20.0,-0.885,-54.0,2.5,-1.75,-0.914,0.36,-57.75,-0.94
1.75,3.0,1.71,61,11,49,1,18.3,-0.865,-52.75,3.0,-1.75,-0.893,0.38,-57.75,-0.91
1.75,3.5,2.0,61,10,50,1,16.7,-0.861,-52.5,3.5,-1.75,-0.889,0.4,-57.75,-0.91
1.75,4.0,2.29,61,9,51,1,15.0,-0.873,-53.25,4.0,-1.75,-0.902,0.4,-57.75,-0.92
1.75,4.5,2.57,61,8,52,1,13.3,-0.902,-55.0,4.5,-1.75,-0.93,0.4,-57.75,-0.95
1.75,5.0,2.86,61,7,53,1,11.7,-0.947,-57.75,5.0,-1.75,-0.975,0.38,-61.0,-0.95
1.75,5.5,3.14,61,6,53,2,10.2,-0.938,-57.19,5.08,-1.75,-0.966,0.38,-58.0,-0.99
1.75,6.0,3.43,61,6,53,2,10.2,-0.888,-54.19,5.51,-1.75,-0.917,0.42,-57.75,-0.94
1.75,6.5,3.71,61,4,55,2,6.8,-1.11,-67.69,5.71,-1.75,-1.138,0.3,-68.5,-0.99
1.75,7.0,4.0,61,4,55,2,6.8,-1.077,-65.69,6.11,-1.75,-1.106,0.32,-66.5,-0.99
1.75,7.5,4.29,61,4,55,2,6.8,-1.044,-63.69,6.51,-1.75,-1.073,0.34,-64.5,-0.99
1.75,8.0,4.57,61,4,55,2,6.8,-1.011,-61.69,6.91,-1.75,-1.04,0.36,-62.5,-0.99
1.75,8.5,4.86,61,1,57,3,1.7,-1.463,-89.26,5.53,-1.73,-1.492,0.11,-90.07,-0.99
1.75,9.0,5.14,61,0,57,4,0.0,-1.609,-98.15,2.56,-1.71,-1.637,0.03,-98.96,-0.99
1.75,9.5,5.43,61,0,57,4,0.0,-1.609,-98.15,2.56,-1.71,-1.637,0.03,-98.96,-0.99
1.75,10.0,5.71,61,0,57,4,0.0,-1.609,-98.15,2.56,-1.71,-1.637,0.03,-98.96,-0.99
1.75,10.5,6.0,61,0,57,4,0.0,-1.609,-98.15,2.56,-1.71,-1.637,0.03,-98.96,-0.99
1.75,11.0,6.29,61,0,57,4,0.0,-1.609,-98.15,2.56,-1.71,-1.637,0.03,-98.96,-0.99
1.75,11.5,6.57,61,0,57,4,0.0,-1.609,-98.15,2.56,-1.71,-1.637,0.03,-98.96,-0.99
1.75,12.0,6.86,61,0,57,4,0.0,-1.609,-98.15,2.56,-1.71,-1.637,0.03,-98.96,-0.99
1.75,12.5,7.14,61,0,57,4,0.0,-1.609,-98.15,2.56,-1.71,-1.637,0.03,-98.96,-0.99
1.75,13.0,7.43,61,0,57,4,0.0,-1.609,-98.15,2.56,-1.71,-1.637,0.03,-98.96,-0.99
1.75,13.5,7.71,61,0,57,4,0.0,-1.609,-98.15,2.56,-1.71,-1.637,0.03,-98.96,-0.99
1.75,14.0,8.0,61,0,57,4,0.0,-1.609,-98.15,2.56,-1.71,-1.637,0.03,-98.96,-0.99
1.75,14.5,8.29,61,0,57,4,0.0,-1.609,-98.15,2.56,-1.71,-1.637,0.03,-98.96,-0.99
1.75,15.0,8.57,61,0,57,4,0.0,-1.609,-98.15,2.56,-1.71,-1.637,0.03,-98.96,-0.99
2.0,2.5,1.25,61,12,48,1,20.0,-1.082,-66.0,2.5,-2.0,-1.115,0.31,-66.5,-0.99
2.0,3.0,1.5,61,11,49,1,18.3,-1.066,-65.0,3.0,-2.0,-1.098,0.34,-66.0,-0.98
2.0,3.5,1.75,61,10,50,1,16.7,-1.066,-65.0,3.5,-2.0,-1.098,0.35,-66.5,-0.98
2.0,4.0,2.0,61,9,51,1,15.0,-1.082,-66.0,4.0,-2.0,-1.115,0.35,-68.0,-0.97
2.0,4.5,2.25,61,8,52,1,13.3,-1.115,-68.0,4.5,-2.0,-1.148,0.35,-70.5,-0.96
2.0,5.0,2.5,61,7,53,1,11.7,-1.164,-71.0,5.0,-2.0,-1.197,0.33,-74.0,-0.96
2.0,5.5,2.75,61,6,53,2,10.2,-1.155,-70.44,5.08,-2.0,-1.188,0.34,-71.0,-0.99
2.0,6.0,3.0,61,6,53,2,10.2,-1.106,-67.44,5.51,-2.0,-1.138,0.36,-68.0,-0.99
2.0,6.5,3.25,61,4,55,2,6.8,-1.335,-81.44,5.71,-2.0,-1.368,0.26,-82.0,-0.99
2.0,7.0,3.5,61,4,55,2,6.8,-1.302,-79.44,6.11,-2.0,-1.335,0.28,-80.0,-0.99
2.0,7.5,3.75,61,4,55,2,6.8,-1.27,-77.44,6.51,-2.0,-1.302,0.3,-78.0,-0.99
2.0,8.0,4.0,61,4,55,2,6.8,-1.237,-75.44,6.91,-2.0,-1.27,0.31,-76.0,-0.99
2.0,8.5,4.25,61,1,56,4,1.8,-1.679,-102.44,5.53,-1.96,-1.711,0.1,-103.0,-0.99
2.0,9.0,4.5,61,0,56,5,0.0,-1.825,-111.33,2.56,-1.93,-1.857,0.02,-111.89,-0.99
2.0,9.5,4.75,61,0,56,5,0.0,-1.825,-111.33,2.56,-1.93,-1.857,0.02,-111.89,-0.99
2.0,10.0,5.0,61,0,56,5,0.0,-1.825,-111.33,2.56,-1.93,-1.857,0.02,-111.89,-0.99
2.0,10.5,5.25,61,0,56,5,0.0,-1.825,-111.33,2.56,-1.93,-1.857,0.02,-111.89,-0.99
2.0,11.0,5.5,61,0,56,5,0.0,-1.825,-111.33,2.56,-1.93,-1.857,0.02,-111.89,-0.99
2.0,11.5,5.75,61,0,56,5,0.0,-1.825,-111.33,2.56,-1.93,-1.857,0.02,-111.89,-0.99
2.0,12.0,6.0,61,0,56,5,0.0,-1.825,-111.33,2.56,-1.93,-1.857,0.02,-111.89,-0.99
2.0,12.5,6.25,61,0,56,5,0.0,-1.825,-111.33,2.56,-1.93,-1.857,0.02,-111.89,-0.99
2.0,13.0,6.5,61,0,56,5,0.0,-1.825,-111.33,2.56,-1.93,-1.857,0.02,-111.89,-0.99
2.0,13.5,6.75,61,0,56,5,0.0,-1.825,-111.33,2.56,-1.93,-1.857,0.02,-111.89,-0.99
2.0,14.0,7.0,61,0,56,5,0.0,-1.825,-111.33,2.56,-1.93,-1.857,0.02,-111.89,-0.99
2.0,14.5,7.25,61,0,56,5,0.0,-1.825,-111.33,2.56,-1.93,-1.857,0.02,-111.89,-0.99
2.0,15.0,7.5,61,0,56,5,0.0,-1.825,-111.33,2.56,-1.93,-1.857,0.02,-111.89,-0.99
2.25,2.5,1.11,61,13,47,1,21.7,-1.201,-73.25,2.5,-2.25,-1.238,0.31,-73.5,-1.0
2.25,3.0,1.33,61,12,48,1,20.0,-1.18,-72.0,3.0,-2.25,-1.217,0.33,-72.75,-0.99
2.25,3.5,1.56,61,11,49,1,18.3,-1.176,-71.75,3.5,-2.25,-1.213,0.35,-73.0,-0.98
2.25,4.0,1.78,61,10,50,1,16.7,-1.189,-72.5,4.0,-2.25,-1.225,0.36,-74.25,-0.98
2.25,4.5,2.0,61,9,51,1,15.0,-1.217,-74.25,4.5,-2.25,-1.254,0.35,-76.5,-0.97
2.25,5.0,2.22,61,8,52,1,13.3,-1.262,-77.0,5.0,-2.25,-1.299,0.34,-79.75,-0.97
2.25,5.5,2.44,61,6,53,2,10.2,-1.372,-83.69,5.08,-2.25,-1.409,0.3,-84.0,-1.0
2.25,6.0,2.67,61,6,53,2,10.2,-1.323,-80.69,5.51,-2.25,-1.36,0.32,-81.0,-1.0
2.25,6.5,2.89,61,4,55,2,6.8,-1.56,-95.19,5.71,-2.25,-1.597,0.23,-95.5,-1.0
2.25,7.0,3.11,61,4,55,2,6.8,-1.528,-93.19,6.11,-2.25,-1.565,0.25,-93.5,-1.0
2.25,7.5,3.33,61,4,55,2,6.8,-1.495,-91.19,6.51,-2.25,-1.532,0.26,-91.5,-1.0
2.25,8.0,3.56,61,4,55,2,6.8,-1.462,-89.19,6.91,-2.25,-1.499,0.28,-89.5,-1.0
2.25,8.5,3.78,61,1,56,4,1.8,-1.909,-116.44,5.53,-2.2,-1.945,0.09,-116.75,-1.0
2.25,9.0,4.0,61,0,56,5,0.0,-2.055,-125.33,2.56,-2.17,-2.09,0.02,-125.64,-1.0
2.25,9.5,4.22,61,0,56,5,0.0,-2.055,-125.33,2.56,-2.17,-2.09,0.02,-125.64,-1.0
2.25,10.0,4.44,61,0,56,5,0.0,-2.055,-125.33,2.56,-2.17,-2.09,0.02,-125.64,-1.0
2.25,10.5,4.67,61,0,56,5,0.0,-2.055,-125.33,2.56,-2.17,-2.09,0.02,-125.64,-1.0
2.25,11.0,4.89,61,0,56,5,0.0,-2.055,-125.33,2.56,-2.17,-2.09,0.02,-125.64,-1.0
2.25,11.5,5.11,61,0,56,5,0.0,-2.055,-125.33,2.56,-2.17,-2.09,0.02,-125.64,-1.0
2.25,12.0,5.33,61,0,56,5,0.0,-2.055,-125.33,2.56,-2.17,-2.09,0.02,-125.64,-1.0
2.25,12.5,5.56,61,0,56,5,0.0,-2.055,-125.33,2.56,-2.17,-2.09,0.02,-125.64,-1.0
2.25,13.0,5.78,61,0,56,5,0.0,-2.055,-125.33,2.56,-2.17,-2.09,0.02,-125.64,-1.0
2.25,13.5,6.0,61,0,56,5,0.0,-2.055,-125.33,2.56,-2.17,-2.09,0.02,-125.64,-1.0
2.25,14.0,6.22,61,0,56,5,0.0,-2.055,-125.33,2.56,-2.17,-2.09,0.02,-125.64,-1.0
2.25,14.5,6.44,61,0,56,5,0.0,-2.055,-125.33,2.56,-2.17,-2.09,0.02,-125.64,-1.0
2.25,15.0,6.67,61,0,56,5,0.0,-2.055,-125.33,2.56,-2.17,-2.09,0.02,-125.64,-1.0
2.5,3.0,1.2,61,13,47,1,21.7,-1.287,-78.5,3.0,-2.5,-1.328,0.33,-79.0,-0.99
2.5,3.5,1.4,61,12,48,1,20.0,-1.279,-78.0,3.5,-2.5,-1.32,0.35,-79.0,-0.99
2.5,4.0,1.6,61,11,49,1,18.3,-1.287,-78.5,4.0,-2.5,-1.328,0.36,-80.0,-0.98
