Stock,Timeframe,EMA Pair,Cross Time,Cross Close,EMA21 @ Cross,EMA50 @ Cross,Touch Time,Touch Open,Touch High,Touch Low,Touch Close,EMA21 @ Touch,EMA50 @ Touch,Touch Zone,Candles After Cross,EMA10 @ Cross,EMA20 @ Cross,EMA10 @ Touch,EMA20 @ Touch
TCS,1h,EMA10/EMA20,2026-02-26 12:15:00,2641.3,,,2026-02-26 14:15:00,2646.3,2654.8,2641.0,2648.1,,,Between Slow & Fast EMA,2,2638.67,2638.65,2641.53,2640.22
TCS,1h,EMA10/EMA20,2026-03-24 11:15:00,2424.3,,,2026-03-24 15:15:00,2397.4,2403.2,2393.6,2400.8,,,At/Below Slow EMA,4,2394.54,2393.05,2400.75,2397.49
TCS,1h,EMA10/EMA20,2026-03-24 11:15:00,2424.3,,,2026-03-25 09:15:00,2400.9,2417.4,2390.6,2413.0,,,At/Below Slow EMA,5,2394.54,2393.05,2402.98,2398.97
TCS,1h,EMA10/EMA20,2026-03-27 09:15:00,2408.0,,,2026-03-27 11:15:00,2413.5,2415.9,2402.5,2415.5,,,Between Slow & Fast EMA,2,2399.13,2399.12,2404.27,2401.94
TCS,1h,EMA10/EMA20,2026-04-01 10:15:00,2446.5,,,2026-04-02 12:15:00,2407.1,2420.4,2403.0,2419.8,,,At/Below Slow EMA,9,2401.68,2397.49,2411.83,2408.09
TCS,1h,EMA10/EMA20,2026-04-01 10:15:00,2446.5,,,2026-04-02 13:15:00,2419.5,2454.0,2419.1,2453.5,,,Between Slow & Fast EMA,10,2401.68,2397.49,2419.41,2412.42
TCS,1h,EMA10/EMA20,2026-04-01 10:15:00,2446.5,,,2026-04-07 09:15:00,2461.0,2500.0,2448.0,2499.8,,,At/Below Slow EMA,20,2401.68,2397.49,2467.35,2449.5
TCS,1h,EMA10/EMA20,2026-04-01 10:15:00,2446.5,,,2026-04-09 09:15:00,2554.0,2578.2,2531.1,2563.4,,,Between Slow & Fast EMA,34,2401.68,2397.49,2550.47,2526.97
TCS,1h,EMA10/EMA20,2026-04-01 10:15:00,2446.5,,,2026-04-09 10:15:00,2563.8,2570.6,2552.4,2566.0,,,Between Slow & Fast EMA,35,2401.68,2397.49,2553.3,2530.69
TCS,1h,EMA10/EMA20,2026-04-01 10:15:00,2446.5,,,2026-04-09 14:15:00,2580.6,2595.4,2568.8,2588.6,,,Between Slow & Fast EMA,39,2401.68,2397.49,2572.71,2549.82
TCS,1h,EMA10/EMA20,2026-04-15 12:15:00,2545.7,,,2026-04-17 09:15:00,2570.0,2588.9,2555.9,2580.8,,,Between Slow & Fast EMA,11,2520.07,2518.66,2566.05,2552.66
TCS,1h,EMA10/EMA20,2026-04-15 12:15:00,2545.7,,,2026-04-20 11:15:00,2576.4,2593.0,2576.3,2588.8,,,Between Slow & Fast EMA,20,2520.07,2518.66,2578.83,2569.51
