Variant,SL %,Target %,R:R,Signals,Target Hit,SL Hit,Open,Win Rate %,Avg PnL %,Total PnL %,Avg Win %,Avg Loss %,Expectancy %,Profit Factor,Max Drawdown %,Calmar
All touches,2.25,6.0,2.67,559,98,455,6,17.7,-0.774,-432.39,5.86,-2.25,-0.782,0.58,-474.39,-0.91
All touches,2.25,6.5,2.89,559,89,464,6,16.1,-0.827,-462.14,6.34,-2.25,-0.835,0.56,-510.64,-0.91
All touches,2.25,7.0,3.11,559,82,470,7,14.9,-0.856,-478.34,6.75,-2.25,-0.864,0.55,-533.34,-0.9
All touches,2.25,7.5,3.33,559,81,470,8,14.7,-0.792,-442.84,7.16,-2.25,-0.8,0.58,-514.84,-0.86
All touches,2.25,8.0,3.56,559,71,480,8,12.9,-0.903,-504.84,7.58,-2.25,-0.911,0.53,-587.59,-0.86
All touches,2.25,8.5,3.78,559,64,484,11,11.7,-0.966,-540.27,8.0,-2.24,-0.975,0.51,-643.52,-0.84
All touches,2.25,9.0,4.0,559,57,490,12,10.4,-1.047,-585.16,8.41,-2.23,-1.055,0.47,-690.91,-0.85
All touches,2.25,9.5,4.22,559,56,491,12,10.2,-1.017,-568.41,8.85,-2.24,-1.025,0.49,-693.66,-0.82
All touches,2.25,10.0,4.44,559,52,495,12,9.5,-1.054,-589.41,9.27,-2.24,-1.062,0.47,-721.91,-0.82
All touches,2.25,10.5,4.67,559,43,501,15,7.9,-1.162,-649.3,9.45,-2.24,-1.17,0.43,-746.05,-0.87
All touches,2.25,11.0,4.89,559,40,504,15,7.4,-1.194,-667.55,9.8,-2.24,-1.202,0.41,-754.3,-0.88
All touches,2.25,11.5,5.11,559,39,505,15,7.2,-1.183,-661.3,10.19,-2.24,-1.191,0.42,-763.55,-0.87
All touches,2.25,12.0,5.33,559,38,506,15,7.0,-1.174,-656.05,10.57,-2.24,-1.182,0.43,-773.8,-0.85
All touches,2.25,12.5,5.56,559,36,508,15,6.6,-1.192,-666.55,10.92,-2.24,-1.2,0.42,-799.8,-0.83
All touches,2.25,13.0,5.78,559,35,509,15,6.4,-1.187,-663.8,11.29,-2.24,-1.195,0.42,-812.55,-0.82
All touches,2.25,13.5,6.0,559,35,509,15,6.4,-1.156,-646.3,11.69,-2.24,-1.164,0.44,-810.55,-0.8
All touches,2.25,14.0,6.22,559,33,509,17,6.1,-1.163,-650.07,11.6,-2.24,-1.171,0.43,-829.82,-0.78
All touches,2.25,14.5,6.44,559,33,509,17,6.1,-1.133,-633.57,11.99,-2.24,-1.141,0.45,-828.82,-0.76
All touches,2.25,15.0,6.67,559,32,510,17,5.9,-1.135,-634.32,12.31,-2.24,-1.143,0.45,-845.07,-0.75
All touches,2.5,3.0,1.2,559,208,347,4,37.5,-0.437,-244.43,2.99,-2.5,-0.446,0.72,-312.5,-0.78
All touches,2.5,3.5,1.4,559,190,365,4,34.2,-0.444,-248.43,3.48,-2.5,-0.453,0.73,-319.5,-0.78
All touches,2.5,4.0,1.6,559,181,374,4,32.6,-0.379,-211.93,3.98,-2.5,-0.388,0.77,-300.0,-0.71
All touches,2.5,4.5,1.8,559,163,391,5,29.4,-0.435,-243.2,4.46,-2.5,-0.444,0.75,-351.5,-0.69
All touches,2.5,5.0,2.0,559,149,405,5,26.9,-0.477,-266.7,4.95,-2.5,-0.486,0.74,-370.0,-0.72
All touches,2.5,5.5,2.2,559,125,428,6,22.6,-0.678,-379.14,5.41,-2.5,-0.687,0.65,-466.64,-0.81
All touches,2.5,6.0,2.4,559,113,440,6,20.4,-0.749,-418.64,5.88,-2.5,-0.758,0.62,-516.14,-0.81
All touches,2.5,6.5,2.6,559,103,450,6,18.6,-0.809,-452.14,6.36,-2.5,-0.818,0.6,-559.64,-0.81
All touches,2.5,7.0,2.8,559,96,456,7,17.4,-0.828,-462.84,6.78,-2.5,-0.837,0.59,-580.34,-0.8
All touches,2.5,7.5,3.0,559,95,456,8,17.2,-0.752,-420.34,7.21,-2.5,-0.761,0.63,-555.34,-0.76
All touches,2.5,8.0,3.2,559,84,467,8,15.2,-0.874,-488.34,7.64,-2.5,-0.883,0.58,-638.34,-0.77
All touches,2.5,8.5,3.4,559,77,471,11,14.1,-0.927,-518.27,8.08,-2.49,-0.936,0.56,-693.27,-0.75
All touches,2.5,9.0,3.6,559,68,478,13,12.5,-1.035,-578.81,8.5,-2.48,-1.044,0.52,-760.81,-0.76
All touches,2.5,9.5,3.8,559,65,481,13,11.9,-1.039,-580.81,8.94,-2.48,-1.048,0.52,-762.81,-0.76
All touches,2.5,10.0,4.0,559,60,485,14,11.0,-1.076,-601.39,9.32,-2.48,-1.085,0.51,-793.89,-0.76
All touches,2.5,10.5,4.2,559,51,491,17,9.4,-1.178,-658.78,9.54,-2.48,-1.187,0.47,-820.28,-0.8
All touches,2.5,11.0,4.4,559,48,494,17,8.9,-1.205,-673.78,9.92,-2.48,-1.214,0.46,-844.28,-0.8
All touches,2.5,11.5,4.6,559,47,495,17,8.7,-1.187,-663.78,10.32,-2.48,-1.196,0.47,-843.28,-0.79
All touches,2.5,12.0,4.8,559,46,496,17,8.5,-1.171,-654.78,10.71,-2.48,-1.18,0.47,-845.78,-0.77
All touches,2.5,12.5,5.0,559,44,498,17,8.1,-1.184,-661.78,11.08,-2.48,-1.193,0.47,-871.78,-0.76
All touches,2.5,13.0,5.2,559,43,499,17,7.9,-1.172,-655.28,11.46,-2.48,-1.181,0.48,-884.28,-0.74
All touches,2.5,13.5,5.4,559,43,499,17,7.9,-1.134,-633.78,11.88,-2.48,-1.143,0.49,-881.78,-0.72
All touches,2.5,14.0,5.6,559,41,499,19,7.6,-1.133,-633.55,11.88,-2.48,-1.142,0.49,-900.55,-0.7
All touches,2.5,14.5,5.8,559,41,499,19,7.6,-1.097,-613.05,12.28,-2.48,-1.106,0.51,-899.05,-0.68
All touches,2.5,15.0,6.0,559,40,500,19,7.4,-1.091,-610.05,12.63,-2.48,-1.1,0.51,-915.05,-0.67
All touches,2.75,3.0,1.09,559,216,339,4,38.9,-0.51,-285.18,2.99,-2.74,-0.52,0.69,-348.68,-0.82
All touches,2.75,3.5,1.27,559,198,357,4,35.7,-0.518,-289.68,3.48,-2.75,-0.528,0.71,-354.75,-0.82
All touches,2.75,4.0,1.45,559,189,366,4,34.1,-0.45,-251.43,3.98,-2.75,-0.46,0.75,-335.75,-0.75
All touches,2.75,4.5,1.64,559,170,384,5,30.7,-0.519,-290.2,4.46,-2.75,-0.529,0.73,-388.95,-0.75
All touches,2.75,5.0,1.82,559,156,398,5,28.2,-0.561,-313.7,4.95,-2.75,-0.571,0.71,-407.25,-0.77
All touches,2.75,5.5,2.0,559,130,423,6,23.5,-0.796,-444.89,5.41,-2.75,-0.806,0.62,-538.39,-0.83
All touches,2.75,6.0,2.18,559,118,435,6,21.3,-0.867,-484.89,5.89,-2.75,-0.877,0.59,-588.89,-0.82
All touches,2.75,6.5,2.36,559,108,445,6,19.5,-0.927,-518.39,6.36,-2.75,-0.937,0.58,-635.39,-0.82
All touches,2.75,7.0,2.55,559,100,452,7,18.1,-0.962,-537.84,6.79,-2.75,-0.972,0.57,-662.84,-0.81
All touches,2.75,7.5,2.73,559,99,452,8,18.0,-0.883,-493.34,7.22,-2.75,-0.892,0.6,-641.59,-0.77
All touches,2.75,8.0,2.91,559,88,463,8,16.0,-1.006,-562.09,7.66,-2.75,-1.015,0.56,-719.34,-0.78
All touches,2.75,8.5,3.09,559,81,467,11,14.8,-1.057,-591.02,8.1,-2.73,-1.067,0.54,-774.77,-0.76
All touches,2.75,9.0,3.27,559,71,475,13,13.0,-1.186,-663.06,8.52,-2.72,-1.196,0.49,-843.56,-0.79
All touches,2.75,9.5,3.45,559,68,478,13,12.5,-1.188,-664.31,8.96,-2.72,-1.198,0.5,-845.31,-0.79
All touches,2.75,10.0,3.64,559,63,482,14,11.6,-1.224,-684.39,9.35,-2.72,-1.234,0.49,-876.64,-0.78
All touches,2.75,10.5,3.82,559,54,488,17,10.0,-1.327,-741.78,9.59,-2.72,-1.337,0.45,-913.78,-0.81
All touches,2.75,11.0,4.0,559,50,492,17,9.2,-1.377,-769.78,9.95,-2.72,-1.387,0.43,-951.28,-0.81
All touches,2.75,11.5,4.18,559,49,493,17,9.0,-1.358,-759.03,10.36,-2.72,-1.368,0.44,-950.03,-0.8
All touches,2.75,12.0,4.36,559,48,494,17,8.9,-1.34,-749.28,10.76,-2.72,-1.35,0.45,-949.78,-0.79
All touches,2.75,12.5,4.55,559,46,496,17,8.5,-1.352,-755.78,11.13,-2.73,-1.362,0.45,-969.78,-0.78
All touches,2.75,13.0,4.73,559,45,497,17,8.3,-1.339,-748.53,11.52,-2.73,-1.349,0.45,-982.53,-0.76
All touches,2.75,13.5,4.91,559,45,497,17,8.3,-1.299,-726.03,11.94,-2.73,-1.309,0.47,-980.03,-0.74
All touches,2.75,14.0,5.09,559,43,497,19,8.0,-1.297,-724.8,11.96,-2.73,-1.306,0.47,-998.8,-0.73
All touches,2.75,14.5,5.27,559,43,497,19,8.0,-1.258,-703.3,12.36,-2.73,-1.268,0.49,-997.3,-0.71
All touches,2.75,15.0,5.45,559,42,498,19,7.8,-1.251,-699.55,12.72,-2.73,-1.261,0.49,-1013.55,-0.69
All touches,3.0,3.5,1.17,559,217,337,5,39.2,-0.455,-254.08,3.48,-2.99,-0.465,0.75,-323.5,-0.79
All touches,3.0,4.0,1.33,559,205,349,5,37.0,-0.411,-229.58,3.98,-2.99,-0.421,0.78,-301.0,-0.76
All touches,3.0,4.5,1.5,559,185,368,6,33.5,-0.487,-272.35,4.46,-2.99,-0.498,0.75,-352.5,-0.77
All touches,3.0,5.0,1.67,559,170,383,6,30.7,-0.536,-299.85,4.95,-2.99,-0.547,0.74,-382.0,-0.78
All touches,3.0,5.5,1.83,559,148,404,7,26.8,-0.709,-396.29,5.42,-2.99,-0.72,0.67,-488.5,-0.81
All touches,3.0,6.0,2.0,559,130,422,7,23.6,-0.866,-484.29,5.9,-2.99,-0.877,0.62,-594.0,-0.82
All touches,3.0,6.5,2.17,559,119,433,7,21.6,-0.937,-523.79,6.38,-2.99,-0.948,0.6,-640.5,-0.82
All touches,3.0,7.0,2.33,559,111,440,8,20.1,-0.965,-539.49,6.81,-2.99,-0.976,0.59,-666.0,-0.81
All touches,3.0,7.5,2.5,559,108,442,9,19.6,-0.913,-510.49,7.24,-2.99,-0.924,0.62,-652.99,-0.78
All touches,3.0,8.0,2.67,559,95,455,9,17.3,-1.072,-599.49,7.68,-2.99,-1.083,0.56,-754.49,-0.79
All touches,3.0,8.5,2.83,559,86,459,14,15.8,-1.153,-644.33,8.12,-2.97,-1.163,0.53,-826.83,-0.78
All touches,3.0,9.0,3.0,559,76,467,16,14.0,-1.281,-715.87,8.55,-2.96,-1.291,0.49,-895.87,-0.8
All touches,3.0,9.5,3.17,559,70,470,19,13.0,-1.296,-724.51,8.88,-2.96,-1.307,0.49,-905.51,-0.8
All touches,3.0,10.0,3.33,559,65,474,20,12.1,-1.332,-744.59,9.25,-2.96,-1.343,0.48,-937.59,-0.79
All touches,3.0,10.5,3.5,559,56,480,23,10.4,-1.436,-802.48,9.48,-2.96,-1.446,0.45,-971.98,-0.83
All touches,3.0,11.0,3.67,559,52,484,23,9.7,-1.486,-830.48,9.82,-2.96,-1.496,0.43,-1009.48,-0.82
All touches,3.0,11.5,3.83,559,51,485,23,9.5,-1.465,-818.98,10.21,-2.96,-1.476,0.44,-1007.48,-0.81
All touches,3.0,12.0,4.0,559,50,486,23,9.3,-1.446,-808.48,10.59,-2.96,-1.457,0.45,-1006.48,-0.8
All touches,3.0,12.5,4.17,559,48,488,23,9.0,-1.457,-814.48,10.94,-2.96,-1.468,0.45,-1033.48,-0.79
All touches,3.0,13.0,4.33,559,47,489,23,8.8,-1.443,-806.48,11.31,-2.96,-1.453,0.45,-1046.48,-0.77
All touches,3.0,13.5,4.5,559,47,489,23,8.8,-1.401,-782.98,11.71,-2.96,-1.411,0.47,-1043.98,-0.75
All touches,3.0,14.0,4.67,559,45,489,25,8.4,-1.397,-780.75,11.75,-2.96,-1.407,0.47,-1062.75,-0.73
All touches,3.0,14.5,4.83,559,45,489,25,8.4,-1.356,-758.25,12.13,-2.96,-1.367,0.49,-1061.25,-0.71
All touches,3.0,15.0,5.0,559,44,490,25,8.2,-1.348,-753.75,12.47,-2.96,-1.359,0.49,-1077.75,-0.7
All touches,3.25,3.5,1.08,559,229,325,5,41.3,-0.46,-257.33,3.49,-3.24,-0.472,0.76,-353.25,-0.73
All touches,3.25,4.0,1.23,559,215,339,5,38.8,-0.437,-244.33,3.98,-3.24,-0.449,0.78,-330.25,-0.74
All touches,3.25,4.5,1.38,559,190,363,6,34.4,-0.582,-325.6,4.46,-3.24,-0.594,0.72,-394.5,-0.83
All touches,3.25,5.0,1.54,559,178,375,6,32.2,-0.59,-329.6,4.95,-3.24,-0.601,0.73,-409.5,-0.8
All touches,3.25,5.5,1.69,559,153,399,7,27.7,-0.811,-453.54,5.42,-3.24,-0.823,0.65,-543.04,-0.84
All touches,3.25,6.0,1.85,559,134,418,7,24.3,-0.989,-552.79,5.9,-3.24,-1.0,0.59,-652.79,-0.85
All touches,3.25,6.5,2.0,559,123,429,7,22.3,-1.061,-593.04,6.38,-3.24,-1.072,0.58,-703.54,-0.84
All touches,3.25,7.0,2.15,559,115,435,9,20.9,-1.087,-607.53,6.82,-3.24,-1.098,0.57,-728.53,-0.83
All touches,3.25,7.5,2.31,559,112,437,10,20.4,-1.032,-577.03,7.25,-3.24,-1.044,0.6,-714.78,-0.81
All touches,3.25,8.0,2.46,559,99,450,10,18.0,-1.194,-667.28,7.69,-3.24,-1.205,0.55,-821.03,-0.81
All touches,3.25,8.5,2.62,559,90,454,15,16.5,-1.272,-711.12,8.14,-3.21,-1.284,0.52,-893.37,-0.8
All touches,3.25,9.0,2.77,559,80,462,17,14.8,-1.4,-782.66,8.57,-3.2,-1.412,0.48,-963.91,-0.81
All touches,3.25,9.5,2.92,559,74,465,20,13.7,-1.413,-790.05,8.91,-3.2,-1.425,0.48,-972.3,-0.81
All touches,3.25,10.0,3.08,559,68,470,21,12.6,-1.471,-822.38,9.28,-3.2,-1.483,0.46,-1017.13,-0.81
All touches,3.25,10.5,3.23,559,59,476,24,11.0,-1.575,-880.27,9.52,-3.2,-1.586,0.43,-1047.27,-0.84
All touches,3.25,11.0,3.38,559,55,480,24,10.3,-1.624,-907.77,9.87,-3.2,-1.635,0.42,-1084.27,-0.84
All touches,3.25,11.5,3.54,559,54,481,24,10.1,-1.601,-895.02,10.27,-3.2,-1.613,0.43,-1082.02,-0.83
All touches,3.25,12.0,3.69,559,53,482,24,9.9,-1.58,-883.27,10.65,-3.2,-1.592,0.44,-1086.27,-0.81
All touches,3.25,12.5,3.85,559,51,484,24,9.5,-1.589,-888.27,11.02,-3.2,-1.6,0.44,-1113.27,-0.8
All touches,3.25,13.0,4.0,559,50,485,24,9.3,-1.572,-879.02,11.4,-3.2,-1.584,0.45,-1126.02,-0.78
All touches,3.25,13.5,4.15,559,50,485,24,9.3,-1.528,-854.02,11.8,-3.2,-1.539,0.46,-1123.02,-0.76
All touches,3.25,14.0,4.31,559,47,486,26,8.8,-1.552,-867.54,11.82,-3.2,-1.563,0.45,-1158.54,-0.75
All touches,3.25,14.5,4.46,559,47,486,26,8.8,-1.51,-844.04,12.21,-3.2,-1.521,0.47,-1157.04,-0.73
All touches,3.25,15.0,4.62,559,46,487,26,8.6,-1.501,-838.79,12.55,-3.2,-1.512,0.47,-1173.79,-0.71
All touches,3.5,4.0,1.14,559,235,319,5,42.4,-0.32,-179.08,3.98,-3.49,-0.333,0.84,-314.0,-0.57
All touches,3.5,4.5,1.29,559,206,347,6,37.3,-0.516,-288.35,4.47,-3.49,-0.528,0.76,-403.5,-0.71
All touches,3.5,5.0,1.43,559,193,360,6,34.9,-0.529,-295.85,4.96,-3.49,-0.542,0.77,-425.0,-0.7
All touches,3.5,5.5,1.57,559,165,387,7,29.9,-0.797,-445.29,5.43,-3.49,-0.809,0.67,-571.29,-0.78
All touches,3.5,6.0,1.71,559,146,406,7,26.4,-0.972,-543.29,5.91,-3.49,-0.984,0.62,-694.79,-0.78
All touches,3.5,6.5,1.86,559,135,417,7,24.5,-1.038,-580.29,6.39,-3.49,-1.051,0.6,-749.29,-0.77
All touches,3.5,7.0,2.0,559,127,423,9,23.1,-1.056,-590.28,6.83,-3.49,-1.068,0.6,-768.78,-0.77
All touches,3.5,7.5,2.14,559,124,425,10,22.6,-0.992,-554.28,7.27,-3.49,-1.004,0.63,-766.28,-0.72
All touches,3.5,8.0,2.29,559,112,437,10,20.4,-1.128,-630.28,7.73,-3.49,-1.14,0.59,-875.78,-0.72
All touches,3.5,8.5,2.43,559,103,441,15,18.9,-1.196,-668.62,8.18,-3.46,-1.208,0.57,-947.62,-0.71
All touches,3.5,9.0,2.57,559,93,449,17,17.2,-1.316,-735.66,8.62,-3.44,-1.328,0.53,-1019.16,-0.72
All touches,3.5,9.5,2.71,559,87,452,20,16.1,-1.319,-737.3,8.99,-3.44,-1.331,0.54,-1026.3,-0.72
All touches,3.5,10.0,2.86,559,81,457,21,15.1,-1.367,-764.38,9.38,-3.44,-1.38,0.52,-1070.38,-0.71
All touches,3.5,10.5,3.0,559,72,463,24,13.5,-1.462,-817.27,9.67,-3.45,-1.474,0.5,-1097.27,-0.74
All touches,3.5,11.0,3.14,559,68,467,24,12.7,-1.501,-839.27,10.06,-3.45,-1.514,0.49,-1118.27,-0.75
All touches,3.5,11.5,3.29,559,67,468,24,12.5,-1.467,-820.27,10.47,-3.45,-1.48,0.5,-1126.27,-0.73
All touches,3.5,12.0,3.43,559,67,468,24,12.5,-1.407,-786.77,10.89,-3.45,-1.42,0.52,-1119.77,-0.7
All touches,3.5,12.5,3.57,559,65,470,24,12.1,-1.405,-785.27,11.29,-3.45,-1.417,0.53,-1145.27,-0.69
All touches,3.5,13.0,3.71,559,64,471,24,12.0,-1.376,-769.27,11.69,-3.45,-1.388,0.54,-1156.27,-0.67
All touches,3.5,13.5,3.86,559,64,471,24,12.0,-1.319,-737.27,12.11,-3.45,-1.331,0.56,-1151.27,-0.64
All touches,3.5,14.0,4.0,559,60,473,26,11.3,-1.362,-761.54,12.21,-3.45,-1.375,0.54,-1202.54,-0.63
All touches,3.5,14.5,4.14,559,60,473,26,11.3,-1.309,-731.54,12.61,-3.45,-1.321,0.56,-1199.54,-0.61
All touches,3.5,15.0,4.29,559,59,474,26,11.1,-1.288,-720.04,12.99,-3.45,-1.3,0.57,-1215.04,-0.59
All touches,3.75,4.0,1.07,559,241,313,5,43.5,-0.38,-212.33,3.98,-3.73,-0.393,0.82,-363.0,-0.58
All touches,3.75,4.5,1.2,559,212,341,6,38.3,-0.582,-325.6,4.47,-3.74,-0.596,0.75,-456.85,-0.71
All touches,3.75,5.0,1.33,559,199,354,6,36.0,-0.596,-333.35,4.96,-3.74,-0.61,0.75,-480.0,-0.69
All touches,3.75,5.5,1.47,559,171,381,7,31.0,-0.87,-486.54,5.43,-3.74,-0.884,0.66,-631.04,-0.77
All touches,3.75,6.0,1.6,559,152,400,7,27.5,-1.049,-586.29,5.91,-3.74,-1.062,0.61,-758.04,-0.77
All touches,3.75,6.5,1.73,559,141,411,7,25.5,-1.115,-623.04,6.39,-3.74,-1.128,0.6,-813.04,-0.77
All touches,3.75,7.0,1.87,559,133,417,9,24.2,-1.13,-631.53,6.84,-3.73,-1.143,0.6,-833.28,-0.76
All touches,3.75,7.5,2.0,559,130,419,10,23.7,-1.061,-593.03,7.28,-3.74,-1.074,0.62,-829.28,-0.72
All touches,3.75,8.0,2.13,559,118,431,10,21.5,-1.197,-669.03,7.74,-3.74,-1.21,0.59,-940.78,-0.71
All touches,3.75,8.5,2.27,559,108,436,15,19.9,-1.284,-717.62,8.2,-3.7,-1.297,0.56,-1024.87,-0.7
All touches,3.75,9.0,2.4,559,98,444,17,18.1,-1.403,-784.16,8.64,-3.69,-1.416,0.53,-1098.41,-0.71
All touches,3.75,9.5,2.53,559,92,447,20,17.1,-1.403,-784.05,9.02,-3.69,-1.416,0.53,-1105.3,-0.71
All touches,3.75,10.0,2.67,559,86,452,21,16.0,-1.449,-809.88,9.42,-3.69,-1.462,0.52,-1149.88,-0.7
All touches,3.75,10.5,2.8,559,77,458,24,14.4,-1.542,-861.77,9.72,-3.69,-1.555,0.5,-1176.77,-0.73
All touches,3.75,11.0,2.93,559,73,462,24,13.6,-1.578,-882.27,10.11,-3.69,-1.592,0.49,-1197.77,-0.74
All touches,3.75,11.5,3.07,559,72,463,24,13.5,-1.54,-861.02,10.53,-3.69,-1.553,0.51,-1205.52,-0.71
All touches,3.75,12.0,3.2,559,72,463,24,13.5,-1.476,-825.02,10.96,-3.69,-1.489,0.53,-1198.52,-0.69
All touches,3.75,12.5,3.33,559,70,465,24,13.1,-1.47,-821.52,11.36,-3.69,-1.483,0.53,-1224.02,-0.67
All touches,3.75,13.0,3.47,559,69,466,24,12.9,-1.437,-803.27,11.77,-3.69,-1.45,0.54,-1234.77,-0.65
All touches,3.75,13.5,3.6,559,69,466,24,12.9,-1.375,-768.77,12.2,-3.69,-1.388,0.56,-1229.27,-0.63
All touches,3.75,14.0,3.73,559,65,468,26,12.2,-1.415,-791.04,12.32,-3.69,-1.428,0.55,-1280.54,-0.62
All touches,3.75,14.5,3.87,559,65,468,26,12.2,-1.357,-758.54,12.73,-3.69,-1.37,0.57,-1277.04,-0.59
All touches,3.75,15.0,4.0,559,64,469,26,12.0,-1.332,-744.79,13.12,-3.69,-1.346,0.58,-1292.29,-0.58
All touches,4.0,4.5,1.12,559,220,332,7,39.9,-0.612,-341.93,4.47,-3.98,-0.626,0.74,-486.0,-0.7
All touches,4.0,5.0,1.25,559,207,345,7,37.5,-0.624,-348.93,4.96,-3.98,-0.638,0.75,-511.0,-0.68
All touches,4.0,5.5,1.38,559,179,372,8,32.5,-0.903,-504.87,5.43,-3.98,-0.917,0.66,-657.0,-0.77
All touches,4.0,6.0,1.5,559,160,391,8,29.0,-1.083,-605.37,5.92,-3.98,-1.097,0.61,-786.0,-0.77
All touches,4.0,6.5,1.62,559,149,402,8,27.0,-1.146,-640.87,6.4,-3.98,-1.161,0.6,-842.5,-0.76
All touches,4.0,7.0,1.75,559,141,408,10,25.7,-1.157,-646.86,6.85,-3.98,-1.171,0.61,-859.49,-0.75
All touches,4.0,7.5,1.88,559,138,410,11,25.2,-1.082,-604.86,7.29,-3.98,-1.096,0.63,-860.49,-0.7
All touches,4.0,8.0,2.0,559,126,421,12,23.0,-1.213,-678.06,7.76,-3.98,-1.227,0.6,-964.69,-0.7
All touches,4.0,8.5,2.12,559,110,428,21,20.4,-1.363,-761.68,8.1,-3.94,-1.377,0.56,-1073.53,-0.71
All touches,4.0,9.0,2.25,559,100,436,23,18.7,-1.483,-829.22,8.53,-3.93,-1.497,0.53,-1149.07,-0.72
All touches,4.0,9.5,2.38,559,94,439,26,17.6,-1.483,-828.86,8.88,-3.93,-1.497,0.53,-1155.71,-0.72
All touches,4.0,10.0,2.5,559,88,444,27,16.5,-1.529,-854.94,9.26,-3.93,-1.543,0.52,-1200.79,-0.71
All touches,4.0,10.5,2.62,559,81,448,30,15.3,-1.571,-878.33,9.57,-3.93,-1.585,0.51,-1227.68,-0.72
All touches,4.0,11.0,2.75,559,77,452,30,14.6,-1.606,-897.83,9.94,-3.93,-1.62,0.51,-1248.68,-0.72
All touches,4.0,11.5,2.88,559,77,452,30,14.6,-1.537,-859.33,10.36,-3.93,-1.551,0.53,-1240.68,-0.69
All touches,4.0,12.0,3.0,559,77,452,30,14.6,-1.468,-820.83,10.77,-3.93,-1.482,0.55,-1232.68,-0.67
All touches,4.0,12.5,3.12,559,75,454,30,14.2,-1.459,-815.33,11.16,-3.93,-1.473,0.55,-1257.68,-0.65
All touches,4.0,13.0,3.25,559,74,455,30,14.0,-1.422,-794.83,11.55,-3.93,-1.436,0.57,-1267.68,-0.63
All touches,4.0,13.5,3.38,559,74,455,30,14.0,-1.356,-757.83,11.96,-3.93,-1.37,0.59,-1261.18,-0.6
All touches,4.0,14.0,3.5,559,70,457,32,13.3,-1.392,-778.1,12.1,-3.93,-1.406,0.58,-1311.95,-0.59
All touches,4.0,14.5,3.62,559,70,457,32,13.3,-1.329,-743.1,12.49,-3.93,-1.343,0.6,-1307.45,-0.57
All touches,4.0,15.0,3.75,559,69,458,32,13.1,-1.301,-727.1,12.87,-3.93,-1.315,0.61,-1321.95,-0.55
All touches,4.25,4.5,1.06,559,225,326,8,40.8,-0.68,-380.28,4.47,-4.23,-0.695,0.73,-520.25,-0.73
All touches,4.25,5.0,1.18,559,213,338,8,38.7,-0.678,-378.78,4.96,-4.23,-0.693,0.74,-546.0,-0.69
All touches,4.25,5.5,1.29,559,185,365,9,33.6,-0.963,-538.47,5.44,-4.23,-0.978,0.65,-709.75,-0.76
All touches,4.25,6.0,1.41,559,167,383,9,30.4,-1.128,-630.47,5.92,-4.23,-1.143,0.61,-843.25,-0.75
All touches,4.25,6.5,1.53,559,156,394,9,28.4,-1.19,-665.22,6.4,-4.23,-1.205,0.6,-899.25,-0.74
All touches,4.25,7.0,1.65,559,148,400,11,27.0,-1.197,-669.21,6.86,-4.23,-1.212,0.61,-919.99,-0.73
All touches,4.25,7.5,1.76,559,145,402,12,26.5,-1.117,-624.21,7.3,-4.23,-1.132,0.64,-915.24,-0.68
All touches,4.25,8.0,1.88,559,132,413,14,24.2,-1.252,-699.61,7.75,-4.22,-1.267,0.6,-1029.39,-0.68
All touches,4.25,8.5,2.0,559,116,420,23,21.6,-1.399,-781.98,8.1,-4.18,-1.414,0.57,-1138.48,-0.69
All touches,4.25,9.0,2.12,559,106,428,25,19.9,-1.518,-848.52,8.52,-4.17,-1.533,0.54,-1216.02,-0.7
All touches,4.25,9.5,2.24,559,100,431,28,18.8,-1.513,-845.91,8.88,-4.17,-1.528,0.54,-1222.41,-0.69
All touches,4.25,10.0,2.35,559,94,436,29,17.7,-1.557,-870.24,9.27,-4.17,-1.572,0.53,-1267.99,-0.69
All touches,4.25,10.5,2.47,559,88,439,32,16.7,-1.569,-876.88,9.59,-4.17,-1.584,0.53,-1280.13,-0.68
All touches,4.25,11.0,2.59,559,84,443,32,15.9,-1.599,-893.88,9.97,-4.17,-1.614,0.53,-1300.63,-0.69
All touches,4.25,11.5,2.71,559,84,443,32,15.9,-1.524,-851.88,10.38,-4.17,-1.539,0.55,-1291.63,-0.66
All touches,4.25,12.0,2.82,559,84,443,32,15.9,-1.449,-809.88,10.8,-4.17,-1.464,0.57,-1282.63,-0.63
All touches,4.25,12.5,2.94,559,82,445,32,15.6,-1.434,-801.38,11.19,-4.17,-1.449,0.58,-1307.13,-0.61
All touches,4.25,13.0,3.06,559,81,446,32,15.4,-1.391,-777.63,11.59,-4.17,-1.406,0.59,-1316.63,-0.59
All touches,4.25,13.5,3.18,559,81,446,32,15.4,-1.319,-737.13,12.0,-4.17,-1.334,0.61,-1309.63,-0.56
All touches,4.25,14.0,3.29,559,77,448,34,14.7,-1.35,-754.4,12.16,-4.17,-1.364,0.61,-1360.4,-0.55
All touches,4.25,14.5,3.41,559,76,449,34,14.5,-1.314,-734.65,12.54,-4.17,-1.329,0.62,-1374.15,-0.53
All touches,4.25,15.0,3.53,559,75,450,34,14.3,-1.281,-715.9,12.92,-4.17,-1.296,0.63,-1388.9,-0.52
All touches,4.5,5.0,1.11,559,214,337,8,38.8,-0.812,-453.78,4.96,-4.47,-0.828,0.7,-599.0,-0.76
All touches,4.5,5.5,1.22,559,186,364,9,33.8,-1.109,-619.72,5.44,-4.48,-1.125,0.62,-775.5,-0.8
