Variant,SL %,Target %,R:R,Signals,Target Hit,SL Hit,Open,Win Rate %,Avg PnL %,Total PnL %,Avg Win %,Avg Loss %,Expectancy %,Profit Factor,Max Drawdown %,Calmar
First-1,1.0,9.0,9.0,128,14,110,4,11.3,0.173,22.09,7.77,-1.0,0.165,1.2,-43.0,0.51
First-1,1.0,9.5,9.5,128,13,111,4,10.5,0.145,18.59,8.1,-1.0,0.137,1.17,-41.5,0.45
First-1,1.0,10.0,10.0,128,12,112,4,9.7,0.11,14.09,8.41,-1.0,0.102,1.13,-51.0,0.28
First-1,1.0,10.5,10.5,128,8,116,4,6.5,-0.202,-25.91,8.19,-1.0,-0.21,0.78,-63.0,-0.41
First-1,1.0,11.0,11.0,128,6,118,4,4.8,-0.359,-45.91,8.01,-1.0,-0.366,0.61,-69.0,-0.67
First-1,1.0,11.5,11.5,128,6,118,4,4.8,-0.335,-42.91,8.34,-1.0,-0.343,0.64,-68.0,-0.63
First-1,1.0,12.0,12.0,128,6,118,4,4.8,-0.312,-39.91,8.68,-1.0,-0.32,0.66,-67.0,-0.6
First-1,1.0,12.5,12.5,128,5,119,4,4.0,-0.394,-50.41,8.57,-1.0,-0.402,0.58,-79.5,-0.63
First-1,1.0,13.0,13.0,128,5,119,4,4.0,-0.374,-47.91,8.89,-1.0,-0.382,0.6,-79.0,-0.61
First-1,1.0,13.5,13.5,128,5,119,4,4.0,-0.355,-45.41,9.2,-1.0,-0.363,0.62,-78.5,-0.58
First-1,1.0,14.0,14.0,128,4,119,5,3.3,-0.418,-53.53,8.18,-1.0,-0.426,0.55,-83.82,-0.64
First-1,1.0,14.5,14.5,128,4,119,5,3.3,-0.403,-51.53,8.43,-1.0,-0.41,0.57,-83.32,-0.62
First-1,1.0,15.0,15.0,128,4,119,5,3.3,-0.387,-49.53,8.68,-1.0,-0.395,0.58,-82.82,-0.6
First-1,1.25,1.5,1.2,128,56,67,1,45.5,-0.591,-75.67,1.54,-2.39,-0.61,0.54,-92.39,-0.82
First-1,1.25,2.0,1.6,128,48,79,1,37.8,-0.021,-2.75,2.0,-1.25,-0.031,0.97,-28.5,-0.1
First-1,1.25,2.5,2.0,128,40,87,1,31.5,-0.068,-8.75,2.5,-1.25,-0.078,0.92,-50.0,-0.18
First-1,1.25,3.0,2.4,128,36,91,1,28.3,-0.045,-5.75,3.0,-1.25,-0.055,0.95,-52.25,-0.11
First-1,1.25,3.5,2.8,128,36,91,1,28.3,0.096,12.25,3.5,-1.25,0.086,1.11,-48.25,0.25
First-1,1.25,4.0,3.2,128,35,92,1,27.6,0.195,25.0,4.0,-1.25,0.186,1.22,-45.75,0.55
First-1,1.25,4.5,3.6,128,31,95,2,24.6,0.176,22.48,4.41,-1.25,0.166,1.19,-46.0,0.49
First-1,1.25,5.0,4.0,128,30,96,2,23.8,0.248,31.73,4.89,-1.25,0.238,1.26,-43.75,0.73
First-1,1.25,5.5,4.4,128,27,98,3,21.6,0.237,30.29,5.27,-1.25,0.227,1.25,-42.75,0.71
First-1,1.25,6.0,4.8,128,24,101,3,19.2,0.172,22.04,5.7,-1.25,0.162,1.17,-50.25,0.44
First-1,1.25,6.5,5.2,128,23,102,3,18.4,0.205,26.29,6.15,-1.25,0.196,1.21,-50.0,0.53
First-1,1.25,7.0,5.6,128,20,104,4,16.1,0.126,16.09,6.35,-1.25,0.116,1.12,-50.75,0.32
First-1,1.25,7.5,6.0,128,20,104,4,16.1,0.204,26.09,6.79,-1.25,0.194,1.2,-50.0,0.52
First-1,1.25,8.0,6.4,128,19,105,4,15.3,0.21,26.84,7.19,-1.25,0.2,1.2,-54.25,0.49
First-1,1.25,8.5,6.8,128,15,109,4,12.1,-0.021,-2.66,7.42,-1.25,-0.031,0.98,-66.95,-0.04
First-1,1.25,9.0,7.2,128,14,110,4,11.3,-0.042,-5.41,7.77,-1.25,-0.052,0.96,-64.45,-0.08
First-1,1.25,9.5,7.6,128,13,111,4,10.5,-0.072,-9.16,8.1,-1.25,-0.081,0.93,-61.95,-0.15
First-1,1.25,10.0,8.0,128,12,112,4,9.7,-0.109,-13.91,8.41,-1.25,-0.118,0.9,-70.7,-0.2
First-1,1.25,10.5,8.4,128,8,116,4,6.5,-0.429,-54.91,8.19,-1.25,-0.439,0.62,-85.45,-0.64
First-1,1.25,11.0,8.8,128,6,118,4,4.8,-0.589,-75.41,8.01,-1.25,-0.599,0.49,-95.45,-0.79
First-1,1.25,11.5,9.2,128,6,118,4,4.8,-0.566,-72.41,8.34,-1.25,-0.575,0.51,-93.45,-0.77
First-1,1.25,12.0,9.6,128,6,118,4,4.8,-0.542,-69.41,8.68,-1.25,-0.552,0.53,-91.5,-0.76
First-1,1.25,12.5,10.0,128,5,119,4,4.0,-0.626,-80.16,8.57,-1.25,-0.636,0.46,-103.75,-0.77
First-1,1.25,13.0,10.4,128,5,119,4,4.0,-0.607,-77.66,8.89,-1.25,-0.616,0.48,-102.75,-0.76
First-1,1.25,13.5,10.8,128,5,119,4,4.0,-0.587,-75.16,9.2,-1.25,-0.597,0.49,-101.75,-0.74
First-1,1.25,14.0,11.2,128,4,119,5,3.3,-0.651,-83.28,8.18,-1.25,-0.66,0.44,-109.57,-0.76
First-1,1.25,14.5,11.6,128,4,119,5,3.3,-0.635,-81.28,8.43,-1.25,-0.645,0.45,-109.07,-0.75
First-1,1.25,15.0,12.0,128,4,119,5,3.3,-0.619,-79.28,8.68,-1.25,-0.629,0.47,-108.57,-0.73
First-1,1.5,2.0,1.33,128,56,70,2,44.4,0.047,6.01,2.0,-1.49,0.035,1.06,-28.0,0.21
First-1,1.5,2.5,1.67,128,46,80,2,36.5,-0.047,-5.99,2.5,-1.49,-0.058,0.95,-56.5,-0.11
First-1,1.5,3.0,2.0,128,40,86,2,31.7,-0.078,-9.99,3.0,-1.49,-0.09,0.92,-57.0,-0.18
First-1,1.5,3.5,2.33,128,40,86,2,31.7,0.078,10.01,3.5,-1.49,0.067,1.08,-53.0,0.19
First-1,1.5,4.0,2.67,128,39,87,2,31.0,0.191,24.51,4.0,-1.49,0.18,1.19,-52.0,0.47
First-1,1.5,4.5,3.0,128,35,90,3,28.0,0.182,23.24,4.42,-1.49,0.17,1.17,-51.0,0.46
First-1,1.5,5.0,3.33,128,33,92,3,26.4,0.217,27.74,4.9,-1.49,0.205,1.2,-53.0,0.52
First-1,1.5,5.5,3.67,128,29,95,4,23.4,0.159,20.3,5.28,-1.49,0.147,1.14,-53.0,0.38
First-1,1.5,6.0,4.0,128,26,98,4,21.0,0.096,12.3,5.72,-1.49,0.084,1.08,-64.5,0.19
First-1,1.5,6.5,4.33,128,25,99,4,20.2,0.135,17.3,6.18,-1.49,0.123,1.12,-62.5,0.28
First-1,1.5,7.0,4.67,128,22,101,5,17.9,0.059,7.6,6.4,-1.5,0.048,1.05,-67.0,0.11
First-1,1.5,7.5,5.0,128,22,101,5,17.9,0.145,18.6,6.84,-1.5,0.134,1.12,-64.5,0.29
First-1,1.5,8.0,5.33,128,20,103,5,16.3,0.083,10.6,7.22,-1.5,0.071,1.07,-71.5,0.15
First-1,1.5,8.5,5.67,128,16,106,6,13.1,-0.144,-18.47,7.48,-1.49,-0.156,0.88,-88.27,-0.21
First-1,1.5,9.0,6.0,128,15,107,6,12.3,-0.164,-20.97,7.84,-1.49,-0.175,0.87,-85.77,-0.24
First-1,1.5,9.5,6.33,128,15,107,6,12.3,-0.105,-13.47,8.26,-1.49,-0.117,0.92,-83.27,-0.16
First-1,1.5,10.0,6.67,128,14,108,6,11.5,-0.136,-17.47,8.59,-1.49,-0.148,0.89,-92.27,-0.19
First-1,1.5,10.5,7.0,128,10,112,6,8.2,-0.457,-58.47,8.55,-1.49,-0.468,0.66,-105.27,-0.56
First-1,1.5,11.0,7.33,128,8,114,6,6.6,-0.613,-78.47,8.55,-1.49,-0.625,0.55,-103.77,-0.76
First-1,1.5,11.5,7.67,128,8,114,6,6.6,-0.582,-74.47,8.92,-1.49,-0.593,0.57,-102.27,-0.73
First-1,1.5,12.0,8.0,128,8,114,6,6.6,-0.551,-70.47,9.28,-1.49,-0.562,0.59,-100.77,-0.7
First-1,1.5,12.5,8.33,128,7,115,6,5.7,-0.629,-80.47,9.36,-1.49,-0.64,0.54,-113.27,-0.71
First-1,1.5,13.0,8.67,128,7,115,6,5.7,-0.601,-76.97,9.71,-1.49,-0.613,0.56,-112.27,-0.69
First-1,1.5,13.5,9.0,128,7,115,6,5.7,-0.574,-73.47,10.06,-1.49,-0.586,0.58,-111.27,-0.66
First-1,1.5,14.0,9.33,128,6,115,7,5.0,-0.63,-80.59,9.35,-1.49,-0.641,0.54,-120.89,-0.67
First-1,1.5,14.5,9.67,128,6,115,7,5.0,-0.606,-77.59,9.65,-1.49,-0.618,0.55,-120.39,-0.64
First-1,1.5,15.0,10.0,128,6,115,7,5.0,-0.583,-74.59,9.95,-1.49,-0.594,0.57,-119.89,-0.62
First-1,1.75,2.0,1.14,128,58,67,3,46.4,-0.017,-2.18,1.97,-1.74,-0.031,0.98,-31.25,-0.07
First-1,1.75,2.5,1.43,128,47,78,3,37.6,-0.156,-19.93,2.45,-1.74,-0.169,0.86,-65.0,-0.31
First-1,1.75,3.0,1.71,128,43,82,3,34.4,-0.121,-15.43,2.93,-1.74,-0.134,0.89,-66.75,-0.23
First-1,1.75,3.5,2.0,128,43,82,3,34.4,0.047,6.07,3.42,-1.74,0.034,1.04,-63.0,0.1
First-1,1.75,4.0,2.29,128,42,83,3,33.6,0.17,21.82,3.91,-1.74,0.157,1.15,-62.0,0.35
First-1,1.75,4.5,2.57,128,38,86,4,30.6,0.166,21.3,4.32,-1.74,0.153,1.14,-61.0,0.35
First-1,1.75,5.0,2.86,128,36,88,4,29.0,0.209,26.8,4.78,-1.74,0.196,1.17,-63.5,0.42
First-1,1.75,5.5,3.14,128,32,91,5,26.0,0.157,20.11,5.15,-1.74,0.144,1.13,-62.5,0.32
First-1,1.75,6.0,3.43,128,29,94,5,23.6,0.1,12.86,5.57,-1.74,0.087,1.08,-72.5,0.18
First-1,1.75,6.5,3.71,128,28,95,5,22.8,0.149,19.11,6.01,-1.74,0.136,1.11,-70.5,0.27
First-1,1.75,7.0,4.0,128,25,97,6,20.5,0.081,10.41,6.25,-1.74,0.068,1.06,-75.25,0.14
First-1,1.75,7.5,4.29,128,25,97,6,20.5,0.179,22.91,6.68,-1.74,0.165,1.13,-72.25,0.32
First-1,1.75,8.0,4.57,128,23,99,6,18.9,0.124,15.91,7.04,-1.74,0.111,1.09,-79.75,0.2
First-1,1.75,8.5,4.86,128,19,102,7,15.7,-0.097,-12.41,7.29,-1.73,-0.11,0.93,-100.02,-0.12
First-1,1.75,9.0,5.14,128,18,103,7,14.9,-0.107,-13.66,7.64,-1.73,-0.12,0.92,-97.02,-0.14
First-1,1.75,9.5,5.43,128,18,103,7,14.9,-0.036,-4.66,8.05,-1.73,-0.05,0.97,-94.02,-0.05
First-1,1.75,10.0,5.71,128,17,104,7,14.0,-0.058,-7.41,8.39,-1.73,-0.071,0.96,-102.77,-0.07
First-1,1.75,10.5,6.0,128,13,108,7,10.7,-0.374,-47.91,8.39,-1.73,-0.388,0.75,-116.02,-0.41
First-1,1.75,11.0,6.29,128,11,110,7,9.1,-0.523,-66.91,8.48,-1.73,-0.536,0.66,-114.02,-0.59
First-1,1.75,11.5,6.57,128,11,110,7,9.1,-0.48,-61.41,8.84,-1.73,-0.493,0.68,-112.02,-0.55
First-1,1.75,12.0,6.86,128,11,110,7,9.1,-0.437,-55.91,9.21,-1.73,-0.45,0.71,-110.02,-0.51
First-1,1.75,12.5,7.14,128,10,111,7,8.3,-0.505,-64.66,9.37,-1.73,-0.519,0.67,-122.27,-0.53
First-1,1.75,13.0,7.43,128,10,111,7,8.3,-0.466,-59.66,9.72,-1.73,-0.48,0.7,-120.77,-0.49
First-1,1.75,13.5,7.71,128,10,111,7,8.3,-0.427,-54.66,10.08,-1.73,-0.441,0.72,-119.27,-0.46
First-1,1.75,14.0,8.0,128,9,111,8,7.5,-0.471,-60.28,9.68,-1.73,-0.484,0.69,-128.39,-0.47
First-1,1.75,14.5,8.29,128,9,111,8,7.5,-0.436,-55.78,10.0,-1.73,-0.449,0.72,-127.39,-0.44
First-1,1.75,15.0,8.57,128,8,112,8,6.7,-0.531,-68.03,9.96,-1.73,-0.545,0.66,-143.14,-0.48
First-1,2.0,2.5,1.25,128,51,74,3,40.8,-0.167,-21.43,2.45,-1.99,-0.183,0.86,-70.5,-0.3
First-1,2.0,3.0,1.5,128,45,80,3,36.0,-0.203,-25.93,2.94,-1.99,-0.218,0.84,-76.0,-0.34
First-1,2.0,3.5,1.75,128,44,81,3,35.2,-0.07,-8.93,3.42,-1.99,-0.085,0.95,-70.0,-0.13
First-1,2.0,4.0,2.0,128,43,82,3,34.4,0.055,7.07,3.91,-1.99,0.04,1.04,-66.0,0.11
First-1,2.0,4.5,2.25,128,39,85,4,31.5,0.049,6.3,4.32,-1.99,0.034,1.04,-64.5,0.1
First-1,2.0,5.0,2.5,128,37,87,4,29.8,0.092,11.8,4.79,-1.99,0.077,1.07,-67.0,0.18
First-1,2.0,5.5,2.75,128,33,90,5,26.8,0.038,4.86,5.16,-1.99,0.022,1.03,-68.5,0.07
First-1,2.0,6.0,3.0,128,29,94,5,23.6,-0.083,-10.64,5.57,-1.99,-0.099,0.94,-88.0,-0.12
First-1,2.0,6.5,3.25,128,28,95,5,22.8,-0.036,-4.64,6.01,-1.99,-0.052,0.98,-85.0,-0.05
First-1,2.0,7.0,3.5,128,25,97,6,20.5,-0.108,-13.84,6.25,-1.99,-0.124,0.93,-93.0,-0.15
First-1,2.0,7.5,3.75,128,25,97,6,20.5,-0.01,-1.34,6.68,-1.99,-0.026,0.99,-89.5,-0.01
First-1,2.0,8.0,4.0,128,23,99,6,18.9,-0.069,-8.84,7.04,-1.99,-0.085,0.96,-98.0,-0.09
First-1,2.0,8.5,4.25,128,19,101,8,15.8,-0.288,-36.84,7.29,-1.97,-0.303,0.82,-120.7,-0.31
First-1,2.0,9.0,4.5,128,18,102,8,15.0,-0.3,-38.34,7.64,-1.97,-0.315,0.81,-117.7,-0.33
First-1,2.0,9.5,4.75,128,18,102,8,15.0,-0.229,-29.34,8.05,-1.97,-0.245,0.86,-114.7,-0.26
First-1,2.0,10.0,5.0,128,17,103,8,14.2,-0.253,-32.34,8.39,-1.97,-0.268,0.84,-123.7,-0.26
First-1,2.0,10.5,5.25,128,13,107,8,10.8,-0.577,-73.84,8.39,-1.97,-0.592,0.66,-137.7,-0.54
First-1,2.0,11.0,5.5,128,11,109,8,9.2,-0.729,-93.34,8.48,-1.97,-0.745,0.58,-138.7,-0.67
First-1,2.0,11.5,5.75,128,11,109,8,9.2,-0.686,-87.84,8.84,-1.97,-0.702,0.6,-135.2,-0.65
First-1,2.0,12.0,6.0,128,11,109,8,9.2,-0.643,-82.34,9.21,-1.97,-0.659,0.63,-131.7,-0.63
First-1,2.0,12.5,6.25,128,10,110,8,8.3,-0.714,-91.34,9.37,-1.97,-0.729,0.59,-144.2,-0.63
First-1,2.0,13.0,6.5,128,10,110,8,8.3,-0.675,-86.34,9.72,-1.97,-0.69,0.61,-142.7,-0.61
First-1,2.0,13.5,6.75,128,10,110,8,8.3,-0.635,-81.34,10.08,-1.97,-0.651,0.63,-141.2,-0.58
First-1,2.0,14.0,7.0,128,9,110,9,7.6,-0.679,-86.96,9.68,-1.97,-0.695,0.61,-150.32,-0.58
First-1,2.0,14.5,7.25,128,9,110,9,7.6,-0.644,-82.46,10.0,-1.97,-0.66,0.63,-149.32,-0.55
First-1,2.0,15.0,7.5,128,8,111,9,6.7,-0.742,-94.96,9.96,-1.97,-0.757,0.58,-165.32,-0.57
First-1,2.25,2.5,1.11,128,53,72,3,42.4,-0.238,-30.43,2.45,-2.23,-0.255,0.81,-80.25,-0.38
First-1,2.25,3.0,1.33,128,49,76,3,39.2,-0.195,-24.93,2.94,-2.23,-0.212,0.86,-84.75,-0.29
First-1,2.25,3.5,1.56,128,48,77,3,38.4,-0.048,-6.18,3.43,-2.23,-0.066,0.96,-78.25,-0.08
First-1,2.25,4.0,1.78,128,47,78,3,37.6,0.09,11.57,3.92,-2.23,0.073,1.07,-75.75,0.15
First-1,2.25,4.5,2.0,128,43,81,4,34.7,0.094,12.05,4.34,-2.23,0.077,1.07,-74.25,0.16
First-1,2.25,5.0,2.22,128,41,83,4,33.1,0.149,19.05,4.81,-2.24,0.131,1.1,-77.25,0.25
First-1,2.25,5.5,2.44,128,36,87,5,29.3,0.044,5.61,5.19,-2.24,0.026,1.03,-83.25,0.07
First-1,2.25,6.0,2.67,128,33,90,5,26.8,-0.009,-1.14,5.62,-2.24,-0.026,0.99,-95.25,-0.01
First-1,2.25,6.5,2.89,128,31,92,5,25.2,-0.017,-2.14,6.05,-2.24,-0.034,0.99,-100.5,-0.02
First-1,2.25,7.0,3.11,128,28,94,6,23.0,-0.081,-10.34,6.32,-2.24,-0.098,0.95,-110.75,-0.09
First-1,2.25,7.5,3.33,128,28,94,6,23.0,0.029,3.66,6.75,-2.24,0.011,1.02,-107.25,0.03
First-1,2.25,8.0,3.56,128,26,96,6,21.3,-0.022,-2.84,7.14,-2.24,-0.04,0.99,-116.25,-0.02
First-1,2.25,8.5,3.78,128,22,98,8,18.3,-0.233,-29.84,7.43,-2.21,-0.25,0.87,-128.2,-0.23
First-1,2.25,9.0,4.0,128,21,99,8,17.5,-0.235,-30.09,7.81,-2.21,-0.252,0.87,-125.7,-0.24
First-1,2.25,9.5,4.22,128,21,99,8,17.5,-0.153,-19.59,8.23,-2.21,-0.17,0.91,-123.2,-0.16
First-1,2.25,10.0,4.44,128,20,100,8,16.7,-0.167,-21.34,8.59,-2.21,-0.184,0.91,-132.95,-0.16
First-1,2.25,10.5,4.67,128,14,104,10,11.9,-0.536,-68.65,8.39,-2.21,-0.554,0.71,-148.2,-0.46
First-1,2.25,11.0,4.89,128,12,106,10,10.2,-0.689,-88.15,8.49,-2.21,-0.706,0.63,-146.95,-0.6
First-1,2.25,11.5,5.11,128,12,106,10,10.2,-0.642,-82.15,8.82,-2.21,-0.659,0.66,-145.2,-0.57
First-1,2.25,12.0,5.33,128,12,106,10,10.2,-0.595,-76.15,9.16,-2.21,-0.612,0.68,-143.7,-0.53
First-1,2.25,12.5,5.56,128,11,107,10,9.3,-0.663,-84.9,9.31,-2.21,-0.681,0.65,-156.95,-0.54
First-1,2.25,13.0,5.78,128,11,107,10,9.3,-0.62,-79.4,9.64,-2.21,-0.638,0.67,-155.95,-0.51
First-1,2.25,13.5,6.0,128,11,107,10,9.3,-0.577,-73.9,9.96,-2.21,-0.595,0.7,-154.95,-0.48
First-1,2.25,14.0,6.22,128,10,107,11,8.5,-0.617,-79.02,9.66,-2.21,-0.635,0.68,-153.95,-0.51
First-1,2.25,14.5,6.44,128,10,107,11,8.5,-0.578,-74.02,9.95,-2.21,-0.596,0.7,-152.95,-0.48
First-1,2.25,15.0,6.67,128,9,108,11,7.7,-0.674,-86.27,9.95,-2.21,-0.691,0.65,-169.2,-0.51
First-1,2.5,3.0,1.2,128,54,71,3,43.2,-0.128,-16.43,2.95,-2.48,-0.148,0.91,-83.0,-0.2
First-1,2.5,3.5,1.4,128,53,72,3,42.4,0.036,4.57,3.44,-2.48,0.016,1.03,-81.0,0.06
First-1,2.5,4.0,1.6,128,51,74,3,40.8,0.141,18.07,3.92,-2.48,0.122,1.1,-79.5,0.23
First-1,2.5,4.5,1.8,128,47,77,4,37.9,0.155,19.8,4.35,-2.48,0.135,1.1,-78.5,0.25
First-1,2.5,5.0,2.0,128,45,79,4,36.3,0.221,28.3,4.83,-2.48,0.202,1.14,-82.5,0.34
First-1,2.5,5.5,2.2,128,40,83,5,32.5,0.124,15.86,5.22,-2.48,0.105,1.08,-81.5,0.19
First-1,2.5,6.0,2.4,128,37,86,5,30.1,0.081,10.36,5.66,-2.48,0.062,1.05,-97.5,0.11
First-1,2.5,6.5,2.6,128,35,88,5,28.5,0.085,10.86,6.1,-2.48,0.065,1.05,-100.5,0.11
First-1,2.5,7.0,2.8,128,32,90,6,26.2,0.032,4.16,6.39,-2.48,0.013,1.02,-106.5,0.04
First-1,2.5,7.5,3.0,128,32,90,6,26.2,0.158,20.16,6.84,-2.48,0.138,1.09,-102.5,0.2
First-1,2.5,8.0,3.2,128,30,92,6,24.6,0.118,15.16,7.24,-2.48,0.099,1.07,-109.0,0.14
First-1,2.5,8.5,3.4,128,26,94,8,21.7,-0.081,-10.34,7.57,-2.45,-0.1,0.96,-116.5,-0.09
First-1,2.5,9.0,3.6,128,23,96,9,19.3,-0.23,-29.49,7.89,-2.43,-0.249,0.88,-130.85,-0.23
First-1,2.5,9.5,3.8,128,22,97,9,18.5,-0.234,-29.99,8.28,-2.43,-0.253,0.88,-127.85,-0.23
First-1,2.5,10.0,4.0,128,21,98,9,17.6,-0.246,-31.49,8.65,-2.43,-0.265,0.87,-137.35,-0.23
First-1,2.5,10.5,4.2,128,15,102,11,12.8,-0.62,-79.3,8.49,-2.43,-0.639,0.69,-152.85,-0.52
First-1,2.5,11.0,4.4,128,13,104,11,11.1,-0.772,-98.8,8.62,-2.43,-0.791,0.62,-152.35,-0.65
First-1,2.5,11.5,4.6,128,13,104,11,11.1,-0.721,-92.3,8.97,-2.43,-0.74,0.65,-149.85,-0.62
First-1,2.5,12.0,4.8,128,13,104,11,11.1,-0.67,-85.8,9.31,-2.43,-0.689,0.67,-147.35,-0.58
First-1,2.5,12.5,5.0,128,12,105,11,10.3,-0.737,-94.3,9.49,-2.43,-0.756,0.64,-159.85,-0.59
First-1,2.5,13.0,5.2,128,12,105,11,10.3,-0.69,-88.3,9.82,-2.43,-0.709,0.67,-158.35,-0.56
First-1,2.5,13.5,5.4,128,12,105,11,10.3,-0.643,-82.3,10.16,-2.43,-0.662,0.69,-156.85,-0.52
First-1,2.5,14.0,5.6,128,11,105,12,9.5,-0.679,-86.92,9.9,-2.43,-0.698,0.67,-157.28,-0.55
First-1,2.5,14.5,5.8,128,11,105,12,9.5,-0.636,-81.42,10.21,-2.43,-0.655,0.69,-155.78,-0.52
First-1,2.5,15.0,6.0,128,10,106,12,8.6,-0.73,-93.42,10.25,-2.43,-0.749,0.65,-171.78,-0.54
First-1,2.75,3.0,1.09,128,57,68,3,45.6,-0.132,-16.93,2.95,-2.72,-0.154,0.91,-81.0,-0.21
First-1,2.75,3.5,1.27,128,56,69,3,44.8,0.042,5.32,3.44,-2.72,0.02,1.03,-78.0,0.07
First-1,2.75,4.0,1.45,128,54,71,3,43.2,0.155,19.82,3.93,-2.73,0.134,1.1,-75.0,0.26
First-1,2.75,4.5,1.64,128,50,74,4,40.3,0.174,22.3,4.36,-2.73,0.153,1.11,-75.0,0.3
First-1,2.75,5.0,1.82,128,48,76,4,38.7,0.248,31.8,4.84,-2.73,0.227,1.15,-78.25,0.41
First-1,2.75,5.5,2.0,128,41,82,5,33.3,0.026,3.36,5.22,-2.73,0.005,1.01,-93.5,0.04
First-1,2.75,6.0,2.18,128,38,85,5,30.9,-0.019,-2.39,5.67,-2.73,-0.04,0.99,-107.25,-0.02
First-1,2.75,6.5,2.36,128,36,87,5,29.3,-0.015,-1.89,6.11,-2.73,-0.036,0.99,-112.5,-0.02
First-1,2.75,7.0,2.55,128,33,89,6,27.0,-0.067,-8.59,6.41,-2.73,-0.088,0.97,-122.75,-0.07
First-1,2.75,7.5,2.73,128,33,89,6,27.0,0.062,7.91,6.86,-2.73,0.04,1.03,-118.75,0.07
First-1,2.75,8.0,2.91,128,31,91,6,25.4,0.023,2.91,7.26,-2.73,0.001,1.01,-125.5,0.02
First-1,2.75,8.5,3.09,128,27,93,8,22.5,-0.176,-22.59,7.6,-2.69,-0.198,0.91,-133.25,-0.17
First-1,2.75,9.0,3.27,128,23,96,9,19.3,-0.418,-53.49,7.89,-2.67,-0.439,0.8,-149.35,-0.36
First-1,2.75,9.5,3.45,128,22,97,9,18.5,-0.424,-54.24,8.28,-2.67,-0.445,0.8,-146.35,-0.37
First-1,2.75,10.0,3.64,128,21,98,9,17.6,-0.437,-55.99,8.65,-2.67,-0.458,0.79,-156.1,-0.36
First-1,2.75,10.5,3.82,128,15,102,11,12.8,-0.819,-104.8,8.49,-2.67,-0.84,0.63,-172.35,-0.61
First-1,2.75,11.0,4.0,128,13,104,11,11.1,-0.975,-124.8,8.62,-2.67,-0.996,0.57,-173.1,-0.72
First-1,2.75,11.5,4.18,128,13,104,11,11.1,-0.924,-118.3,8.97,-2.67,-0.945,0.59,-170.6,-0.69
First-1,2.75,12.0,4.36,128,13,104,11,11.1,-0.873,-111.8,9.31,-2.67,-0.894,0.61,-168.1,-0.67
First-1,2.75,12.5,4.55,128,12,105,11,10.3,-0.942,-120.55,9.49,-2.67,-0.963,0.59,-180.85,-0.67
First-1,2.75,13.0,4.73,128,12,105,11,10.3,-0.895,-114.55,9.82,-2.67,-0.916,0.61,-178.85,-0.64
First-1,2.75,13.5,4.91,128,12,105,11,10.3,-0.848,-108.55,10.16,-2.67,-0.869,0.63,-176.85,-0.61
First-1,2.75,14.0,5.09,128,11,105,12,9.5,-0.884,-113.17,9.9,-2.67,-0.905,0.61,-179.03,-0.63
First-1,2.75,14.5,5.27,128,11,105,12,9.5,-0.841,-107.67,10.21,-2.67,-0.862,0.63,-177.53,-0.61
First-1,2.75,15.0,5.45,128,10,106,12,8.6,-0.937,-119.92,10.25,-2.67,-0.958,0.59,-193.78,-0.62
First-1,3.0,3.5,1.17,128,59,66,3,47.2,0.059,7.57,3.44,-2.97,0.036,1.04,-85.0,0.09
First-1,3.0,4.0,1.33,128,57,68,3,45.6,0.18,23.07,3.93,-2.97,0.157,1.11,-83.0,0.28
First-1,3.0,4.5,1.5,128,53,71,4,42.7,0.205,26.3,4.37,-2.97,0.182,1.12,-81.0,0.32
First-1,3.0,5.0,1.67,128,51,73,4,41.1,0.288,36.8,4.85,-2.97,0.264,1.17,-82.0,0.45
First-1,3.0,5.5,1.83,128,43,80,5,35.0,-0.001,-0.14,5.24,-2.98,-0.024,1.0,-108.5,-0.0
First-1,3.0,6.0,2.0,128,40,83,5,32.5,-0.044,-5.64,5.68,-2.98,-0.067,0.98,-120.0,-0.05
First-1,3.0,6.5,2.17,128,38,85,5,30.9,-0.036,-4.64,6.13,-2.98,-0.06,0.98,-124.5,-0.04
First-1,3.0,7.0,2.33,128,35,87,6,28.7,-0.085,-10.84,6.44,-2.98,-0.108,0.96,-139.0,-0.08
First-1,3.0,7.5,2.5,128,34,88,6,27.9,-0.03,-3.84,6.87,-2.98,-0.053,0.99,-135.0,-0.03
First-1,3.0,8.0,2.67,128,32,90,6,26.2,-0.069,-8.84,7.28,-2.98,-0.092,0.97,-142.0,-0.06
First-1,3.0,8.5,2.83,128,27,92,9,22.7,-0.341,-43.6,7.6,-2.91,-0.363,0.84,-150.0,-0.29
First-1,3.0,9.0,3.0,128,23,95,10,19.5,-0.588,-75.25,7.89,-2.88,-0.61,0.74,-165.61,-0.45
First-1,3.0,9.5,3.17,128,22,96,10,18.6,-0.596,-76.25,8.28,-2.89,-0.618,0.74,-162.61,-0.47
First-1,3.0,10.0,3.33,128,21,97,10,17.8,-0.611,-78.25,8.65,-2.89,-0.634,0.73,-172.61,-0.45
First-1,3.0,10.5,3.5,128,15,101,12,12.9,-1.0,-128.06,8.49,-2.89,-1.023,0.58,-189.61,-0.68
First-1,3.0,11.0,3.67,128,13,103,12,11.2,-1.161,-148.56,8.62,-2.89,-1.183,0.52,-194.61,-0.76
First-1,3.0,11.5,3.83,128,13,103,12,11.2,-1.11,-142.06,8.97,-2.89,-1.132,0.55,-190.61,-0.75
