Stock,Timeframe,EMA Pair,Cross Time,Touch Time,Touch Open,Touch High,Touch Low,Touch Close,EMA21 @ Touch,EMA50 @ Touch,Touch Zone,Candles After Cross,EMA10 @ Touch,EMA20 @ Touch,Entry,SL Price,Target Price,Outcome,SL Hit Time,Target Hit Time,Max High Seen,PnL %,Duration
ICICIBANK,1d,EMA21/EMA50,2024-01-03 00:00:00,2024-01-04 00:00:00,986.4,989.15,981.9,987.15,982.84,982.51,At/Below Slow EMA,1,,,987.15,979.75,1046.38,SL HIT,2024-01-09 00:00:00,Not Hit,998.3,-0.75,3d
ICICIBANK,1d,EMA21/EMA50,2024-01-03 00:00:00,2024-01-05 00:00:00,988.0,998.3,983.8,993.7,983.83,982.95,Between Slow & Fast EMA,2,,,993.7,986.25,1053.32,SL HIT,2024-01-08 00:00:00,Not Hit,998.2,-0.75,1d
ICICIBANK,1d,EMA21/EMA50,2024-01-03 00:00:00,2024-01-10 00:00:00,974.3,994.95,974.3,993.05,984.19,983.19,At/Below Slow EMA,5,,,993.05,985.6,1052.63,SL HIT,2024-01-17 00:00:00,Not Hit,1015.8,-0.75,5d
ICICIBANK,1d,EMA21/EMA50,2024-01-03 00:00:00,2024-01-19 00:00:00,991.3,1010.9,987.55,999.2,990.29,986.57,Between Slow & Fast EMA,12,,,999.2,991.71,1059.15,TARGET HIT,Not Hit,2024-01-23 00:00:00,1059.4,6.0,2d
RELIANCE,1d,EMA21/EMA50,2024-01-11 00:00:00,2024-01-24 00:00:00,1335.22,1349.5,1323.92,1343.88,1337.97,1323.4,Between Slow & Fast EMA,9,,,1343.88,1333.8,1424.51,TARGET HIT,Not Hit,2024-01-29 00:00:00,1452.5,6.0,2d
RELIANCE,1d,EMA21/EMA50,2024-01-11 00:00:00,2024-01-25 00:00:00,1342.95,1364.15,1335.2,1353.08,1339.35,1324.57,Between Slow & Fast EMA,10,,,1353.08,1342.93,1434.26,TARGET HIT,Not Hit,2024-01-29 00:00:00,1452.5,6.0,1d
ICICIBANK,1d,EMA21/EMA50,2024-01-03 00:00:00,2024-01-25 00:00:00,998.4,1015.1,988.15,1009.95,996.98,990.27,At/Below Slow EMA,16,,,1009.95,1002.38,1070.55,SL HIT,2024-02-08 00:00:00,Not Hit,1050.0,-0.75,9d
TCS,1d,EMA21/EMA50,2024-01-16 00:00:00,2024-02-01 00:00:00,3820.0,3904.9,3805.05,3854.15,3820.77,3802.37,Between Slow & Fast EMA,11,,,3854.15,3825.24,4085.4,TARGET HIT,Not Hit,2024-02-06 00:00:00,4149.9,6.0,3d
ICICIBANK,1d,EMA21/EMA50,2024-01-03 00:00:00,2024-02-09 00:00:00,988.85,1013.75,985.5,1010.7,1009.16,999.31,At/Below Slow EMA,26,,,1010.7,1003.12,1071.34,SL HIT,2024-02-12 00:00:00,Not Hit,1012.2,-0.75,1d
ICICIBANK,1d,EMA21/EMA50,2024-01-03 00:00:00,2024-02-13 00:00:00,1006.0,1027.05,1000.3,1019.8,1009.05,999.99,Between Slow & Fast EMA,28,,,1019.8,1012.15,1080.99,SL HIT,2024-02-14 00:00:00,Not Hit,1035.7,-0.75,1d
ICICIBANK,1d,EMA21/EMA50,2024-01-03 00:00:00,2024-02-14 00:00:00,1009.55,1035.7,1007.55,1022.7,1010.29,1000.89,Between Slow & Fast EMA,29,,,1022.7,1015.03,1084.06,SL HIT,2024-02-15 00:00:00,Not Hit,1026.65,-0.75,1d
INFY,1d,EMA21/EMA50,2024-01-15 00:00:00,2024-02-14 00:00:00,1660.2,1669.45,1635.5,1666.2,1657.73,1613.77,Between Slow & Fast EMA,21,,,1666.2,1653.7,1766.17,SL HIT,2024-02-21 00:00:00,Not Hit,1711.5,-0.75,5d
INFY,1d,EMA21/EMA50,2024-01-15 00:00:00,2024-02-22 00:00:00,1665.0,1684.6,1644.4,1681.35,1668.41,1628.52,Between Slow & Fast EMA,27,,,1681.35,1668.74,1782.23,SL HIT,2024-02-26 00:00:00,Not Hit,1698.45,-0.75,2d
TCS,1d,EMA21/EMA50,2024-01-16 00:00:00,2024-02-22 00:00:00,3971.0,4094.95,3971.0,4087.1,4019.66,3929.13,Between Slow & Fast EMA,26,,,4087.1,4056.45,4332.33,SL HIT,2024-02-23 00:00:00,Not Hit,4130.0,-0.75,1d
TCS,1d,EMA21/EMA50,2024-01-16 00:00:00,2024-02-27 00:00:00,3999.0,4124.0,3999.0,4104.4,4028.27,3943.16,Between Slow & Fast EMA,29,,,4104.4,4073.62,4350.66,SL HIT,2024-02-29 00:00:00,Not Hit,4154.9,-0.75,2d
INFY,1d,EMA21/EMA50,2024-01-15 00:00:00,2024-02-28 00:00:00,1670.0,1687.8,1662.05,1671.25,1668.23,1634.34,Between Slow & Fast EMA,31,,,1671.25,1658.72,1771.53,SL HIT,2024-02-29 00:00:00,Not Hit,1682.25,-0.75,1d
INFY,1d,EMA21/EMA50,2024-01-15 00:00:00,2024-02-29 00:00:00,1665.0,1682.25,1653.3,1673.9,1668.74,1635.89,Between Slow & Fast EMA,32,,,1673.9,1661.35,1774.33,SL HIT,2024-03-01 00:00:00,Not Hit,1671.95,-0.75,1d
TCS,1d,EMA21/EMA50,2024-01-16 00:00:00,2024-03-06 00:00:00,3994.05,4072.0,3958.45,4064.3,4052.06,3976.54,At/Below Slow EMA,36,,,4064.3,4033.82,4308.16,SL HIT,2024-03-19 00:00:00,Not Hit,4254.75,-0.75,8d
TCS,1d,EMA21/EMA50,2024-01-16 00:00:00,2024-03-07 00:00:00,4065.0,4124.0,4037.7,4108.6,4057.2,3981.72,Between Slow & Fast EMA,37,,,4108.6,4077.79,4355.12,SL HIT,2024-03-19 00:00:00,Not Hit,4254.75,-0.75,7d
RELIANCE,1d,EMA21/EMA50,2024-01-11 00:00:00,2024-03-12 00:00:00,1466.6,1488.0,1465.03,1475.42,1471.78,1431.23,Between Slow & Fast EMA,42,,,1475.42,1464.35,1563.95,SL HIT,2024-03-13 00:00:00,Not Hit,1483.1,-0.75,1d
INFY,1d,EMA21/EMA50,2024-01-15 00:00:00,2024-03-14 00:00:00,1614.4,1657.75,1608.0,1653.3,1641.88,1632.58,At/Below Slow EMA,42,,,1653.3,1640.9,1752.5,SL HIT,2024-03-15 00:00:00,Not Hit,1645.8,-0.75,1d
TCS,1d,EMA21/EMA50,2024-01-16 00:00:00,2024-03-14 00:00:00,4153.45,4225.0,4086.0,4207.6,4093.06,4009.4,Between Slow & Fast EMA,41,,,4207.6,4176.04,4460.06,SL HIT,2024-03-18 00:00:00,Not Hit,4254.75,-0.75,2d
ICICIBANK,1d,EMA21/EMA50,2024-01-03 00:00:00,2024-03-18 00:00:00,1075.05,1084.8,1060.05,1081.2,1068.8,1043.34,Between Slow & Fast EMA,52,,,1081.2,1073.09,1146.07,SL HIT,2024-03-20 00:00:00,Not Hit,1090.0,-0.75,2d
ICICIBANK,1d,EMA21/EMA50,2024-01-03 00:00:00,2024-03-20 00:00:00,1080.0,1090.0,1067.5,1084.5,1071.48,1046.49,Between Slow & Fast EMA,54,,,1084.5,1076.37,1149.57,SL HIT,2024-04-03 00:00:00,Not Hit,1105.05,-0.75,8d
RELIANCE,1d,EMA21/EMA50,2024-01-11 00:00:00,2024-03-22 00:00:00,1449.97,1460.0,1447.35,1455.03,1454.31,1433.05,Between Slow & Fast EMA,50,,,1455.03,1444.12,1542.33,SL HIT,2024-03-26 00:00:00,Not Hit,1452.4,-0.75,1d
RELIANCE,1d,EMA21/EMA50,2024-01-11 00:00:00,2024-03-27 00:00:00,1448.0,1500.0,1447.0,1492.85,1456.76,1435.71,Between Slow & Fast EMA,52,,,1492.85,1481.65,1582.42,SL HIT,2024-03-28 00:00:00,Not Hit,1505.95,-0.75,1d
TCS,1d,EMA21/EMA50,2024-01-16 00:00:00,2024-04-04 00:00:00,3975.9,4028.65,3935.25,4003.3,3989.52,3987.97,At/Below Slow EMA,54,,,4003.3,3973.28,4243.5,SL HIT,2024-04-05 00:00:00,Not Hit,4002.0,-0.75,1d
ICICIBANK,1d,EMA21/EMA50,2024-01-03 00:00:00,2024-04-05 00:00:00,1070.0,1086.0,1067.45,1083.4,1079.64,1059.22,Between Slow & Fast EMA,64,,,1083.4,1075.27,1148.4,SL HIT,2024-04-16 00:00:00,Not Hit,1116.55,-0.75,6d
ICICIBANK,1d,EMA21/EMA50,2024-01-03 00:00:00,2024-04-08 00:00:00,1078.35,1091.75,1076.3,1087.15,1080.33,1060.31,Between Slow & Fast EMA,65,,,1087.15,1079.0,1152.38,SL HIT,2024-04-15 00:00:00,Not Hit,1116.55,-0.75,4d
RELIANCE,1d,EMA21/EMA50,2024-01-11 00:00:00,2024-04-08 00:00:00,1462.97,1490.97,1461.0,1485.97,1466.12,1445.67,Between Slow & Fast EMA,59,,,1485.97,1474.83,1575.13,SL HIT,2024-04-09 00:00:00,Not Hit,1489.8,-0.75,1d
RELIANCE,1d,EMA21/EMA50,2024-01-11 00:00:00,2024-04-10 00:00:00,1466.35,1487.0,1466.35,1479.58,1467.14,1447.68,Between Slow & Fast EMA,61,,,1479.58,1468.48,1568.35,SL HIT,2024-04-12 00:00:00,Not Hit,1486.47,-0.75,1d
HDFCBANK,1d,EMA21/EMA50,2024-04-10 00:00:00,2024-04-16 00:00:00,743.5,756.45,741.12,754.62,745.39,743.61,At/Below Slow EMA,3,,,754.62,748.96,799.9,SL HIT,2024-04-18 00:00:00,Not Hit,759.42,-0.75,1d
HDFCBANK,1d,EMA21/EMA50,2024-04-10 00:00:00,2024-04-19 00:00:00,743.27,767.48,740.12,765.65,747.39,744.62,At/Below Slow EMA,5,,,765.65,759.91,811.59,SL HIT,2024-04-22 00:00:00,Not Hit,778.7,-0.75,1d
RELIANCE,1d,EMA21/EMA50,2024-01-11 00:00:00,2024-04-19 00:00:00,1456.78,1474.0,1443.03,1470.12,1466.92,1451.09,At/Below Slow EMA,66,,,1470.12,1459.09,1558.33,SL HIT,2024-04-23 00:00:00,Not Hit,1493.5,-0.75,2d
ICICIBANK,1d,EMA21/EMA50,2024-01-03 00:00:00,2024-04-22 00:00:00,1078.8,1088.7,1070.35,1086.65,1081.02,1066.58,Between Slow & Fast EMA,73,,,1086.65,1078.5,1151.85,TARGET HIT,Not Hit,2024-04-29 00:00:00,1163.45,6.0,5d
RELIANCE,1d,EMA21/EMA50,2024-01-11 00:00:00,2024-04-22 00:00:00,1472.45,1482.83,1467.8,1479.85,1468.09,1452.21,Between Slow & Fast EMA,67,,,1479.85,1468.75,1568.64,SL HIT,2024-04-23 00:00:00,Not Hit,1493.5,-0.75,1d
RELIANCE,1d,EMA21/EMA50,2024-01-11 00:00:00,2024-04-29 00:00:00,1450.0,1467.9,1450.0,1465.03,1464.15,1453.18,At/Below Slow EMA,72,,,1465.03,1454.04,1552.93,SL HIT,2024-05-03 00:00:00,Not Hit,1483.08,-0.75,3d
ICICIBANK,1d,EMA21/EMA50,2024-01-03 00:00:00,2024-05-13 00:00:00,1112.4,1130.65,1106.7,1128.0,1115.12,1092.37,Between Slow & Fast EMA,87,,,1128.0,1119.54,1195.68,SL HIT,2024-05-14 00:00:00,Not Hit,1127.9,-0.75,1d
ICICIBANK,1d,EMA21/EMA50,2024-01-03 00:00:00,2024-05-15 00:00:00,1122.1,1127.8,1113.5,1124.35,1116.41,1094.69,Between Slow & Fast EMA,89,,,1124.35,1115.92,1191.81,SL HIT,2024-05-16 00:00:00,Not Hit,1136.55,-0.75,1d
ICICIBANK,1d,EMA21/EMA50,2024-01-03 00:00:00,2024-05-23 00:00:00,1115.55,1137.0,1111.4,1134.5,1120.64,1101.44,Between Slow & Fast EMA,95,,,1134.5,1125.99,1202.57,SL HIT,2024-05-24 00:00:00,Not Hit,1135.0,-0.75,1d
ICICIBANK,1d,EMA21/EMA50,2024-01-03 00:00:00,2024-05-31 00:00:00,1118.0,1130.6,1111.25,1121.05,1120.34,1105.5,Between Slow & Fast EMA,101,,,1121.05,1112.64,1188.31,SL HIT,2024-06-04 00:00:00,Not Hit,1173.0,-0.75,2d
HDFCBANK,1d,EMA21/EMA50,2024-05-28 00:00:00,2024-06-05 00:00:00,747.02,779.8,741.17,775.9,753.15,748.7,At/Below Slow EMA,6,,,775.9,770.08,822.45,TARGET HIT,Not Hit,2024-06-19 00:00:00,834.95,6.0,9d
ICICIBANK,1d,EMA21/EMA50,2024-01-03 00:00:00,2024-06-07 00:00:00,1110.4,1128.3,1103.6,1121.7,1117.89,1107.07,At/Below Slow EMA,106,,,1121.7,1113.29,1189.0,SL HIT,2024-06-11 00:00:00,Not Hit,1133.2,-0.75,2d
ICICIBANK,1d,EMA21/EMA50,2024-01-03 00:00:00,2024-06-10 00:00:00,1116.0,1133.2,1115.1,1123.8,1118.42,1107.73,Between Slow & Fast EMA,107,,,1123.8,1115.37,1191.23,SL HIT,2024-06-11 00:00:00,Not Hit,1129.05,-0.75,1d
ICICIBANK,1d,EMA21/EMA50,2024-01-03 00:00:00,2024-06-18 00:00:00,1113.95,1135.05,1101.2,1122.85,1117.0,1108.99,At/Below Slow EMA,112,,,1122.85,1114.43,1190.22,TARGET HIT,Not Hit,2024-06-25 00:00:00,1206.0,6.0,5d
RELIANCE,1d,EMA21/EMA50,2024-06-10 00:00:00,2024-06-20 00:00:00,1459.0,1482.85,1450.1,1473.7,1457.41,1451.02,At/Below Slow EMA,7,,,1473.7,1462.65,1562.12,SL HIT,2024-06-21 00:00:00,Not Hit,1474.7,-0.75,1d
