timestamp,open,high,low,close,volume,datetime
1767239100,1343.9,1348.4,1342.6,1344.2,487338,2026-01-01
1767242700,1344.3,1346.0,1343.0,1345.5,662699,2026-01-01
1767246300,1345.3,1345.7,1338.8,1338.8,1022459,2026-01-01
1767249900,1338.7,1341.0,1337.4,1339.9,1586725,2026-01-01
1767253500,1339.8,1342.0,1338.4,1340.9,2433351,2026-01-01
1767257100,1340.6,1341.0,1336.3,1337.4,3662088,2026-01-01
1767260700,1337.3,1337.7,1336.1,1337.6,4177678,2026-01-01
1767325500,1338.0,1347.7,1336.3,1344.1,968265,2026-01-02
1767329100,1344.0,1345.0,1340.5,1342.6,2099363,2026-01-02
1767332700,1342.7,1350.4,1341.3,1350.0,4193039,2026-01-02
1767336300,1349.8,1352.9,1349.0,1350.8,4824688,2026-01-02
1767339900,1350.7,1353.4,1350.4,1352.2,5417168,2026-01-02
1767343500,1352.0,1355.4,1350.0,1355.1,6784976,2026-01-02
1767347100,1355.0,1356.9,1355.0,1355.8,8225296,2026-01-02
1767584700,1354.2,1370.9,1353.0,1369.6,1717184,2026-01-05
1767588300,1369.5,1375.4,1369.5,1374.8,2455400,2026-01-05
1767591900,1374.9,1375.0,1369.6,1372.7,3040196,2026-01-05
1767595500,1372.8,1375.2,1371.8,1371.8,3573167,2026-01-05
1767599100,1371.6,1372.1,1365.4,1365.4,4602056,2026-01-05
1767602700,1365.5,1373.4,1364.1,1370.8,6315544,2026-01-05
1767606300,1371.0,1372.8,1369.4,1372.0,6920169,2026-01-05
1767671100,1372.0,1410.5,1367.8,1409.7,6843151,2026-01-06
1767674700,1409.9,1413.4,1405.4,1409.6,9545512,2026-01-06
1767678300,1409.5,1410.3,1403.3,1408.1,11603083,2026-01-06
1767681900,1408.2,1412.8,1407.0,1410.3,12683008,2026-01-06
1767685500,1410.1,1410.6,1405.8,1408.2,14006536,2026-01-06
1767689100,1408.3,1412.1,1407.0,1410.8,16252471,2026-01-06
1767692700,1410.9,1412.0,1409.0,1409.9,17260178,2026-01-06
1767757500,1408.0,1417.3,1404.2,1416.0,3301905,2026-01-07
1767761100,1415.9,1428.3,1412.6,1425.1,6499355,2026-01-07
1767764700,1425.0,1426.0,1423.1,1424.3,8496147,2026-01-07
1767768300,1424.2,1427.9,1423.4,1426.6,11192937,2026-01-07
1767771900,1426.5,1429.3,1418.5,1423.2,13005684,2026-01-07
1767775500,1423.3,1429.9,1422.6,1428.5,14982549,2026-01-07
1767779100,1428.7,1429.0,1425.2,1425.6,15811039,2026-01-07
1767843900,1429.0,1440.5,1425.3,1434.4,5233999,2026-01-08
1767847500,1434.3,1436.0,1431.4,1435.6,6665235,2026-01-08
1767851100,1435.5,1437.5,1429.5,1434.4,8701157,2026-01-08
1767854700,1434.7,1436.7,1432.1,1434.6,10295438,2026-01-08
1767858300,1434.5,1438.9,1432.9,1438.4,11598109,2026-01-08
1767861900,1438.5,1442.2,1431.8,1435.7,14121862,2026-01-08
1767865500,1435.9,1436.4,1433.0,1434.9,14861162,2026-01-08
1767930300,1427.1,1429.4,1412.2,1412.9,2319613,2026-01-09
1767933900,1413.1,1415.3,1402.1,1403.0,4360903,2026-01-09
1767937500,1403.5,1408.3,1402.5,1403.0,5957095,2026-01-09
1767941100,1402.9,1407.8,1402.8,1403.9,8155358,2026-01-09
1767944700,1403.8,1406.0,1403.1,1403.8,9968578,2026-01-09
1767948300,1404.0,1407.4,1402.7,1403.9,11782963,2026-01-09
1767951900,1403.6,1405.0,1401.9,1405.0,12555063,2026-01-09
1768189500,1399.9,1405.0,1391.9,1403.8,2405640,2026-01-12
1768193100,1403.9,1409.3,1403.6,1408.5,4347843,2026-01-12
1768196700,1408.6,1408.6,1404.4,1407.3,5641734,2026-01-12
1768200300,1407.2,1424.3,1406.0,1420.1,7595086,2026-01-12
1768203900,1420.2,1420.8,1415.8,1416.6,8442600,2026-01-12
1768207500,1416.7,1416.9,1410.0,1410.6,9925117,2026-01-12
1768211100,1410.7,1420.0,1410.4,1420.0,10923590,2026-01-12
1768275900,1420.0,1424.9,1411.1,1422.7,2112307,2026-01-13
1768279500,1422.5,1435.5,1421.1,1434.2,3931881,2026-01-13
1768283100,1434.1,1437.8,1431.3,1434.7,5260468,2026-01-13
1768286700,1434.8,1439.0,1432.3,1437.0,6926671,2026-01-13
1768290300,1436.8,1438.4,1434.4,1435.4,8499417,2026-01-13
1768293900,1435.8,1441.8,1433.2,1435.9,13225511,2026-01-13
1768297500,1435.8,1437.7,1435.2,1436.5,14294549,2026-01-13
1768362300,1425.6,1443.4,1420.7,1421.1,4513700,2026-01-14
1768365900,1421.2,1423.8,1415.0,1417.2,6069273,2026-01-14
1768369500,1416.5,1431.8,1416.1,1429.2,7522244,2026-01-14
1768373100,1429.1,1431.8,1422.7,1423.0,8318919,2026-01-14
1768376700,1422.9,1424.7,1417.4,1421.0,9500668,2026-01-14
1768380300,1421.1,1424.2,1416.6,1417.6,12811599,2026-01-14
1768383900,1417.7,1417.8,1415.0,1416.6,13832145,2026-01-14
1768535100,1417.9,1419.5,1407.2,1413.4,3504739,2026-01-16
1768538700,1413.3,1420.8,1413.0,1416.0,5243968,2026-01-16
1768542300,1415.5,1419.6,1413.0,1416.8,6451029,2026-01-16
1768545900,1416.9,1417.3,1400.2,1401.3,8368640,2026-01-16
1768549500,1401.6,1416.0,1400.6,1415.6,9735637,2026-01-16
1768553100,1415.5,1420.5,1407.9,1408.3,11695108,2026-01-16
1768556700,1408.4,1417.8,1407.9,1413.9,12530559,2026-01-16
1768794300,1399.9,1399.9,1361.1,1362.3,7635392,2026-01-19
1768797900,1362.1,1371.9,1360.0,1370.2,10611138,2026-01-19
1768801500,1370.1,1373.4,1369.5,1371.2,12338934,2026-01-19
1768805100,1371.0,1373.0,1366.5,1369.6,15502263,2026-01-19
1768808700,1369.4,1384.4,1368.3,1381.1,18812647,2026-01-19
1768812300,1381.0,1385.9,1379.5,1380.5,22571839,2026-01-19
1768815900,1380.7,1381.0,1377.1,1377.7,23301432,2026-01-19
1768880700,1374.7,1387.4,1372.0,1382.4,2906242,2026-01-20
1768884300,1382.5,1385.8,1380.0,1384.3,4012363,2026-01-20
1768887900,1384.2,1387.8,1383.4,1383.9,5187879,2026-01-20
1768891500,1383.8,1387.6,1382.0,1384.9,7023572,2026-01-20
1768895100,1384.8,1386.9,1378.4,1380.0,9218862,2026-01-20
1768898700,1379.9,1382.8,1371.6,1375.6,13354551,2026-01-20
1768902300,1375.5,1379.1,1371.5,1374.9,15012048,2026-01-20
1768967100,1367.5,1370.9,1347.6,1348.6,6742848,2026-01-21
1768970700,1348.3,1353.3,1339.5,1348.2,9690232,2026-01-21
1768974300,1348.1,1350.5,1341.9,1350.4,11257826,2026-01-21
1768977900,1350.3,1360.2,1346.0,1352.2,14813759,2026-01-21
1768981500,1352.9,1355.9,1349.4,1354.9,17543773,2026-01-21
1768985100,1354.8,1357.3,1348.6,1348.7,20663713,2026-01-21
1768988700,1348.6,1349.1,1343.7,1347.0,21764490,2026-01-21
1769053500,1355.1,1355.3,1347.0,1349.2,3427492,2026-01-22
1769057100,1349.0,1349.4,1340.5,1341.3,4785107,2026-01-22
1769060700,1341.7,1345.8,1338.0,1342.9,6420756,2026-01-22
1769064300,1342.6,1345.7,1339.1,1342.5,9128026,2026-01-22
1769067900,1342.2,1345.5,1340.8,1341.8,11268248,2026-01-22
1769071500,1341.7,1346.9,1340.4,1345.4,15488285,2026-01-22
1769075100,1345.2,1348.6,1345.1,1347.0,17179467,2026-01-22
1769139900,1340.5,1345.3,1335.7,1338.9,2937159,2026-01-23
1769143500,1339.2,1347.0,1337.3,1346.0,4433369,2026-01-23
1769147100,1345.9,1348.7,1343.9,1347.0,5668068,2026-01-23
1769150700,1347.1,1355.0,1347.0,1354.5,7812432,2026-01-23
1769154300,1354.6,1354.6,1346.4,1347.6,9690155,2026-01-23
1769157900,1347.3,1349.6,1343.0,1344.3,12976891,2026-01-23
1769161500,1344.4,1347.0,1339.6,1346.0,14056308,2026-01-23
1769485500,1340.0,1351.1,1329.0,1339.4,4293444,2026-01-27
1769489100,1339.7,1341.0,1332.8,1339.5,6451581,2026-01-27
1769492700,1339.6,1349.8,1338.5,1348.4,8304083,2026-01-27
1769496300,1348.5,1356.8,1346.1,1356.6,10776691,2026-01-27
1769499900,1356.5,1359.5,1351.1,1356.6,15873049,2026-01-27
1769503500,1356.8,1363.4,1354.1,1360.3,22572804,2026-01-27
1769507100,1360.2,1369.0,1360.1,1367.1,25258352,2026-01-27
1769571900,1362.6,1380.2,1362.6,1370.2,3019639,2026-01-28
1769575500,1370.3,1371.7,1365.9,1370.2,5801255,2026-01-28
1769579100,1370.3,1373.6,1367.8,1370.3,6932521,2026-01-28
1769582700,1370.2,1370.7,1368.0,1369.3,8319804,2026-01-28
1769586300,1369.2,1370.2,1363.5,1364.6,9891320,2026-01-28
1769589900,1364.7,1369.4,1364.0,1367.4,12183351,2026-01-28
1769593500,1367.5,1369.5,1367.1,1368.3,13242323,2026-01-28
1769658300,1359.0,1364.3,1354.9,1363.9,3623768,2026-01-29
1769661900,1363.8,1367.7,1362.2,1365.4,4657360,2026-01-29
1769665500,1365.3,1369.0,1364.7,1367.5,6502263,2026-01-29
1769669100,1367.4,1374.8,1367.0,1373.0,8303731,2026-01-29
1769672700,1373.4,1378.5,1370.5,1378.0,10518364,2026-01-29
1769676300,1377.9,1387.7,1376.7,1382.8,18282577,2026-01-29
1769679900,1383.2,1386.0,1382.5,1385.0,23118012,2026-01-29
1769744700,1368.2,1381.9,1368.2,1377.1,6795265,2026-01-30
1769748300,1377.2,1377.2,1364.2,1364.9,12994803,2026-01-30
1769751900,1365.0,1365.3,1358.0,1360.4,14365156,2026-01-30
1769755500,1360.6,1363.0,1358.0,1358.1,15571512,2026-01-30
1769759100,1358.0,1362.0,1356.4,1361.0,16534736,2026-01-30
1769762700,1361.1,1362.0,1353.2,1355.6,21149244,2026-01-30
1769766300,1355.5,1358.5,1353.7,1356.1,24013554,2026-01-30
1769917500,1352.0,1359.9,1347.2,1353.5,943503,2026-02-01
1769921100,1353.2,1364.0,1352.7,1360.9,1478828,2026-02-01
1769924700,1360.2,1365.7,1353.4,1360.2,2177691,2026-02-01
1769928300,1360.0,1360.0,1336.3,1345.4,3428408,2026-02-01
1769931900,1345.9,1349.1,1336.6,1345.7,4127357,2026-02-01
1769935500,1345.5,1351.1,1335.6,1335.7,4518468,2026-02-01
1769939100,1335.5,1335.5,1329.3,1334.0,4968772,2026-02-01
1770003900,1329.9,1346.9,1329.9,1339.2,3991884,2026-02-02
1770007500,1339.4,1345.0,1338.5,1341.9,4921388,2026-02-02
1770011100,1341.7,1345.5,1339.8,1345.1,6025837,2026-02-02
1770014700,1344.9,1348.4,1344.9,1347.3,7276802,2026-02-02
1770018300,1347.5,1350.3,1343.0,1348.9,8459801,2026-02-02
1770021900,1348.8,1353.3,1344.6,1352.8,10892898,2026-02-02
1770025500,1352.6,1354.2,1350.0,1351.0,12799885,2026-02-02
1770090300,1412.0,1416.2,1375.0,1390.1,10589124,2026-02-03
1770093900,1390.5,1399.6,1390.1,1393.5,13236409,2026-02-03
1770097500,1393.4,1398.7,1388.5,1395.7,15392217,2026-02-03
1770101100,1395.8,1398.0,1389.5,1397.5,17367458,2026-02-03
1770104700,1397.6,1398.9,1391.3,1391.5,19313790,2026-02-03
1770108300,1391.9,1395.0,1387.5,1389.1,23105000,2026-02-03
1770111900,1388.8,1391.9,1387.0,1388.0,24896057,2026-02-03
1770176700,1387.0,1413.0,1387.0,1402.9,3013791,2026-02-04
1770180300,1402.8,1408.9,1400.6,1406.2,4630163,2026-02-04
1770183900,1406.0,1408.0,1405.2,1408.0,5643607,2026-02-04
1770187500,1407.9,1410.0,1404.0,1407.5,6722641,2026-02-04
1770191100,1407.6,1410.0,1406.6,1409.7,7443214,2026-02-04
1770194700,1409.8,1413.8,1407.5,1409.7,9627458,2026-02-04
1770198300,1409.8,1410.2,1404.2,1406.1,11079730,2026-02-04
1770263100,1414.0,1414.0,1402.3,1406.5,1260544,2026-02-05
1770266700,1406.1,1408.3,1403.1,1406.3,1870491,2026-02-05
1770270300,1406.5,1408.9,1405.5,1408.4,2536334,2026-02-05
1770273900,1408.3,1409.0,1403.0,1405.3,3870008,2026-02-05
1770277500,1405.4,1406.0,1399.0,1399.8,5360138,2026-02-05
1770281100,1399.9,1400.4,1394.2,1398.3,8222226,2026-02-05
1770284700,1398.2,1398.2,1393.3,1393.3,8981774,2026-02-05
1770349500,1396.7,1406.8,1396.7,1403.6,1393616,2026-02-06
1770353100,1403.5,1405.2,1397.0,1398.5,2484262,2026-02-06
1770356700,1398.6,1401.0,1394.8,1395.6,3579510,2026-02-06
1770360300,1395.7,1403.0,1395.0,1401.9,5598277,2026-02-06
1770363900,1402.0,1405.4,1401.3,1403.8,7591637,2026-02-06
1770367500,1403.7,1406.8,1403.0,1405.0,9328097,2026-02-06
1770371100,1404.9,1409.0,1404.4,1408.0,10850946,2026-02-06
1770608700,1413.5,1413.5,1399.5,1400.3,1077324,2026-02-09
1770612300,1400.5,1400.6,1396.9,1399.0,1697345,2026-02-09
1770615900,1398.9,1399.4,1395.2,1396.0,2402779,2026-02-09
1770619500,1396.1,1396.1,1391.5,1392.1,3124078,2026-02-09
1770623100,1391.7,1392.4,1388.8,1391.9,4003679,2026-02-09
1770626700,1391.8,1399.9,1391.8,1395.7,7036972,2026-02-09
1770630300,1395.6,1396.4,1393.0,1395.1,7887812,2026-02-09
1770695100,1401.0,1402.6,1395.9,1398.6,1310676,2026-02-10
1770698700,1398.7,1400.7,1396.0,1399.9,2128660,2026-02-10
1770702300,1400.0,1401.3,1396.0,1398.4,3128151,2026-02-10
1770705900,1398.5,1406.9,1396.0,1404.9,6392266,2026-02-10
1770709500,1404.8,1405.7,1399.5,1402.4,8500123,2026-02-10
1770713100,1402.8,1409.4,1402.8,1407.1,15079271,2026-02-10
1770716700,1406.8,1408.6,1402.5,1404.1,16497361,2026-02-10
1770781500,1407.4,1413.0,1402.0,1405.4,2485022,2026-02-11
1770785100,1405.3,1405.7,1400.5,1402.4,3278004,2026-02-11
1770788700,1402.5,1407.0,1401.7,1403.8,4016341,2026-02-11
1770792300,1403.7,1407.7,1401.4,1404.7,5418371,2026-02-11
1770795900,1404.6,1408.0,1403.4,1407.0,6426288,2026-02-11
1770799500,1406.9,1407.0,1403.0,1406.9,7965472,2026-02-11
1770803100,1406.6,1409.0,1406.5,1409.0,8551161,2026-02-11
1770867900,1406.1,1428.0,1406.1,1423.5,3056275,2026-02-12
1770871500,1423.8,1426.6,1421.7,1423.4,4345947,2026-02-12
1770875100,1423.2,1426.8,1422.0,1423.1,6156716,2026-02-12
