Symbol,Side,Method,Preset,Sample,target_pct,R_mult,atr_mult,atr_pct_med,avg_price,listing_age_y,n_trades,n_target,n_sl,n_open,win_rate,mean_pnl,median_pnl,total_pnl,expectancy,max_dd,avg_win,avg_loss,profit_factor
JBMA,BUY,R,Wide,OOS,12.0,4.0,4.0,4.837699953411315,827.6574879227054,5.88911704312115,0,0,0,0,,,,0.0,,,,,
JBMA,BUY,R,Wide,ALL,12.0,4.0,4.0,4.837699953411315,827.6574879227054,5.88911704312115,27,14,13,0,0.5185185185185185,15.51550907388458,13.206438726354142,418.91874499488364,15.515509073884576,49.6124648037424,36.226823156741524,-6.788983015345977,5.746589993364133
JBMA,SELL,R,Wide,IS,12.0,4.0,4.0,4.837699953411315,827.6574879227054,5.88911704312115,24,7,17,0,0.2916666666666667,-0.15317388088882447,-4.506609976206899,-3.6761731413317875,-0.1531738808888239,112.22752636824504,21.32979520713508,-8.999102328898669,0.9759703278173153
JBMA,SELL,R,Wide,OOS,12.0,4.0,4.0,4.837699953411315,827.6574879227054,5.88911704312115,8,0,8,0,0.0,-19.607783809777146,-8.943203366784408,-156.86227047821717,-19.607783809777146,61.61556097787407,0.0,-19.607783809777146,0.0
JBMA,SELL,R,Wide,ALL,12.0,4.0,4.0,4.837699953411315,827.6574879227054,5.88911704312115,32,7,25,0,0.21875,-5.016826363110905,-5.724796493425176,-160.53844361954896,-5.016826363110904,230.4379743666696,21.32979520713508,-12.39388040277978,0.4818783515660121
JBMA,BUY,ATR,Wide,IS,12.0,4.0,4.0,4.837699953411315,827.6574879227054,5.88911704312115,27,14,13,0,0.5185185185185185,7.307955788596912,13.422452482185276,197.31480629211663,7.30795578859691,49.61246480374237,20.397970392258166,-6.788983015345977,3.23569008615306
JBMA,BUY,ATR,Wide,OOS,12.0,4.0,4.0,4.837699953411315,827.6574879227054,5.88911704312115,0,0,0,0,,,,0.0,,,,,
JBMA,BUY,ATR,Wide,ALL,12.0,4.0,4.0,4.837699953411315,827.6574879227054,5.88911704312115,27,14,13,0,0.5185185185185185,7.307955788596912,13.422452482185276,197.31480629211663,7.30795578859691,49.61246480374237,20.397970392258166,-6.788983015345977,3.23569008615306
JBMA,SELL,ATR,Wide,IS,12.0,4.0,4.0,4.837699953411315,827.6574879227054,5.88911704312115,24,9,15,0,0.375,2.442472529335106,-2.9249240156300287,58.61934070404254,2.442472529335106,75.89425175272382,18.71402125961094,-7.320456708830395,1.5338404695737284
JBMA,SELL,ATR,Wide,OOS,12.0,4.0,4.0,4.837699953411315,827.6574879227054,5.88911704312115,8,0,8,0,0.0,-19.607783809777146,-8.943203366784408,-156.86227047821717,-19.607783809777146,61.61556097787407,0.0,-19.607783809777146,0.0
JBMA,SELL,ATR,Wide,ALL,12.0,4.0,4.0,4.837699953411315,827.6574879227054,5.88911704312115,32,9,23,0,0.28125,-3.070091555442957,-4.618928514736552,-98.24292977417463,-3.070091555442958,217.63400333803315,18.71402125961094,-11.594309613507528,0.6315924042311527
JBMA,BUY,target_pct,Mixed-A,IS,5.0,2.5,1.5,4.837699953411315,827.6574879227054,5.88911704312115,27,22,5,0,0.8148148148148148,3.1921383789078015,5.0,86.18773623051064,3.1921383789078,9.884848339757255,5.0,-4.762452753897874,4.619468399343992
JBMA,BUY,target_pct,Mixed-A,OOS,5.0,2.5,1.5,4.837699953411315,827.6574879227054,5.88911704312115,0,0,0,0,,,,0.0,,,,,
JBMA,BUY,target_pct,Mixed-A,ALL,5.0,2.5,1.5,4.837699953411315,827.6574879227054,5.88911704312115,27,22,5,0,0.8148148148148148,3.1921383789078015,5.0,86.18773623051064,3.1921383789078,9.884848339757255,5.0,-4.762452753897874,4.619468399343992
JBMA,SELL,target_pct,Mixed-A,IS,5.0,2.5,1.5,4.837699953411315,827.6574879227054,5.88911704312115,24,11,13,0,0.4583333333333333,-1.6490158103453547,-1.2758106080140654,-39.57637944828851,-1.6490158103453547,64.5763794482885,5.0,-7.275106111406807,0.5815405529461226
JBMA,SELL,target_pct,Mixed-A,OOS,5.0,2.5,1.5,4.837699953411315,827.6574879227054,5.88911704312115,8,7,1,0,0.875,3.448774470150462,5.0,27.590195761203695,3.448774470150462,7.409804238796305,5.0,-7.409804238796304,4.723471615720529
JBMA,SELL,target_pct,Mixed-A,ALL,5.0,2.5,1.5,4.837699953411315,827.6574879227054,5.88911704312115,32,18,14,0,0.5625,-0.37456824022140034,5.0,-11.98618368708481,-0.3745682402213997,64.5763794482885,5.0,-7.284727406220342,0.8824724756457116
JBMA,BUY,R,Mixed-A,IS,5.0,2.5,1.5,4.837699953411315,827.6574879227054,5.88911704312115,27,14,13,0,0.5185185185185185,8.47140457118484,8.254024203971339,228.72792342199065,8.471404571184838,49.6124648037424,22.641764472963455,-6.788983015345977,3.5916187458525846
JBMA,BUY,R,Mixed-A,OOS,5.0,2.5,1.5,4.837699953411315,827.6574879227054,5.88911704312115,0,0,0,0,,,,0.0,,,,,
JBMA,BUY,R,Mixed-A,ALL,5.0,2.5,1.5,4.837699953411315,827.6574879227054,5.88911704312115,27,14,13,0,0.5185185185185185,8.47140457118484,8.254024203971339,228.72792342199065,8.471404571184838,49.6124648037424,22.641764472963455,-6.788983015345977,3.5916187458525846
JBMA,SELL,R,Mixed-A,IS,5.0,2.5,1.5,4.837699953411315,827.6574879227054,5.88911704312115,24,8,16,0,0.3333333333333333,-0.6122841050398015,-3.942996887860526,-14.694818520955234,-0.6122841050398016,82.53941428777603,15.680094882393616,-8.75847359875651,0.8951385595670351
JBMA,SELL,R,Mixed-A,OOS,5.0,2.5,1.5,4.837699953411315,827.6574879227054,5.88911704312115,8,0,8,0,0.0,-19.607783809777146,-8.943203366784408,-156.86227047821717,-19.607783809777146,61.61556097787407,0.0,-19.607783809777146,0.0
JBMA,SELL,R,Mixed-A,ALL,5.0,2.5,1.5,4.837699953411315,827.6574879227054,5.88911704312115,32,8,24,0,0.25,-5.361159031224138,-4.9422665902100835,-171.5570889991724,-5.361159031224137,215.24429571612285,15.680094882393616,-12.374910335763389,0.42236251837931227
JBMA,BUY,ATR,Mixed-A,IS,5.0,2.5,1.5,4.837699953411315,827.6574879227054,5.88911704312115,27,19,8,0,0.7037037037037037,3.821421855891294,6.870032889647636,103.17839010906494,3.8214218558912942,16.868419085672713,7.74049405573044,-5.486374618726677,3.3507871153403723
JBMA,BUY,ATR,Mixed-A,OOS,5.0,2.5,1.5,4.837699953411315,827.6574879227054,5.88911704312115,0,0,0,0,,,,0.0,,,,,
JBMA,BUY,ATR,Mixed-A,ALL,5.0,2.5,1.5,4.837699953411315,827.6574879227054,5.88911704312115,27,19,8,0,0.7037037037037037,3.821421855891294,6.870032889647636,103.17839010906494,3.8214218558912942,16.868419085672713,7.74049405573044,-5.486374618726677,3.3507871153403723
